Class,Subject,Chapter,Question,Option A,Option B,Option C,Option D,Correct Option,Difficulty
12,Biology,Human Reproduction,Fill in the blank: The penis is made up of special tissue that helps in erection of the penis to facilitate ________.,Spermiation,Urination,Ovulation,Insemination,D,easy
12,Biology,Human Reproduction,Which word correctly completes this sentence? 'The penis is made up of special tissue that helps in erection of the penis to facilitate ________.',Spermiation,Urination,Insemination,Ovulation,C,moderate
12,Biology,Human Reproduction,Fill in the blank: The ovaries are located one on each side of the lower ________.,Abdomen,Diaphragm,Thorax,Pelvis,A,easy
12,Biology,Human Reproduction,Which word correctly completes this sentence? 'The ovaries are located one on each side of the lower ________.',Pelvis,Abdomen,Thorax,Diaphragm,B,moderate
12,Biology,Human Reproduction,Fill in the blank: Each ovary is about ________ cm in length.,10 to 12,5 to 6,2 to 4,1 to 2,C,easy
12,Biology,Human Reproduction,Which word correctly completes this sentence? 'Each ovary is about ________ cm in length.',1 to 2,5 to 6,10 to 12,2 to 4,D,moderate
12,Biology,Human Reproduction,Fill in the blank: The fallopian tubes are about ________ cm long.,2 to 4,10 to 12,5 to 7,15 to 20,B,easy
12,Biology,Human Reproduction,Which word correctly completes this sentence? 'The fallopian tubes are about ________ cm long.',5 to 7,2 to 4,10 to 12,15 to 20,C,moderate
12,Biology,Human Reproduction,Fill in the blank: The shape of the uterus is like an inverted ________.,Pear,Cylinder,Cone,Apple,A,easy
12,Biology,Human Reproduction,Which word correctly completes this sentence? 'The shape of the uterus is like an inverted ________.',Cylinder,Cone,Pear,Apple,C,moderate
12,Biology,Human Reproduction,Fill in the blank: The mons pubis is a cushion of ________ tissue covered by skin and pubic hair.,Muscle,Connective,Fatty,Nervous,C,easy
12,Biology,Human Reproduction,Which word correctly completes this sentence? 'The mons pubis is a cushion of ________ tissue covered by skin and pubic hair.',Connective,Nervous,Fatty,Muscle,C,moderate
12,Biology,Human Reproduction,Fill in the blank: The ________ is a membrane that often partially covers the opening of the vagina.,Clitoris,Cervix,Labia minora,Hymen,D,easy
12,Biology,Human Reproduction,Which word correctly completes this sentence? 'The ________ is a membrane that often partially covers the opening of the vagina.',Clitoris,Labia minora,Hymen,Cervix,C,moderate
12,Biology,Human Reproduction,Fill in the blank: Spermatids are transformed into spermatozoa by the process called ________.,Spermiogenesis,Meiosis,Spermiation,Spermatogenesis,A,easy
12,Biology,Human Reproduction,Which word correctly completes this sentence? 'Spermatids are transformed into spermatozoa by the process called ________.',Spermiogenesis,Spermiation,Meiosis,Spermatogenesis,A,moderate
12,Biology,Human Reproduction,"Fill in the blank: After spermiogenesis, sperm heads become embedded in the ________ cells.",Follicular,Spermatogonia,Leydig,Sertoli,D,easy
12,Biology,Human Reproduction,"Which word correctly completes this sentence? 'After spermiogenesis, sperm heads become embedded in the ________ cells.'",Leydig,Spermatogonia,Follicular,Sertoli,D,moderate
12,Biology,Human Reproduction,Fill in the blank: A secondary spermatocyte has ________ chromosomes.,46,46 pairs,23,23 pairs,C,easy
12,Biology,Human Reproduction,Which word correctly completes this sentence? 'A secondary spermatocyte has ________ chromosomes.',23 pairs,23,46,46 pairs,B,moderate
12,Biology,Human Reproduction,Fill in the blank: The ________ of the sperm contains the haploid nucleus.,Head,Neck,Tail,Middle piece,A,easy
12,Biology,Human Reproduction,Which word correctly completes this sentence? 'The ________ of the sperm contains the haploid nucleus.',Middle piece,Tail,Neck,Head,D,moderate
12,Biology,Human Reproduction,"Fill in the blank: During oogenesis, the primary oocytes are suspended in ________ of meiosis I.",Anaphase I,Telophase I,Prophase I,Metaphase I,C,easy
12,Biology,Human Reproduction,"Which word correctly completes this sentence? 'During oogenesis, the primary oocytes are suspended in ________ of meiosis I.'",Metaphase I,Anaphase I,Telophase I,Prophase I,D,moderate
12,Biology,Human Reproduction,Fill in the blank: A tertiary follicle is characterized by a fluid filled cavity called ________.,Corona,Theca,Zona,Antrum,D,easy
12,Biology,Human Reproduction,Which word correctly completes this sentence? 'A tertiary follicle is characterized by a fluid filled cavity called ________.',Theca,Antrum,Corona,Zona,B,moderate
12,Biology,Human Reproduction,Fill in the blank: The first menstruation is called ________.,Amenorrhea,Menopause,Ovulation,Menarche,D,easy
12,Biology,Human Reproduction,Which word correctly completes this sentence? 'The first menstruation is called ________.',Menarche,Amenorrhea,Ovulation,Menopause,A,moderate
12,Biology,Human Reproduction,Fill in the blank: The secretory phase of the menstrual cycle is also called the ________ phase.,Proliferative,Luteal,Follicular,Menstrual,B,easy
12,Biology,Human Reproduction,Which word correctly completes this sentence? 'The secretory phase of the menstrual cycle is also called the ________ phase.',Luteal,Follicular,Proliferative,Menstrual,A,moderate
12,Biology,Human Reproduction,"Fill in the blank: During fertilization, the sperm induces changes in the ________ that block the entry of additional sperms.",Zona pellucida,Corona radiata,Plasma membrane,Vitelline membrane,A,easy
12,Biology,Human Reproduction,"Which word correctly completes this sentence? 'During fertilization, the sperm induces changes in the ________ that block the entry of additional sperms.'",Zona pellucida,Corona radiata,Vitelline membrane,Plasma membrane,A,moderate
12,Biology,Human Reproduction,Fill in the blank: The embryo with 8 to 16 blastomeres is called a ________.,Blastocyst,Morula,Trophoblast,Gastrula,B,easy
12,Biology,Human Reproduction,Which word correctly completes this sentence? 'The embryo with 8 to 16 blastomeres is called a ________.',Morula,Trophoblast,Gastrula,Blastocyst,A,moderate
12,Biology,Human Reproduction,Fill in the blank: The ________ is the structural and functional unit between developing embryo and maternal body.,Umbilical cord,Chorion,Placenta,Amnion,C,easy
12,Biology,Human Reproduction,Which word correctly completes this sentence? 'The ________ is the structural and functional unit between developing embryo and maternal body.',Umbilical cord,Placenta,Amnion,Chorion,B,moderate
12,Biology,Human Reproduction,Fill in the blank: The scientific term for delivery of the baby is ________.,Gestation,Implantation,Lactation,Parturition,D,easy
12,Biology,Human Reproduction,Which word correctly completes this sentence? 'The scientific term for delivery of the baby is ________.',Lactation,Gestation,Parturition,Implantation,C,moderate
12,Biology,Human Reproduction,Fill in the blank: Milk produced in the initial few days of lactation is known as ________.,Colostrum,Serum,Casein,Plasma,A,easy
12,Biology,Human Reproduction,Which word correctly completes this sentence? 'Milk produced in the initial few days of lactation is known as ________.',Casein,Colostrum,Serum,Plasma,B,moderate
12,Biology,Human Reproduction,Consider the statement: 'Leydig cells are found in the interstitial spaces of the testes.'. Which of the following is correct?,The statement is entirely incorrect.,The statement is partially incorrect.,The statement is entirely correct.,Data insufficient.,C,neet
12,Biology,Human Reproduction,Consider the statement: 'Sertoli cells produce androgens.'. Which of the following is correct?,Data insufficient.,The statement is entirely correct.,The statement is entirely incorrect.,The statement is partially correct.,C,neet
12,Biology,Human Reproduction,Consider the statement: 'The epididymis stores sperm temporarily.'. Which of the following is correct?,The statement is entirely correct.,The statement is entirely incorrect.,Data insufficient.,The statement is partially incorrect.,A,neet
12,Biology,Human Reproduction,Consider the statement: 'The fimbriae are finger-like projections of the ampulla.'. Which of the following is correct?,The statement is entirely incorrect.,Data insufficient.,The statement is entirely correct.,The statement is partially correct.,A,neet
12,Biology,Human Reproduction,Consider the statement: 'The endometrium undergoes cyclical changes during the menstrual cycle.'. Which of the following is correct?,The statement is entirely correct.,Data insufficient.,The statement is partially incorrect.,The statement is entirely incorrect.,A,neet
12,Biology,Human Reproduction,Consider the statement: 'Oogenesis begins at puberty.'. Which of the following is correct?,The statement is partially correct.,The statement is entirely incorrect.,The statement is entirely correct.,Data insufficient.,B,neet
12,Biology,Human Reproduction,"Consider the statement: 'Meiosis I in oogenesis is unequal, producing a large secondary oocyte and a small polar body.'. Which of the following is correct?",Data insufficient.,The statement is entirely correct.,The statement is partially incorrect.,The statement is entirely incorrect.,B,neet
12,Biology,Human Reproduction,Consider the statement: 'Ovulation typically occurs on the 14th day of a 28-day menstrual cycle.'. Which of the following is correct?,The statement is entirely incorrect.,Data insufficient.,The statement is entirely correct.,The statement is partially incorrect.,C,neet
12,Biology,Human Reproduction,Consider the statement: 'The corpus luteum primarily secretes estrogen.'. Which of the following is correct?,The statement is entirely correct.,The statement is entirely incorrect.,Data insufficient.,The statement is partially correct.,B,neet
12,Biology,Human Reproduction,Consider the statement: 'Fertilization occurs in the uterus.'. Which of the following is correct?,The statement is entirely incorrect.,The statement is entirely correct.,Data insufficient.,The statement is partially correct.,A,neet
12,Biology,Human Reproduction,Consider the statement: 'The trophoblast layer gets attached to the endometrium.'. Which of the following is correct?,The statement is partially incorrect.,Data insufficient.,The statement is entirely incorrect.,The statement is entirely correct.,D,neet
12,Biology,Human Reproduction,Consider the statement: 'Placenta secretes prolactin.'. Which of the following is correct?,The statement is partially correct.,The statement is entirely correct.,The statement is entirely incorrect.,Data insufficient.,C,neet
12,Biology,Human Reproduction,Consider the statement: 'Colostrum is rich in IgA antibodies.'. Which of the following is correct?,Data insufficient.,The statement is entirely incorrect.,The statement is partially incorrect.,The statement is entirely correct.,D,neet
12,Biology,Human Reproduction,Consider the statement: 'Gestation in humans is roughly 9 months.'. Which of the following is correct?,The statement is entirely correct.,The statement is partially incorrect.,The statement is entirely incorrect.,Data insufficient.,A,neet
12,Biology,Human Reproduction,Consider the statement: 'Spermatogenesis requires a temperature slightly higher than the body temperature.'. Which of the following is correct?,The statement is entirely correct.,Data insufficient.,The statement is entirely incorrect.,The statement is partially correct.,C,neet
12,Biology,Human Reproduction,Which of the following represents the correct chronological sequence for sperm pathway?,Vas deferens -> Seminiferous tubules -> Rete testis -> Vasa efferentia -> Epididymis,Seminiferous tubules -> Vasa efferentia -> Rete testis -> Epididymis -> Vas deferens,Seminiferous tubules -> Rete testis -> Vasa efferentia -> Epididymis -> Vas deferens,Rete testis -> Vasa efferentia -> Epididymis -> Vas deferens -> Seminiferous tubules,C,hard
12,Biology,Human Reproduction,Which of the following represents the correct chronological sequence for oogenesis stages?,Ovum -> Oogonia -> Primary oocyte -> Secondary oocyte,Oogonia -> Primary oocyte -> Secondary oocyte -> Ovum,Primary oocyte -> Secondary oocyte -> Ovum -> Oogonia,Oogonia -> Secondary oocyte -> Primary oocyte -> Ovum,B,hard
12,Biology,Human Reproduction,Which of the following represents the correct chronological sequence for embryonic development?,Zygote -> Blastomeres -> Morula -> Blastocyst -> Gastrula,Gastrula -> Zygote -> Blastomeres -> Morula -> Blastocyst,Zygote -> Morula -> Blastomeres -> Blastocyst -> Gastrula,Blastomeres -> Morula -> Blastocyst -> Gastrula -> Zygote,A,hard
12,Biology,Human Reproduction,Which of the following represents the correct chronological sequence for menstrual cycle phases?,Menstrual phase -> Follicular phase -> Ovulatory phase -> Luteal phase,Menstrual phase -> Ovulatory phase -> Follicular phase -> Luteal phase,Luteal phase -> Menstrual phase -> Follicular phase -> Ovulatory phase,Follicular phase -> Ovulatory phase -> Luteal phase -> Menstrual phase,A,hard
12,Biology,Human Reproduction,Which of the following represents the correct chronological sequence for follicular development?,Primary follicle -> Tertiary follicle -> Secondary follicle -> Graafian follicle,Graafian follicle -> Primary follicle -> Secondary follicle -> Tertiary follicle,Secondary follicle -> Tertiary follicle -> Graafian follicle -> Primary follicle,Primary follicle -> Secondary follicle -> Tertiary follicle -> Graafian follicle,D,hard
12,Biology,Human Reproduction,Which of the following correctly pairs 'Leydig cells' with its secretion or primary component?,hCG,Progesterone,Hyaluronidase (Enzymes),Testosterone,D,moderate
12,Biology,Human Reproduction,Which structure is primarily associated with 'Testosterone'?,Anterior pituitary,Middle piece,Placenta,Leydig cells,D,moderate
12,Biology,Human Reproduction,Which of the following correctly pairs 'Corpus luteum' with its secretion or primary component?,hCG,GnRH,Progesterone,Hyaluronidase (Enzymes),C,moderate
12,Biology,Human Reproduction,Which structure is primarily associated with 'Progesterone'?,Anterior pituitary,Corpus luteum,Leydig cells,Middle piece,B,moderate
12,Biology,Human Reproduction,Which of the following correctly pairs 'Placenta' with its secretion or primary component?,Hyaluronidase (Enzymes),FSH and LH,hCG,Mitochondria,C,moderate
12,Biology,Human Reproduction,Which structure is primarily associated with 'hCG'?,Acrosome,Leydig cells,Anterior pituitary,Placenta,D,moderate
12,Biology,Human Reproduction,Which of the following correctly pairs 'Anterior pituitary' with its secretion or primary component?,hCG,FSH and LH,Testosterone,Progesterone,B,moderate
12,Biology,Human Reproduction,Which structure is primarily associated with 'FSH and LH'?,Middle piece,Acrosome,Anterior pituitary,Leydig cells,C,moderate
12,Biology,Human Reproduction,Which of the following correctly pairs 'Hypothalamus' with its secretion or primary component?,GnRH,Mitochondria,Testosterone,Progesterone,A,moderate
12,Biology,Human Reproduction,Which structure is primarily associated with 'GnRH'?,Middle piece,Hypothalamus,Acrosome,Placenta,B,moderate
12,Biology,Human Reproduction,Which of the following correctly pairs 'Acrosome' with its secretion or primary component?,Progesterone,Hyaluronidase (Enzymes),GnRH,Testosterone,B,moderate
12,Biology,Human Reproduction,Which structure is primarily associated with 'Hyaluronidase (Enzymes)'?,Corpus luteum,Anterior pituitary,Hypothalamus,Acrosome,D,moderate
12,Biology,Human Reproduction,Which of the following correctly pairs 'Middle piece' with its secretion or primary component?,Testosterone,Mitochondria,Hyaluronidase (Enzymes),GnRH,B,moderate
12,Biology,Human Reproduction,Which structure is primarily associated with 'Mitochondria'?,Hypothalamus,Corpus luteum,Placenta,Middle piece,D,moderate
12,Biology,Human Reproduction,"Q250: Read the following fact - 'The scrotum maintains low temperature.'. Based on this, what organ regulates the temperature for spermatogenesis?",Scrotum,Testis,Epididymis,Prostate,A,hard
12,Biology,Human Reproduction,"Variant 251: In the context of human reproduction, what organ regulates the temperature for spermatogenesis?",Epididymis,Testis,Prostate,Scrotum,D,hard
12,Biology,Human Reproduction,"Q252: Read the following fact - 'Testicular lobules number about 250.'. Based on this, how many lobules are in one testis?",500,350,250,150,C,neet
12,Biology,Human Reproduction,"Variant 253: In the context of human reproduction, how many lobules are in one testis?",150,350,500,250,D,neet
12,Biology,Human Reproduction,"Q254: Read the following fact - 'Leydig cells secrete androgens.'. Based on this, which cells are responsible for androgen secretion?",Sertoli cells,Prostate cells,Leydig cells,Spermatogonia,C,neet
12,Biology,Human Reproduction,"Variant 255: In the context of human reproduction, which cells are responsible for androgen secretion?",Leydig cells,Prostate cells,Sertoli cells,Spermatogonia,A,neet
12,Biology,Human Reproduction,"Q256: Read the following fact - 'Sertoli cells nourish sperms.'. Based on this, the 'nurse cells' that provide nourishment to sperms are:",Sertoli cells,Kupffer cells,Leydig cells,Epithelial cells,A,neet
12,Biology,Human Reproduction,"Variant 257: In the context of human reproduction, the 'nurse cells' that provide nourishment to sperms are:",Leydig cells,Kupffer cells,Sertoli cells,Epithelial cells,C,neet
12,Biology,Human Reproduction,"Q258: Read the following fact - 'Vas deferens loops over the bladder.'. Based on this, which duct loops over the urinary bladder?",Ureter,Epididymis,Vasa efferentia,Vas deferens,D,hard
12,Biology,Human Reproduction,"Variant 259: In the context of human reproduction, which duct loops over the urinary bladder?",Vas deferens,Epididymis,Ureter,Vasa efferentia,A,hard
12,Biology,Human Reproduction,"Q260: Read the following fact - 'Seminal vesicles contribute to seminal plasma.'. Based on this, fructose in semen is primarily secreted by:",Seminal vesicles,Prostate,Bulbourethral gland,Testis,A,moderate
12,Biology,Human Reproduction,"Variant 261: In the context of human reproduction, fructose in semen is primarily secreted by:",Testis,Prostate,Bulbourethral gland,Seminal vesicles,D,moderate
12,Biology,Human Reproduction,"Q262: Read the following fact - 'Bulbourethral gland lubricates.'. Based on this, which gland assists in lubricating the penis?",Prostate,Bulbourethral gland,Seminal vesicle,Thyroid,B,moderate
12,Biology,Human Reproduction,"Variant 263: In the context of human reproduction, which gland assists in lubricating the penis?",Prostate,Thyroid,Bulbourethral gland,Seminal vesicle,C,moderate
12,Biology,Human Reproduction,"Q264: Read the following fact - 'Endometrium is the inner uterine lining.'. Based on this, the innermost layer of the uterus is the:",Mesometrium,Endometrium,Perimetrium,Myometrium,B,moderate
12,Biology,Human Reproduction,"Variant 265: In the context of human reproduction, the innermost layer of the uterus is the:",Perimetrium,Endometrium,Mesometrium,Myometrium,B,moderate
12,Biology,Human Reproduction,"Q266: Read the following fact - 'Myometrium causes contractions.'. Based on this, which uterine layer exhibits strong contractions during labor?",Perimetrium,Myometrium,Endometrium,Epithelium,B,neet
12,Biology,Human Reproduction,"Variant 267: In the context of human reproduction, which uterine layer exhibits strong contractions during labor?",Myometrium,Endometrium,Epithelium,Perimetrium,A,neet
12,Biology,Human Reproduction,"Q268: Read the following fact - 'Ampulla is the site of fertilization.'. Based on this, where does fertilization normally occur in humans?",Cervix,Ovary,Ampulla of fallopian tube,Uterus,C,hard
12,Biology,Human Reproduction,"Variant 269: In the context of human reproduction, where does fertilization normally occur in humans?",Uterus,Ovary,Cervix,Ampulla of fallopian tube,D,hard
12,Biology,Human Reproduction,"Q270: Read the following fact - 'Fimbriae collect the ovum.'. Based on this, which structure helps collect the ovum after ovulation?",Infundibulum,Isthmus,Ampulla,Fimbriae,D,neet
12,Biology,Human Reproduction,"Variant 271: In the context of human reproduction, which structure helps collect the ovum after ovulation?",Isthmus,Fimbriae,Ampulla,Infundibulum,B,neet
12,Biology,Human Reproduction,"Q272: Read the following fact - 'Hymen partially covers the vagina.'. Based on this, the membrane partially covering the vaginal opening is:",Hymen,Clitoris,Labia minora,Cervix,A,neet
12,Biology,Human Reproduction,"Variant 273: In the context of human reproduction, the membrane partially covering the vaginal opening is:",Hymen,Labia minora,Clitoris,Cervix,A,neet
12,Biology,Human Reproduction,"Q274: Read the following fact - 'Mammary lobes number 15-20.'. Based on this, how many mammary lobes are found in each breast?",5-10,25-30,15-20,30-40,C,moderate
12,Biology,Human Reproduction,"Variant 275: In the context of human reproduction, how many mammary lobes are found in each breast?",30-40,5-10,25-30,15-20,D,moderate
12,Biology,Human Reproduction,"Q276: Read the following fact - 'Spermatogenesis starts at puberty.'. Based on this, when does spermatogenesis begin?",Old age,Birth,Embryonic stage,Puberty,D,neet
12,Biology,Human Reproduction,"Variant 277: In the context of human reproduction, when does spermatogenesis begin?",Embryonic stage,Birth,Puberty,Old age,C,neet
12,Biology,Human Reproduction,"Q278: Read the following fact - 'Oogenesis starts in embryonic stage.'. Based on this, when does oogenesis begin?",Embryonic stage,Adolescence,Puberty,Birth,A,easy
12,Biology,Human Reproduction,"Variant 279: In the context of human reproduction, when does oogenesis begin?",Birth,Puberty,Embryonic stage,Adolescence,C,easy
12,Biology,Human Reproduction,"Q280: Read the following fact - 'Primary oocyte is arrested in prophase I.'. Based on this, at which stage is the primary oocyte temporarily arrested?",Telophase II,Anaphase I,Metaphase II,Prophase I,D,hard
12,Biology,Human Reproduction,"Variant 281: In the context of human reproduction, at which stage is the primary oocyte temporarily arrested?",Metaphase II,Telophase II,Anaphase I,Prophase I,D,hard
12,Biology,Human Reproduction,"Q282: Read the following fact - 'Graafian follicle ruptures during ovulation.'. Based on this, which follicle ruptures to release the ovum?",Tertiary follicle,Graafian follicle,Secondary follicle,Primary follicle,B,hard
12,Biology,Human Reproduction,"Variant 283: In the context of human reproduction, which follicle ruptures to release the ovum?",Primary follicle,Secondary follicle,Graafian follicle,Tertiary follicle,C,hard
12,Biology,Human Reproduction,"Q284: Read the following fact - 'Menstruation occurs if no fertilization.'. Based on this, the withdrawal of which hormone causes menstruation?",LH,Progesterone,Estrogen,FSH,B,neet
12,Biology,Human Reproduction,"Variant 285: In the context of human reproduction, the withdrawal of which hormone causes menstruation?",Progesterone,Estrogen,LH,FSH,A,neet
12,Biology,Human Reproduction,"Q286: Read the following fact - 'LH surge triggers ovulation.'. Based on this, ovulation is directly triggered by a surge in:",Estrogen,FSH,Progesterone,LH,D,hard
12,Biology,Human Reproduction,"Variant 287: In the context of human reproduction, ovulation is directly triggered by a surge in:",Progesterone,Estrogen,LH,FSH,C,hard
12,Biology,Human Reproduction,"Q288: Read the following fact - 'Corpus luteum secretes progesterone.'. Based on this, after ovulation, the graafian follicle transforms into:",Corpus callosum,Macula lutea,Corpus luteum,Corpus albicans,C,easy
12,Biology,Human Reproduction,"Variant 289: In the context of human reproduction, after ovulation, the graafian follicle transforms into:",Corpus albicans,Corpus luteum,Macula lutea,Corpus callosum,B,easy
12,Biology,Human Reproduction,"Q290: Read the following fact - 'Zona pellucida prevents polyspermy.'. Based on this, which layer ensures only one sperm fertilizes the ovum?",Theca interna,Zona pellucida,Corona radiata,Plasma membrane,B,easy
12,Biology,Human Reproduction,"Variant 291: In the context of human reproduction, which layer ensures only one sperm fertilizes the ovum?",Zona pellucida,Plasma membrane,Corona radiata,Theca interna,A,easy
12,Biology,Human Reproduction,"Q292: Read the following fact - 'Morula is an 8-16 cell stage.'. Based on this, the 8-16 cell solid mass of blastomeres is called:",Gastrula,Blastocyst,Zygote,Morula,D,easy
12,Biology,Human Reproduction,"Variant 293: In the context of human reproduction, the 8-16 cell solid mass of blastomeres is called:",Zygote,Blastocyst,Gastrula,Morula,D,easy
12,Biology,Human Reproduction,"Q294: Read the following fact - 'Trophoblast attaches to endometrium.'. Based on this, which layer of the blastocyst implants into the uterus?",Endoderm,Trophoblast,Ectoderm,Inner cell mass,B,moderate
12,Biology,Human Reproduction,"Variant 295: In the context of human reproduction, which layer of the blastocyst implants into the uterus?",Endoderm,Inner cell mass,Ectoderm,Trophoblast,D,moderate
12,Biology,Human Reproduction,"Q296: Read the following fact - 'Inner cell mass forms the embryo.'. Based on this, which cells in the blastocyst develop into the embryo?",Zona pellucida,Inner cell mass,Chorionic villi,Trophoblast cells,B,moderate
12,Biology,Human Reproduction,"Variant 297: In the context of human reproduction, which cells in the blastocyst develop into the embryo?",Zona pellucida,Trophoblast cells,Inner cell mass,Chorionic villi,C,moderate
12,Biology,Human Reproduction,"Q298: Read the following fact - 'Placenta connects mother and fetus.'. Based on this, the functional unit between mother and fetus is:",Yolk sac,Amnion,Placenta,Umbilical cord,C,neet
12,Biology,Human Reproduction,"Variant 299: In the context of human reproduction, the functional unit between mother and fetus is:",Amnion,Umbilical cord,Placenta,Yolk sac,C,neet
12,Biology,Human Reproduction,"Q300: Read the following fact - 'hCG is an indicator of pregnancy.'. Based on this, the presence of which hormone in urine confirms pregnancy?",Progesterone,FSH,Estrogen,hCG,D,moderate
12,Biology,Human Reproduction,"Variant 301: In the context of human reproduction, the presence of which hormone in urine confirms pregnancy?",Estrogen,hCG,FSH,Progesterone,B,moderate
12,Biology,Human Reproduction,"Q302: Read the following fact - 'Heart forms after one month.'. Based on this, what is the first organ formed in the developing fetus?",Kidneys,Brain,Lungs,Heart,D,moderate
12,Biology,Human Reproduction,"Variant 303: In the context of human reproduction, what is the first organ formed in the developing fetus?",Heart,Lungs,Kidneys,Brain,A,moderate
12,Biology,Human Reproduction,"Q304: Read the following fact - 'Oxytocin causes uterine contractions.'. Based on this, the hormone responsible for labor contractions is:",hCG,Relaxin,Prolactin,Oxytocin,D,hard
12,Biology,Human Reproduction,"Variant 305: In the context of human reproduction, the hormone responsible for labor contractions is:",Prolactin,hCG,Oxytocin,Relaxin,C,hard
12,Biology,Human Reproduction,"Q306: Read the following fact - 'Colostrum has IgA.'. Based on this, the primary antibody found in colostrum is:",IgG,IgA,IgM,IgE,B,hard
12,Biology,Human Reproduction,"Variant 307: In the context of human reproduction, the primary antibody found in colostrum is:",IgG,IgA,IgE,IgM,B,hard
12,Biology,Human Reproduction,"Q308: Read the following fact - 'The scrotum maintains low temperature.'. Based on this, what organ regulates the temperature for spermatogenesis?",Prostate,Scrotum,Testis,Epididymis,B,easy
12,Biology,Human Reproduction,"Variant 309: In the context of human reproduction, what organ regulates the temperature for spermatogenesis?",Prostate,Scrotum,Epididymis,Testis,B,easy
12,Biology,Human Reproduction,"Q310: Read the following fact - 'Testicular lobules number about 250.'. Based on this, how many lobules are in one testis?",350,150,500,250,D,hard
12,Biology,Human Reproduction,"Variant 311: In the context of human reproduction, how many lobules are in one testis?",250,350,150,500,A,hard
12,Biology,Human Reproduction,"Q312: Read the following fact - 'Leydig cells secrete androgens.'. Based on this, which cells are responsible for androgen secretion?",Leydig cells,Sertoli cells,Prostate cells,Spermatogonia,A,moderate
12,Biology,Human Reproduction,"Variant 313: In the context of human reproduction, which cells are responsible for androgen secretion?",Spermatogonia,Prostate cells,Sertoli cells,Leydig cells,D,moderate
12,Biology,Human Reproduction,"Q314: Read the following fact - 'Sertoli cells nourish sperms.'. Based on this, the 'nurse cells' that provide nourishment to sperms are:",Epithelial cells,Sertoli cells,Kupffer cells,Leydig cells,B,neet
12,Biology,Human Reproduction,"Variant 315: In the context of human reproduction, the 'nurse cells' that provide nourishment to sperms are:",Leydig cells,Sertoli cells,Epithelial cells,Kupffer cells,B,neet
12,Biology,Human Reproduction,"Q316: Read the following fact - 'Vas deferens loops over the bladder.'. Based on this, which duct loops over the urinary bladder?",Epididymis,Vasa efferentia,Vas deferens,Ureter,C,moderate
12,Biology,Human Reproduction,"Variant 317: In the context of human reproduction, which duct loops over the urinary bladder?",Vas deferens,Ureter,Vasa efferentia,Epididymis,A,moderate
12,Biology,Human Reproduction,"Q318: Read the following fact - 'Seminal vesicles contribute to seminal plasma.'. Based on this, fructose in semen is primarily secreted by:",Prostate,Seminal vesicles,Bulbourethral gland,Testis,B,easy
12,Biology,Human Reproduction,"Variant 319: In the context of human reproduction, fructose in semen is primarily secreted by:",Seminal vesicles,Prostate,Testis,Bulbourethral gland,A,easy
12,Biology,Human Reproduction,"Q320: Read the following fact - 'Bulbourethral gland lubricates.'. Based on this, which gland assists in lubricating the penis?",Bulbourethral gland,Seminal vesicle,Thyroid,Prostate,A,hard
12,Biology,Human Reproduction,"Variant 321: In the context of human reproduction, which gland assists in lubricating the penis?",Bulbourethral gland,Thyroid,Seminal vesicle,Prostate,A,hard
12,Biology,Human Reproduction,"Q322: Read the following fact - 'Endometrium is the inner uterine lining.'. Based on this, the innermost layer of the uterus is the:",Endometrium,Myometrium,Mesometrium,Perimetrium,A,moderate
12,Biology,Human Reproduction,"Variant 323: In the context of human reproduction, the innermost layer of the uterus is the:",Endometrium,Myometrium,Mesometrium,Perimetrium,A,moderate
12,Biology,Human Reproduction,"Q324: Read the following fact - 'Myometrium causes contractions.'. Based on this, which uterine layer exhibits strong contractions during labor?",Perimetrium,Endometrium,Myometrium,Epithelium,C,easy
12,Biology,Human Reproduction,"Variant 325: In the context of human reproduction, which uterine layer exhibits strong contractions during labor?",Myometrium,Endometrium,Epithelium,Perimetrium,A,easy
12,Biology,Human Reproduction,"Q326: Read the following fact - 'Ampulla is the site of fertilization.'. Based on this, where does fertilization normally occur in humans?",Ampulla of fallopian tube,Uterus,Cervix,Ovary,A,neet
12,Biology,Human Reproduction,"Variant 327: In the context of human reproduction, where does fertilization normally occur in humans?",Ampulla of fallopian tube,Cervix,Uterus,Ovary,A,neet
12,Biology,Human Reproduction,"Q328: Read the following fact - 'Fimbriae collect the ovum.'. Based on this, which structure helps collect the ovum after ovulation?",Fimbriae,Ampulla,Isthmus,Infundibulum,A,hard
12,Biology,Human Reproduction,"Variant 329: In the context of human reproduction, which structure helps collect the ovum after ovulation?",Ampulla,Infundibulum,Isthmus,Fimbriae,D,hard
12,Biology,Human Reproduction,"Q330: Read the following fact - 'Hymen partially covers the vagina.'. Based on this, the membrane partially covering the vaginal opening is:",Clitoris,Hymen,Cervix,Labia minora,B,hard
12,Biology,Human Reproduction,"Variant 331: In the context of human reproduction, the membrane partially covering the vaginal opening is:",Clitoris,Labia minora,Hymen,Cervix,C,hard
12,Biology,Human Reproduction,"Q332: Read the following fact - 'Mammary lobes number 15-20.'. Based on this, how many mammary lobes are found in each breast?",15-20,25-30,5-10,30-40,A,moderate
12,Biology,Human Reproduction,"Variant 333: In the context of human reproduction, how many mammary lobes are found in each breast?",15-20,30-40,5-10,25-30,A,moderate
