Class,Subject,Chapter,Question,Option A,Option B,Option C,Option D,Correct Option,Difficulty
12,Chemistry,Chemical Kinetics,Calculate the half-life of a first order reaction with a rate constant k = 0.05 s^-1.,6.9 s,27.7 s,13.9 s,20.0 s,C,moderate
12,Chemistry,Chemical Kinetics,Calculate the half-life of a first order reaction with a rate constant k = 0.1 s^-1.,6.9 s,3.5 s,13.9 s,10.0 s,A,moderate
12,Chemistry,Chemical Kinetics,Calculate the half-life of a first order reaction with a rate constant k = 0.2 s^-1.,1.7 s,6.9 s,3.5 s,5.0 s,C,moderate
12,Chemistry,Chemical Kinetics,The half-life for a radioactive decay (first order kinetics) is 10 s. What is the value of its rate constant?,6.93e-02 s^-1,1.44e+01 s^-1,1.00e-01 s^-1,1.39e-01 s^-1,A,moderate
12,Chemistry,Chemical Kinetics,The half-life for a radioactive decay (first order kinetics) is 20 s. What is the value of its rate constant?,2.89e+01 s^-1,3.47e-02 s^-1,5.00e-02 s^-1,6.93e-02 s^-1,B,moderate
12,Chemistry,Chemical Kinetics,The half-life for a radioactive decay (first order kinetics) is 30 s. What is the value of its rate constant?,2.31e-02 s^-1,4.33e+01 s^-1,4.62e-02 s^-1,3.33e-02 s^-1,A,moderate
12,Chemistry,Chemical Kinetics,The half-life for a radioactive decay (first order kinetics) is 50 s. What is the value of its rate constant?,2.00e-02 s^-1,2.77e-02 s^-1,1.39e-02 s^-1,7.22e+01 s^-1,C,moderate
12,Chemistry,Chemical Kinetics,The half-life for a radioactive decay (first order kinetics) is 100 s. What is the value of its rate constant?,6.93e-03 s^-1,1.44e+02 s^-1,1.39e-02 s^-1,1.00e-02 s^-1,A,moderate
12,Chemistry,Chemical Kinetics,The half-life for a radioactive decay (first order kinetics) is 200 s. What is the value of its rate constant?,2.89e+02 s^-1,3.46e-03 s^-1,5.00e-03 s^-1,6.93e-03 s^-1,B,moderate
12,Chemistry,Chemical Kinetics,The half-life for a radioactive decay (first order kinetics) is 500 s. What is the value of its rate constant?,2.00e-03 s^-1,7.22e+02 s^-1,2.77e-03 s^-1,1.39e-03 s^-1,D,moderate
12,Chemistry,Chemical Kinetics,The half-life for a radioactive decay (first order kinetics) is 1000 s. What is the value of its rate constant?,1.39e-03 s^-1,1.44e+03 s^-1,1.00e-03 s^-1,6.93e-04 s^-1,D,moderate
12,Chemistry,Chemical Kinetics,The half-life for a radioactive decay (first order kinetics) is 3600 s. What is the value of its rate constant?,5.19e+03 s^-1,1.92e-04 s^-1,3.85e-04 s^-1,2.78e-04 s^-1,B,moderate
12,Chemistry,Chemical Kinetics,"For a zero order reaction, the initial concentration of the reactant is 0.1 M and the rate constant is 0.001 mol L^-1 s^-1. Calculate its half-life.",100.0 s,693.0 s,50.0 s,0.0 s,C,hard
12,Chemistry,Chemical Kinetics,"For a zero order reaction, the initial concentration of the reactant is 0.1 M and the rate constant is 0.002 mol L^-1 s^-1. Calculate its half-life.",0.0 s,25.0 s,346.5 s,50.0 s,B,hard
12,Chemistry,Chemical Kinetics,"For a zero order reaction, the initial concentration of the reactant is 0.1 M and the rate constant is 0.005 mol L^-1 s^-1. Calculate its half-life.",20.0 s,10.0 s,138.6 s,0.0 s,B,hard
12,Chemistry,Chemical Kinetics,"For a zero order reaction, the initial concentration of the reactant is 0.1 M and the rate constant is 0.01 mol L^-1 s^-1. Calculate its half-life.",0.0 s,5.0 s,69.3 s,10.0 s,B,hard
12,Chemistry,Chemical Kinetics,"For a zero order reaction, the initial concentration of the reactant is 0.1 M and the rate constant is 0.05 mol L^-1 s^-1. Calculate its half-life.",1.0 s,0.2 s,13.9 s,2.0 s,A,hard
12,Chemistry,Chemical Kinetics,"For a zero order reaction, the initial concentration of the reactant is 0.2 M and the rate constant is 0.001 mol L^-1 s^-1. Calculate its half-life.",693.0 s,200.0 s,0.0 s,100.0 s,D,hard
12,Chemistry,Chemical Kinetics,"For a zero order reaction, the initial concentration of the reactant is 0.2 M and the rate constant is 0.002 mol L^-1 s^-1. Calculate its half-life.",346.5 s,100.0 s,50.0 s,0.0 s,C,hard
12,Chemistry,Chemical Kinetics,"For a zero order reaction, the initial concentration of the reactant is 0.2 M and the rate constant is 0.005 mol L^-1 s^-1. Calculate its half-life.",0.0 s,138.6 s,20.0 s,40.0 s,C,hard
12,Chemistry,Chemical Kinetics,"For a zero order reaction, the initial concentration of the reactant is 0.2 M and the rate constant is 0.01 mol L^-1 s^-1. Calculate its half-life.",0.0 s,20.0 s,69.3 s,10.0 s,D,hard
12,Chemistry,Chemical Kinetics,"For a zero order reaction, the initial concentration of the reactant is 0.2 M and the rate constant is 0.05 mol L^-1 s^-1. Calculate its half-life.",4.0 s,0.1 s,2.0 s,13.9 s,C,hard
12,Chemistry,Chemical Kinetics,"For a zero order reaction, the initial concentration of the reactant is 0.5 M and the rate constant is 0.001 mol L^-1 s^-1. Calculate its half-life.",500.0 s,250.0 s,0.0 s,693.0 s,B,hard
12,Chemistry,Chemical Kinetics,"For a zero order reaction, the initial concentration of the reactant is 0.5 M and the rate constant is 0.002 mol L^-1 s^-1. Calculate its half-life.",125.0 s,0.0 s,250.0 s,346.5 s,A,hard
12,Chemistry,Chemical Kinetics,"For a zero order reaction, the initial concentration of the reactant is 0.5 M and the rate constant is 0.005 mol L^-1 s^-1. Calculate its half-life.",138.6 s,100.0 s,0.0 s,50.0 s,D,hard
12,Chemistry,Chemical Kinetics,"For a zero order reaction, the initial concentration of the reactant is 0.5 M and the rate constant is 0.01 mol L^-1 s^-1. Calculate its half-life.",50.0 s,69.3 s,0.0 s,25.0 s,D,hard
12,Chemistry,Chemical Kinetics,"For a zero order reaction, the initial concentration of the reactant is 0.5 M and the rate constant is 0.05 mol L^-1 s^-1. Calculate its half-life.",5.0 s,10.0 s,0.1 s,13.9 s,A,hard
12,Chemistry,Chemical Kinetics,"For a zero order reaction, the initial concentration of the reactant is 1.0 M and the rate constant is 0.001 mol L^-1 s^-1. Calculate its half-life.",500.0 s,1000.0 s,693.0 s,0.0 s,A,hard
12,Chemistry,Chemical Kinetics,"For a zero order reaction, the initial concentration of the reactant is 1.0 M and the rate constant is 0.002 mol L^-1 s^-1. Calculate its half-life.",346.5 s,250.0 s,500.0 s,0.0 s,B,hard
12,Chemistry,Chemical Kinetics,"For a zero order reaction, the initial concentration of the reactant is 1.0 M and the rate constant is 0.005 mol L^-1 s^-1. Calculate its half-life.",200.0 s,100.0 s,138.6 s,0.0 s,B,hard
12,Chemistry,Chemical Kinetics,"For a zero order reaction, the initial concentration of the reactant is 1.0 M and the rate constant is 0.01 mol L^-1 s^-1. Calculate its half-life.",50.0 s,100.0 s,69.3 s,0.0 s,A,hard
12,Chemistry,Chemical Kinetics,"For a zero order reaction, the initial concentration of the reactant is 1.0 M and the rate constant is 0.05 mol L^-1 s^-1. Calculate its half-life.",13.9 s,0.0 s,10.0 s,20.0 s,C,hard
12,Chemistry,Chemical Kinetics,"For a zero order reaction, the initial concentration of the reactant is 2.0 M and the rate constant is 0.001 mol L^-1 s^-1. Calculate its half-life.",1000.0 s,693.0 s,0.0 s,2000.0 s,A,hard
12,Chemistry,Chemical Kinetics,"For a zero order reaction, the initial concentration of the reactant is 2.0 M and the rate constant is 0.002 mol L^-1 s^-1. Calculate its half-life.",0.0 s,1000.0 s,346.5 s,500.0 s,D,hard
12,Chemistry,Chemical Kinetics,"For a zero order reaction, the initial concentration of the reactant is 2.0 M and the rate constant is 0.005 mol L^-1 s^-1. Calculate its half-life.",200.0 s,138.6 s,0.0 s,400.0 s,A,hard
12,Chemistry,Chemical Kinetics,"For a zero order reaction, the initial concentration of the reactant is 2.0 M and the rate constant is 0.01 mol L^-1 s^-1. Calculate its half-life.",69.3 s,100.0 s,0.0 s,200.0 s,B,hard
12,Chemistry,Chemical Kinetics,"For a zero order reaction, the initial concentration of the reactant is 2.0 M and the rate constant is 0.05 mol L^-1 s^-1. Calculate its half-life.",13.9 s,0.0 s,40.0 s,20.0 s,D,hard
12,Chemistry,Chemical Kinetics,The rate of a reaction doubles when the temperature is increased from 298 K to 308 K. Calculate the activation energy (Ea) of the reaction. (R = 8.314 J K^-1 mol^-1),529.03 kJ mol^-1,26.45 kJ mol^-1,105.81 kJ mol^-1,52.90 kJ mol^-1,D,hard
12,Chemistry,Chemical Kinetics,The rate of a reaction triples when the temperature is increased from 298 K to 308 K. Calculate the activation energy (Ea) of the reaction. (R = 8.314 J K^-1 mol^-1),838.49 kJ mol^-1,167.70 kJ mol^-1,41.92 kJ mol^-1,83.85 kJ mol^-1,D,hard
12,Chemistry,Chemical Kinetics,The rate of a reaction quadruples when the temperature is increased from 298 K to 308 K. Calculate the activation energy (Ea) of the reaction. (R = 8.314 J K^-1 mol^-1),52.90 kJ mol^-1,105.81 kJ mol^-1,1058.06 kJ mol^-1,211.61 kJ mol^-1,B,hard
12,Chemistry,Chemical Kinetics,The rate of a reaction doubles when the temperature is increased from 300 K to 310 K. Calculate the activation energy (Ea) of the reaction. (R = 8.314 J K^-1 mol^-1),536.04 kJ mol^-1,26.80 kJ mol^-1,107.21 kJ mol^-1,53.60 kJ mol^-1,D,hard
12,Chemistry,Chemical Kinetics,The rate of a reaction triples when the temperature is increased from 300 K to 310 K. Calculate the activation energy (Ea) of the reaction. (R = 8.314 J K^-1 mol^-1),849.60 kJ mol^-1,169.92 kJ mol^-1,84.96 kJ mol^-1,42.48 kJ mol^-1,C,hard
12,Chemistry,Chemical Kinetics,The rate of a reaction quadruples when the temperature is increased from 300 K to 310 K. Calculate the activation energy (Ea) of the reaction. (R = 8.314 J K^-1 mol^-1),107.21 kJ mol^-1,214.42 kJ mol^-1,53.60 kJ mol^-1,1072.08 kJ mol^-1,A,hard
12,Chemistry,Chemical Kinetics,The rate of a reaction doubles when the temperature is increased from 300 K to 320 K. Calculate the activation energy (Ea) of the reaction. (R = 8.314 J K^-1 mol^-1),13.83 kJ mol^-1,276.67 kJ mol^-1,27.67 kJ mol^-1,55.33 kJ mol^-1,C,hard
12,Chemistry,Chemical Kinetics,The rate of a reaction triples when the temperature is increased from 300 K to 320 K. Calculate the activation energy (Ea) of the reaction. (R = 8.314 J K^-1 mol^-1),438.50 kJ mol^-1,21.93 kJ mol^-1,43.85 kJ mol^-1,87.70 kJ mol^-1,C,hard
12,Chemistry,Chemical Kinetics,The rate of a reaction quadruples when the temperature is increased from 300 K to 320 K. Calculate the activation energy (Ea) of the reaction. (R = 8.314 J K^-1 mol^-1),55.33 kJ mol^-1,110.67 kJ mol^-1,553.33 kJ mol^-1,27.67 kJ mol^-1,A,hard
12,Chemistry,Chemical Kinetics,The rate of a reaction doubles when the temperature is increased from 350 K to 360 K. Calculate the activation energy (Ea) of the reaction. (R = 8.314 J K^-1 mol^-1),145.25 kJ mol^-1,36.31 kJ mol^-1,726.25 kJ mol^-1,72.62 kJ mol^-1,D,hard
12,Chemistry,Chemical Kinetics,The rate of a reaction triples when the temperature is increased from 350 K to 360 K. Calculate the activation energy (Ea) of the reaction. (R = 8.314 J K^-1 mol^-1),115.11 kJ mol^-1,57.55 kJ mol^-1,1151.07 kJ mol^-1,230.21 kJ mol^-1,A,hard
12,Chemistry,Chemical Kinetics,The rate of a reaction quadruples when the temperature is increased from 350 K to 360 K. Calculate the activation energy (Ea) of the reaction. (R = 8.314 J K^-1 mol^-1),1452.49 kJ mol^-1,290.50 kJ mol^-1,145.25 kJ mol^-1,72.62 kJ mol^-1,C,hard
12,Chemistry,Chemical Kinetics,The rate of a reaction doubles when the temperature is increased from 400 K to 410 K. Calculate the activation energy (Ea) of the reaction. (R = 8.314 J K^-1 mol^-1),189.05 kJ mol^-1,47.26 kJ mol^-1,945.27 kJ mol^-1,94.53 kJ mol^-1,D,hard
12,Chemistry,Chemical Kinetics,The rate of a reaction triples when the temperature is increased from 400 K to 410 K. Calculate the activation energy (Ea) of the reaction. (R = 8.314 J K^-1 mol^-1),299.64 kJ mol^-1,74.91 kJ mol^-1,1498.22 kJ mol^-1,149.82 kJ mol^-1,D,hard
12,Chemistry,Chemical Kinetics,The rate of a reaction quadruples when the temperature is increased from 400 K to 410 K. Calculate the activation energy (Ea) of the reaction. (R = 8.314 J K^-1 mol^-1),189.05 kJ mol^-1,378.11 kJ mol^-1,94.53 kJ mol^-1,1890.55 kJ mol^-1,A,hard
12,Chemistry,Chemical Kinetics,The rate of a certain reaction doubles when its temperature is raised from 301 K to 311 K. What is the activation energy? (R = 8.314 J K^-1 mol^-1),80.93 kJ mol^-1,107.91 kJ mol^-1,53.96 kJ mol^-1,26.98 kJ mol^-1,C,hard
12,Chemistry,Chemical Kinetics,The rate of a certain reaction doubles when its temperature is raised from 302 K to 312 K. What is the activation energy? (R = 8.314 J K^-1 mol^-1),108.62 kJ mol^-1,27.15 kJ mol^-1,81.46 kJ mol^-1,54.31 kJ mol^-1,D,hard
12,Chemistry,Chemical Kinetics,The rate of a certain reaction doubles when its temperature is raised from 303 K to 313 K. What is the activation energy? (R = 8.314 J K^-1 mol^-1),27.33 kJ mol^-1,54.66 kJ mol^-1,82.00 kJ mol^-1,109.33 kJ mol^-1,B,hard
12,Chemistry,Chemical Kinetics,The rate of a certain reaction doubles when its temperature is raised from 304 K to 314 K. What is the activation energy? (R = 8.314 J K^-1 mol^-1),110.04 kJ mol^-1,27.51 kJ mol^-1,55.02 kJ mol^-1,82.53 kJ mol^-1,C,hard
12,Chemistry,Chemical Kinetics,The rate of a certain reaction doubles when its temperature is raised from 305 K to 315 K. What is the activation energy? (R = 8.314 J K^-1 mol^-1),55.38 kJ mol^-1,27.69 kJ mol^-1,83.06 kJ mol^-1,110.75 kJ mol^-1,A,hard
12,Chemistry,Chemical Kinetics,The rate of a certain reaction doubles when its temperature is raised from 306 K to 316 K. What is the activation energy? (R = 8.314 J K^-1 mol^-1),111.47 kJ mol^-1,55.73 kJ mol^-1,27.87 kJ mol^-1,83.60 kJ mol^-1,B,hard
12,Chemistry,Chemical Kinetics,The rate of a certain reaction doubles when its temperature is raised from 307 K to 317 K. What is the activation energy? (R = 8.314 J K^-1 mol^-1),56.09 kJ mol^-1,84.14 kJ mol^-1,112.19 kJ mol^-1,28.05 kJ mol^-1,A,hard
12,Chemistry,Chemical Kinetics,The rate of a certain reaction doubles when its temperature is raised from 308 K to 318 K. What is the activation energy? (R = 8.314 J K^-1 mol^-1),84.68 kJ mol^-1,112.91 kJ mol^-1,28.23 kJ mol^-1,56.45 kJ mol^-1,D,hard
12,Chemistry,Chemical Kinetics,The rate of a certain reaction doubles when its temperature is raised from 309 K to 319 K. What is the activation energy? (R = 8.314 J K^-1 mol^-1),56.81 kJ mol^-1,113.63 kJ mol^-1,28.41 kJ mol^-1,85.22 kJ mol^-1,A,hard
12,Chemistry,Chemical Kinetics,The rate of a certain reaction doubles when its temperature is raised from 310 K to 320 K. What is the activation energy? (R = 8.314 J K^-1 mol^-1),85.77 kJ mol^-1,57.18 kJ mol^-1,28.59 kJ mol^-1,114.36 kJ mol^-1,B,hard
12,Chemistry,Chemical Kinetics,The rate of a certain reaction doubles when its temperature is raised from 311 K to 321 K. What is the activation energy? (R = 8.314 J K^-1 mol^-1),115.08 kJ mol^-1,28.77 kJ mol^-1,57.54 kJ mol^-1,86.31 kJ mol^-1,C,hard
12,Chemistry,Chemical Kinetics,The rate of a certain reaction doubles when its temperature is raised from 312 K to 322 K. What is the activation energy? (R = 8.314 J K^-1 mol^-1),115.81 kJ mol^-1,86.86 kJ mol^-1,28.95 kJ mol^-1,57.91 kJ mol^-1,D,hard
12,Chemistry,Chemical Kinetics,The rate of a certain reaction doubles when its temperature is raised from 313 K to 323 K. What is the activation energy? (R = 8.314 J K^-1 mol^-1),116.54 kJ mol^-1,58.27 kJ mol^-1,29.14 kJ mol^-1,87.41 kJ mol^-1,B,hard
12,Chemistry,Chemical Kinetics,The rate of a certain reaction doubles when its temperature is raised from 314 K to 324 K. What is the activation energy? (R = 8.314 J K^-1 mol^-1),87.96 kJ mol^-1,58.64 kJ mol^-1,29.32 kJ mol^-1,117.28 kJ mol^-1,B,hard
12,Chemistry,Chemical Kinetics,The rate of a certain reaction doubles when its temperature is raised from 315 K to 325 K. What is the activation energy? (R = 8.314 J K^-1 mol^-1),29.50 kJ mol^-1,118.02 kJ mol^-1,88.51 kJ mol^-1,59.01 kJ mol^-1,D,hard
12,Chemistry,Chemical Kinetics,The rate of a certain reaction doubles when its temperature is raised from 316 K to 326 K. What is the activation energy? (R = 8.314 J K^-1 mol^-1),59.38 kJ mol^-1,29.69 kJ mol^-1,118.75 kJ mol^-1,89.07 kJ mol^-1,A,hard
12,Chemistry,Chemical Kinetics,The rate of a certain reaction doubles when its temperature is raised from 317 K to 327 K. What is the activation energy? (R = 8.314 J K^-1 mol^-1),119.50 kJ mol^-1,59.75 kJ mol^-1,29.87 kJ mol^-1,89.62 kJ mol^-1,B,hard
12,Chemistry,Chemical Kinetics,The rate of a certain reaction doubles when its temperature is raised from 318 K to 328 K. What is the activation energy? (R = 8.314 J K^-1 mol^-1),120.24 kJ mol^-1,30.06 kJ mol^-1,60.12 kJ mol^-1,90.18 kJ mol^-1,C,hard
12,Chemistry,Chemical Kinetics,The rate of a certain reaction doubles when its temperature is raised from 319 K to 329 K. What is the activation energy? (R = 8.314 J K^-1 mol^-1),60.49 kJ mol^-1,90.74 kJ mol^-1,120.98 kJ mol^-1,30.25 kJ mol^-1,A,hard
12,Chemistry,Chemical Kinetics,The rate of a certain reaction doubles when its temperature is raised from 320 K to 330 K. What is the activation energy? (R = 8.314 J K^-1 mol^-1),121.73 kJ mol^-1,30.43 kJ mol^-1,60.87 kJ mol^-1,91.30 kJ mol^-1,C,hard
12,Chemistry,Chemical Kinetics,The rate of a certain reaction doubles when its temperature is raised from 321 K to 331 K. What is the activation energy? (R = 8.314 J K^-1 mol^-1),91.86 kJ mol^-1,30.62 kJ mol^-1,61.24 kJ mol^-1,122.48 kJ mol^-1,C,hard
12,Chemistry,Chemical Kinetics,The rate of a certain reaction doubles when its temperature is raised from 322 K to 332 K. What is the activation energy? (R = 8.314 J K^-1 mol^-1),61.62 kJ mol^-1,123.24 kJ mol^-1,92.43 kJ mol^-1,30.81 kJ mol^-1,A,hard
12,Chemistry,Chemical Kinetics,The rate of a certain reaction doubles when its temperature is raised from 323 K to 333 K. What is the activation energy? (R = 8.314 J K^-1 mol^-1),31.00 kJ mol^-1,123.99 kJ mol^-1,62.00 kJ mol^-1,92.99 kJ mol^-1,C,hard
12,Chemistry,Chemical Kinetics,The rate of a certain reaction doubles when its temperature is raised from 324 K to 334 K. What is the activation energy? (R = 8.314 J K^-1 mol^-1),124.75 kJ mol^-1,93.56 kJ mol^-1,31.19 kJ mol^-1,62.37 kJ mol^-1,D,hard
12,Chemistry,Chemical Kinetics,The rate of a certain reaction doubles when its temperature is raised from 325 K to 335 K. What is the activation energy? (R = 8.314 J K^-1 mol^-1),31.38 kJ mol^-1,94.13 kJ mol^-1,125.51 kJ mol^-1,62.75 kJ mol^-1,D,hard
12,Chemistry,Chemical Kinetics,The rate of a certain reaction doubles when its temperature is raised from 326 K to 336 K. What is the activation energy? (R = 8.314 J K^-1 mol^-1),63.14 kJ mol^-1,31.57 kJ mol^-1,126.27 kJ mol^-1,94.70 kJ mol^-1,A,hard
12,Chemistry,Chemical Kinetics,The rate of a certain reaction doubles when its temperature is raised from 327 K to 337 K. What is the activation energy? (R = 8.314 J K^-1 mol^-1),95.28 kJ mol^-1,127.03 kJ mol^-1,63.52 kJ mol^-1,31.76 kJ mol^-1,C,hard
12,Chemistry,Chemical Kinetics,The rate of a certain reaction doubles when its temperature is raised from 328 K to 338 K. What is the activation energy? (R = 8.314 J K^-1 mol^-1),95.85 kJ mol^-1,63.90 kJ mol^-1,31.95 kJ mol^-1,127.80 kJ mol^-1,B,hard
12,Chemistry,Chemical Kinetics,The rate of a certain reaction doubles when its temperature is raised from 329 K to 339 K. What is the activation energy? (R = 8.314 J K^-1 mol^-1),128.57 kJ mol^-1,96.43 kJ mol^-1,32.14 kJ mol^-1,64.28 kJ mol^-1,D,hard
12,Chemistry,Chemical Kinetics,The rate of a certain reaction doubles when its temperature is raised from 330 K to 340 K. What is the activation energy? (R = 8.314 J K^-1 mol^-1),129.34 kJ mol^-1,32.34 kJ mol^-1,97.01 kJ mol^-1,64.67 kJ mol^-1,D,hard
12,Chemistry,Chemical Kinetics,The rate of a certain reaction doubles when its temperature is raised from 331 K to 341 K. What is the activation energy? (R = 8.314 J K^-1 mol^-1),65.06 kJ mol^-1,32.53 kJ mol^-1,130.11 kJ mol^-1,97.59 kJ mol^-1,A,hard
12,Chemistry,Chemical Kinetics,The rate of a certain reaction doubles when its temperature is raised from 332 K to 342 K. What is the activation energy? (R = 8.314 J K^-1 mol^-1),65.45 kJ mol^-1,32.72 kJ mol^-1,98.17 kJ mol^-1,130.89 kJ mol^-1,A,hard
12,Chemistry,Chemical Kinetics,The rate of a certain reaction doubles when its temperature is raised from 333 K to 343 K. What is the activation energy? (R = 8.314 J K^-1 mol^-1),65.83 kJ mol^-1,98.75 kJ mol^-1,32.92 kJ mol^-1,131.67 kJ mol^-1,A,hard
12,Chemistry,Chemical Kinetics,The rate of a certain reaction doubles when its temperature is raised from 334 K to 344 K. What is the activation energy? (R = 8.314 J K^-1 mol^-1),66.22 kJ mol^-1,132.45 kJ mol^-1,99.34 kJ mol^-1,33.11 kJ mol^-1,A,hard
12,Chemistry,Chemical Kinetics,The rate of a certain reaction doubles when its temperature is raised from 335 K to 345 K. What is the activation energy? (R = 8.314 J K^-1 mol^-1),33.31 kJ mol^-1,133.23 kJ mol^-1,66.62 kJ mol^-1,99.92 kJ mol^-1,C,hard
12,Chemistry,Chemical Kinetics,The rate of a certain reaction doubles when its temperature is raised from 336 K to 346 K. What is the activation energy? (R = 8.314 J K^-1 mol^-1),100.51 kJ mol^-1,33.50 kJ mol^-1,134.02 kJ mol^-1,67.01 kJ mol^-1,D,hard
12,Chemistry,Chemical Kinetics,The rate of a certain reaction doubles when its temperature is raised from 337 K to 347 K. What is the activation energy? (R = 8.314 J K^-1 mol^-1),67.40 kJ mol^-1,33.70 kJ mol^-1,134.80 kJ mol^-1,101.10 kJ mol^-1,A,hard
12,Chemistry,Chemical Kinetics,The rate of a certain reaction doubles when its temperature is raised from 338 K to 348 K. What is the activation energy? (R = 8.314 J K^-1 mol^-1),135.59 kJ mol^-1,67.80 kJ mol^-1,101.70 kJ mol^-1,33.90 kJ mol^-1,B,hard
12,Chemistry,Chemical Kinetics,The rate of a certain reaction doubles when its temperature is raised from 339 K to 349 K. What is the activation energy? (R = 8.314 J K^-1 mol^-1),102.29 kJ mol^-1,136.39 kJ mol^-1,68.19 kJ mol^-1,34.10 kJ mol^-1,C,hard
12,Chemistry,Chemical Kinetics,The rate of a certain reaction doubles when its temperature is raised from 340 K to 350 K. What is the activation energy? (R = 8.314 J K^-1 mol^-1),34.29 kJ mol^-1,102.88 kJ mol^-1,137.18 kJ mol^-1,68.59 kJ mol^-1,D,hard
12,Chemistry,Chemical Kinetics,The rate of a certain reaction doubles when its temperature is raised from 341 K to 351 K. What is the activation energy? (R = 8.314 J K^-1 mol^-1),68.99 kJ mol^-1,137.98 kJ mol^-1,34.49 kJ mol^-1,103.48 kJ mol^-1,A,hard
12,Chemistry,Chemical Kinetics,The rate of a certain reaction doubles when its temperature is raised from 342 K to 352 K. What is the activation energy? (R = 8.314 J K^-1 mol^-1),34.69 kJ mol^-1,104.08 kJ mol^-1,69.39 kJ mol^-1,138.78 kJ mol^-1,C,hard
12,Chemistry,Chemical Kinetics,The rate of a certain reaction doubles when its temperature is raised from 343 K to 353 K. What is the activation energy? (R = 8.314 J K^-1 mol^-1),139.58 kJ mol^-1,104.68 kJ mol^-1,69.79 kJ mol^-1,34.89 kJ mol^-1,C,hard
12,Chemistry,Chemical Kinetics,The rate of a certain reaction doubles when its temperature is raised from 344 K to 354 K. What is the activation energy? (R = 8.314 J K^-1 mol^-1),140.38 kJ mol^-1,70.19 kJ mol^-1,105.29 kJ mol^-1,35.10 kJ mol^-1,B,hard
12,Chemistry,Chemical Kinetics,The rate of a certain reaction doubles when its temperature is raised from 345 K to 355 K. What is the activation energy? (R = 8.314 J K^-1 mol^-1),105.89 kJ mol^-1,35.30 kJ mol^-1,141.19 kJ mol^-1,70.59 kJ mol^-1,D,hard
12,Chemistry,Chemical Kinetics,The rate of a certain reaction doubles when its temperature is raised from 346 K to 356 K. What is the activation energy? (R = 8.314 J K^-1 mol^-1),71.00 kJ mol^-1,141.99 kJ mol^-1,106.50 kJ mol^-1,35.50 kJ mol^-1,A,hard
12,Chemistry,Chemical Kinetics,The rate of a certain reaction doubles when its temperature is raised from 347 K to 357 K. What is the activation energy? (R = 8.314 J K^-1 mol^-1),142.80 kJ mol^-1,35.70 kJ mol^-1,71.40 kJ mol^-1,107.10 kJ mol^-1,C,hard
12,Chemistry,Chemical Kinetics,The rate of a certain reaction doubles when its temperature is raised from 348 K to 358 K. What is the activation energy? (R = 8.314 J K^-1 mol^-1),35.90 kJ mol^-1,107.71 kJ mol^-1,143.62 kJ mol^-1,71.81 kJ mol^-1,D,hard
12,Chemistry,Chemical Kinetics,The rate of a certain reaction doubles when its temperature is raised from 349 K to 359 K. What is the activation energy? (R = 8.314 J K^-1 mol^-1),36.11 kJ mol^-1,72.22 kJ mol^-1,108.32 kJ mol^-1,144.43 kJ mol^-1,B,hard
12,Chemistry,Chemical Kinetics,The rate of a certain reaction doubles when its temperature is raised from 350 K to 360 K. What is the activation energy? (R = 8.314 J K^-1 mol^-1),36.31 kJ mol^-1,145.25 kJ mol^-1,108.94 kJ mol^-1,72.62 kJ mol^-1,D,hard
12,Chemistry,Chemical Kinetics,The rate of a certain reaction doubles when its temperature is raised from 351 K to 361 K. What is the activation energy? (R = 8.314 J K^-1 mol^-1),109.55 kJ mol^-1,73.03 kJ mol^-1,36.52 kJ mol^-1,146.07 kJ mol^-1,B,hard
12,Chemistry,Chemical Kinetics,The rate of a certain reaction doubles when its temperature is raised from 352 K to 362 K. What is the activation energy? (R = 8.314 J K^-1 mol^-1),36.72 kJ mol^-1,146.89 kJ mol^-1,110.17 kJ mol^-1,73.45 kJ mol^-1,D,hard
12,Chemistry,Chemical Kinetics,The rate of a certain reaction doubles when its temperature is raised from 353 K to 363 K. What is the activation energy? (R = 8.314 J K^-1 mol^-1),36.93 kJ mol^-1,147.72 kJ mol^-1,110.79 kJ mol^-1,73.86 kJ mol^-1,D,hard
12,Chemistry,Chemical Kinetics,The rate of a certain reaction doubles when its temperature is raised from 354 K to 364 K. What is the activation energy? (R = 8.314 J K^-1 mol^-1),74.27 kJ mol^-1,111.41 kJ mol^-1,37.14 kJ mol^-1,148.54 kJ mol^-1,A,hard
12,Chemistry,Chemical Kinetics,The rate of a certain reaction doubles when its temperature is raised from 355 K to 365 K. What is the activation energy? (R = 8.314 J K^-1 mol^-1),37.34 kJ mol^-1,74.69 kJ mol^-1,149.37 kJ mol^-1,112.03 kJ mol^-1,B,hard
12,Chemistry,Chemical Kinetics,The rate of a certain reaction doubles when its temperature is raised from 356 K to 366 K. What is the activation energy? (R = 8.314 J K^-1 mol^-1),75.10 kJ mol^-1,112.65 kJ mol^-1,37.55 kJ mol^-1,150.20 kJ mol^-1,A,hard
12,Chemistry,Chemical Kinetics,The rate of a certain reaction doubles when its temperature is raised from 357 K to 367 K. What is the activation energy? (R = 8.314 J K^-1 mol^-1),113.28 kJ mol^-1,151.04 kJ mol^-1,75.52 kJ mol^-1,37.76 kJ mol^-1,C,hard
