Class,Subject,Chapter,Question,Option A,Option B,Option C,Option D,Correct Option,Difficulty
12,Chemistry,Solutions,Calculate the molality of a solution containing 2 g of NaOH (Molar mass = 40 g/mol) in 150 g of water.,3.333 m,0.00033 m,0.167 m,0.333 m,D,moderate
12,Chemistry,Solutions,Calculate the molality of a solution containing 2 g of NaOH (Molar mass = 40 g/mol) in 200 g of water.,0.00025 m,0.125 m,2.500 m,0.250 m,D,moderate
12,Chemistry,Solutions,Calculate the molality of a solution containing 2 g of NaOH (Molar mass = 40 g/mol) in 250 g of water.,0.200 m,0.100 m,2.000 m,0.00020 m,A,moderate
12,Chemistry,Solutions,Calculate the molality of a solution containing 2 g of NaOH (Molar mass = 40 g/mol) in 400 g of water.,0.125 m,0.062 m,0.00013 m,1.250 m,A,moderate
12,Chemistry,Solutions,Calculate the molality of a solution containing 2 g of NaOH (Molar mass = 40 g/mol) in 500 g of water.,1.000 m,0.050 m,0.00010 m,0.100 m,D,moderate
12,Chemistry,Solutions,Calculate the molality of a solution containing 2 g of NaOH (Molar mass = 40 g/mol) in 1000 g of water.,0.500 m,0.050 m,0.00005 m,0.025 m,B,moderate
12,Chemistry,Solutions,Calculate the molality of a solution containing 4 g of NaOH (Molar mass = 40 g/mol) in 50 g of water.,2.000 m,0.00200 m,20.000 m,1.000 m,A,moderate
12,Chemistry,Solutions,Calculate the molality of a solution containing 4 g of NaOH (Molar mass = 40 g/mol) in 100 g of water.,1.000 m,0.500 m,0.00100 m,10.000 m,A,moderate
12,Chemistry,Solutions,Calculate the molality of a solution containing 4 g of NaOH (Molar mass = 40 g/mol) in 150 g of water.,0.333 m,0.667 m,0.00067 m,6.667 m,B,moderate
12,Chemistry,Solutions,Calculate the molality of a solution containing 4 g of NaOH (Molar mass = 40 g/mol) in 200 g of water.,0.250 m,5.000 m,0.00050 m,0.500 m,D,moderate
12,Chemistry,Solutions,Calculate the molality of a solution containing 4 g of NaOH (Molar mass = 40 g/mol) in 250 g of water.,0.200 m,0.400 m,0.00040 m,4.000 m,B,moderate
12,Chemistry,Solutions,Calculate the molality of a solution containing 4 g of NaOH (Molar mass = 40 g/mol) in 400 g of water.,0.250 m,0.00025 m,2.500 m,0.125 m,A,moderate
12,Chemistry,Solutions,Calculate the molality of a solution containing 4 g of NaOH (Molar mass = 40 g/mol) in 500 g of water.,0.00020 m,0.100 m,2.000 m,0.200 m,D,moderate
12,Chemistry,Solutions,Calculate the molality of a solution containing 4 g of NaOH (Molar mass = 40 g/mol) in 1000 g of water.,0.100 m,1.000 m,0.050 m,0.00010 m,A,moderate
12,Chemistry,Solutions,Calculate the molality of a solution containing 5 g of NaOH (Molar mass = 40 g/mol) in 50 g of water.,1.250 m,0.00250 m,25.000 m,2.500 m,D,moderate
12,Chemistry,Solutions,Calculate the molality of a solution containing 5 g of NaOH (Molar mass = 40 g/mol) in 100 g of water.,12.500 m,0.00125 m,1.250 m,0.625 m,C,moderate
12,Chemistry,Solutions,Calculate the molality of a solution containing 5 g of NaOH (Molar mass = 40 g/mol) in 150 g of water.,8.333 m,0.00083 m,0.417 m,0.833 m,D,moderate
12,Chemistry,Solutions,Calculate the molality of a solution containing 5 g of NaOH (Molar mass = 40 g/mol) in 200 g of water.,6.250 m,0.00063 m,0.625 m,0.312 m,C,moderate
12,Chemistry,Solutions,Calculate the molality of a solution containing 5 g of NaOH (Molar mass = 40 g/mol) in 250 g of water.,0.500 m,0.250 m,5.000 m,0.00050 m,A,moderate
12,Chemistry,Solutions,Calculate the molality of a solution containing 5 g of NaOH (Molar mass = 40 g/mol) in 400 g of water.,3.125 m,0.156 m,0.312 m,0.00031 m,C,moderate
12,Chemistry,Solutions,Calculate the molality of a solution containing 5 g of NaOH (Molar mass = 40 g/mol) in 500 g of water.,0.00025 m,0.250 m,0.125 m,2.500 m,B,moderate
12,Chemistry,Solutions,Calculate the molality of a solution containing 5 g of NaOH (Molar mass = 40 g/mol) in 1000 g of water.,0.00013 m,0.062 m,0.125 m,1.250 m,C,moderate
12,Chemistry,Solutions,Calculate the molality of a solution containing 10 g of NaOH (Molar mass = 40 g/mol) in 50 g of water.,50.000 m,0.00500 m,2.500 m,5.000 m,D,moderate
12,Chemistry,Solutions,Calculate the molality of a solution containing 10 g of NaOH (Molar mass = 40 g/mol) in 100 g of water.,2.500 m,0.00250 m,1.250 m,25.000 m,A,moderate
12,Chemistry,Solutions,Calculate the molality of a solution containing 10 g of NaOH (Molar mass = 40 g/mol) in 150 g of water.,0.833 m,16.667 m,1.667 m,0.00167 m,C,moderate
12,Chemistry,Solutions,Calculate the molality of a solution containing 10 g of NaOH (Molar mass = 40 g/mol) in 200 g of water.,1.250 m,0.00125 m,0.625 m,12.500 m,A,moderate
12,Chemistry,Solutions,Calculate the molality of a solution containing 10 g of NaOH (Molar mass = 40 g/mol) in 250 g of water.,10.000 m,0.00100 m,1.000 m,0.500 m,C,moderate
12,Chemistry,Solutions,Calculate the molality of a solution containing 10 g of NaOH (Molar mass = 40 g/mol) in 400 g of water.,0.00063 m,0.312 m,0.625 m,6.250 m,C,moderate
12,Chemistry,Solutions,Calculate the molality of a solution containing 10 g of NaOH (Molar mass = 40 g/mol) in 500 g of water.,0.500 m,5.000 m,0.00050 m,0.250 m,A,moderate
12,Chemistry,Solutions,Calculate the molality of a solution containing 10 g of NaOH (Molar mass = 40 g/mol) in 1000 g of water.,0.00025 m,2.500 m,0.125 m,0.250 m,D,moderate
12,Chemistry,Solutions,Calculate the molality of a solution containing 15 g of NaOH (Molar mass = 40 g/mol) in 50 g of water.,3.750 m,7.500 m,0.00750 m,75.000 m,B,moderate
12,Chemistry,Solutions,Calculate the molality of a solution containing 15 g of NaOH (Molar mass = 40 g/mol) in 100 g of water.,3.750 m,1.875 m,0.00375 m,37.500 m,A,moderate
12,Chemistry,Solutions,Calculate the molality of a solution containing 15 g of NaOH (Molar mass = 40 g/mol) in 150 g of water.,25.000 m,0.00250 m,2.500 m,1.250 m,C,moderate
12,Chemistry,Solutions,Calculate the molality of a solution containing 15 g of NaOH (Molar mass = 40 g/mol) in 200 g of water.,0.938 m,0.00187 m,1.875 m,18.750 m,C,moderate
12,Chemistry,Solutions,Calculate the molality of a solution containing 15 g of NaOH (Molar mass = 40 g/mol) in 250 g of water.,15.000 m,1.500 m,0.00150 m,0.750 m,B,moderate
12,Chemistry,Solutions,Calculate the molality of a solution containing 15 g of NaOH (Molar mass = 40 g/mol) in 400 g of water.,9.375 m,0.938 m,0.469 m,0.00094 m,B,moderate
12,Chemistry,Solutions,Calculate the molality of a solution containing 15 g of NaOH (Molar mass = 40 g/mol) in 500 g of water.,0.375 m,0.00075 m,0.750 m,7.500 m,C,moderate
12,Chemistry,Solutions,Calculate the molality of a solution containing 15 g of NaOH (Molar mass = 40 g/mol) in 1000 g of water.,0.188 m,0.00038 m,3.750 m,0.375 m,D,moderate
12,Chemistry,Solutions,Calculate the molality of a solution containing 20 g of NaOH (Molar mass = 40 g/mol) in 50 g of water.,5.000 m,10.000 m,100.000 m,0.01000 m,B,moderate
12,Chemistry,Solutions,Calculate the molality of a solution containing 20 g of NaOH (Molar mass = 40 g/mol) in 100 g of water.,50.000 m,2.500 m,0.00500 m,5.000 m,D,moderate
12,Chemistry,Solutions,Calculate the molality of a solution containing 20 g of NaOH (Molar mass = 40 g/mol) in 150 g of water.,3.333 m,1.667 m,0.00333 m,33.333 m,A,moderate
12,Chemistry,Solutions,Calculate the molality of a solution containing 20 g of NaOH (Molar mass = 40 g/mol) in 200 g of water.,25.000 m,1.250 m,2.500 m,0.00250 m,C,moderate
12,Chemistry,Solutions,Calculate the molality of a solution containing 20 g of NaOH (Molar mass = 40 g/mol) in 250 g of water.,2.000 m,20.000 m,1.000 m,0.00200 m,A,moderate
12,Chemistry,Solutions,Calculate the molality of a solution containing 20 g of NaOH (Molar mass = 40 g/mol) in 400 g of water.,12.500 m,0.00125 m,0.625 m,1.250 m,D,moderate
12,Chemistry,Solutions,Calculate the molality of a solution containing 20 g of NaOH (Molar mass = 40 g/mol) in 500 g of water.,1.000 m,0.00100 m,0.500 m,10.000 m,A,moderate
12,Chemistry,Solutions,Calculate the molality of a solution containing 20 g of NaOH (Molar mass = 40 g/mol) in 1000 g of water.,5.000 m,0.500 m,0.250 m,0.00050 m,B,moderate
12,Chemistry,Solutions,Calculate the molality of a solution containing 25 g of NaOH (Molar mass = 40 g/mol) in 50 g of water.,125.000 m,0.01250 m,6.250 m,12.500 m,D,moderate
12,Chemistry,Solutions,Calculate the molality of a solution containing 25 g of NaOH (Molar mass = 40 g/mol) in 100 g of water.,62.500 m,0.00625 m,3.125 m,6.250 m,D,moderate
12,Chemistry,Solutions,Calculate the molality of a solution containing 25 g of NaOH (Molar mass = 40 g/mol) in 150 g of water.,0.00417 m,4.167 m,41.667 m,2.083 m,B,moderate
12,Chemistry,Solutions,Calculate the molality of a solution containing 25 g of NaOH (Molar mass = 40 g/mol) in 200 g of water.,3.125 m,31.250 m,1.562 m,0.00313 m,A,moderate
12,Chemistry,Solutions,Calculate the molality of a solution containing 25 g of NaOH (Molar mass = 40 g/mol) in 250 g of water.,25.000 m,1.250 m,2.500 m,0.00250 m,C,moderate
12,Chemistry,Solutions,Calculate the molality of a solution containing 25 g of NaOH (Molar mass = 40 g/mol) in 400 g of water.,15.625 m,1.562 m,0.00156 m,0.781 m,B,moderate
12,Chemistry,Solutions,Calculate the molality of a solution containing 25 g of NaOH (Molar mass = 40 g/mol) in 500 g of water.,1.250 m,12.500 m,0.00125 m,0.625 m,A,moderate
12,Chemistry,Solutions,Calculate the molality of a solution containing 25 g of NaOH (Molar mass = 40 g/mol) in 1000 g of water.,0.312 m,0.00063 m,0.625 m,6.250 m,C,moderate
12,Chemistry,Solutions,Calculate the molality of a solution containing 30 g of NaOH (Molar mass = 40 g/mol) in 50 g of water.,0.01500 m,7.500 m,15.000 m,150.000 m,C,moderate
12,Chemistry,Solutions,Calculate the molality of a solution containing 30 g of NaOH (Molar mass = 40 g/mol) in 100 g of water.,0.00750 m,3.750 m,7.500 m,75.000 m,C,moderate
12,Chemistry,Solutions,Calculate the molality of a solution containing 30 g of NaOH (Molar mass = 40 g/mol) in 150 g of water.,50.000 m,0.00500 m,5.000 m,2.500 m,C,moderate
12,Chemistry,Solutions,Calculate the molality of a solution containing 30 g of NaOH (Molar mass = 40 g/mol) in 200 g of water.,0.00375 m,1.875 m,3.750 m,37.500 m,C,moderate
12,Chemistry,Solutions,Calculate the molality of a solution containing 30 g of NaOH (Molar mass = 40 g/mol) in 250 g of water.,30.000 m,3.000 m,1.500 m,0.00300 m,B,moderate
12,Chemistry,Solutions,Calculate the molality of a solution containing 30 g of NaOH (Molar mass = 40 g/mol) in 400 g of water.,0.938 m,1.875 m,18.750 m,0.00187 m,B,moderate
12,Chemistry,Solutions,Calculate the molality of a solution containing 30 g of NaOH (Molar mass = 40 g/mol) in 500 g of water.,0.750 m,0.00150 m,15.000 m,1.500 m,D,moderate
12,Chemistry,Solutions,Calculate the molality of a solution containing 30 g of NaOH (Molar mass = 40 g/mol) in 1000 g of water.,0.750 m,0.375 m,7.500 m,0.00075 m,A,moderate
12,Chemistry,Solutions,Calculate the molality of a solution containing 40 g of NaOH (Molar mass = 40 g/mol) in 50 g of water.,10.000 m,200.000 m,20.000 m,0.02000 m,C,moderate
12,Chemistry,Solutions,Calculate the molality of a solution containing 40 g of NaOH (Molar mass = 40 g/mol) in 100 g of water.,100.000 m,0.01000 m,5.000 m,10.000 m,D,moderate
12,Chemistry,Solutions,Calculate the molality of a solution containing 40 g of NaOH (Molar mass = 40 g/mol) in 150 g of water.,6.667 m,66.667 m,3.333 m,0.00667 m,A,moderate
12,Chemistry,Solutions,Calculate the molality of a solution containing 40 g of NaOH (Molar mass = 40 g/mol) in 200 g of water.,0.00500 m,5.000 m,2.500 m,50.000 m,B,moderate
12,Chemistry,Solutions,Calculate the molality of a solution containing 40 g of NaOH (Molar mass = 40 g/mol) in 250 g of water.,4.000 m,40.000 m,0.00400 m,2.000 m,A,moderate
12,Chemistry,Solutions,Calculate the molality of a solution containing 40 g of NaOH (Molar mass = 40 g/mol) in 400 g of water.,1.250 m,25.000 m,2.500 m,0.00250 m,C,moderate
12,Chemistry,Solutions,Calculate the molality of a solution containing 40 g of NaOH (Molar mass = 40 g/mol) in 500 g of water.,1.000 m,2.000 m,0.00200 m,20.000 m,B,moderate
12,Chemistry,Solutions,Calculate the molality of a solution containing 40 g of NaOH (Molar mass = 40 g/mol) in 1000 g of water.,0.500 m,1.000 m,0.00100 m,10.000 m,B,moderate
12,Chemistry,Solutions,Calculate the molality of a solution containing 50 g of NaOH (Molar mass = 40 g/mol) in 50 g of water.,250.000 m,12.500 m,0.02500 m,25.000 m,D,moderate
12,Chemistry,Solutions,Calculate the molality of a solution containing 50 g of NaOH (Molar mass = 40 g/mol) in 100 g of water.,0.01250 m,6.250 m,12.500 m,125.000 m,C,moderate
12,Chemistry,Solutions,Calculate the molality of a solution containing 50 g of NaOH (Molar mass = 40 g/mol) in 150 g of water.,8.333 m,83.333 m,0.00833 m,4.167 m,A,moderate
12,Chemistry,Solutions,Calculate the molality of a solution containing 50 g of NaOH (Molar mass = 40 g/mol) in 200 g of water.,3.125 m,0.00625 m,6.250 m,62.500 m,C,moderate
12,Chemistry,Solutions,Calculate the molality of a solution containing 50 g of NaOH (Molar mass = 40 g/mol) in 250 g of water.,5.000 m,2.500 m,50.000 m,0.00500 m,A,moderate
12,Chemistry,Solutions,Calculate the molality of a solution containing 50 g of NaOH (Molar mass = 40 g/mol) in 400 g of water.,3.125 m,31.250 m,0.00313 m,1.562 m,A,moderate
12,Chemistry,Solutions,Calculate the molality of a solution containing 50 g of NaOH (Molar mass = 40 g/mol) in 500 g of water.,1.250 m,2.500 m,25.000 m,0.00250 m,B,moderate
12,Chemistry,Solutions,Calculate the molality of a solution containing 50 g of NaOH (Molar mass = 40 g/mol) in 1000 g of water.,1.250 m,0.625 m,0.00125 m,12.500 m,A,moderate
12,Chemistry,Solutions,Calculate the molality of a solution containing 2 g of Urea (Molar mass = 60 g/mol) in 50 g of water.,0.333 m,0.667 m,6.667 m,0.00067 m,B,moderate
12,Chemistry,Solutions,Calculate the molality of a solution containing 2 g of Urea (Molar mass = 60 g/mol) in 100 g of water.,0.00033 m,0.333 m,3.333 m,0.167 m,B,moderate
12,Chemistry,Solutions,Calculate the molality of a solution containing 2 g of Urea (Molar mass = 60 g/mol) in 150 g of water.,2.222 m,0.111 m,0.00022 m,0.222 m,D,moderate
12,Chemistry,Solutions,Calculate the molality of a solution containing 2 g of Urea (Molar mass = 60 g/mol) in 200 g of water.,0.00017 m,0.167 m,1.667 m,0.083 m,B,moderate
12,Chemistry,Solutions,Calculate the molality of a solution containing 2 g of Urea (Molar mass = 60 g/mol) in 250 g of water.,0.067 m,1.333 m,0.133 m,0.00013 m,C,moderate
12,Chemistry,Solutions,Calculate the molality of a solution containing 2 g of Urea (Molar mass = 60 g/mol) in 400 g of water.,0.083 m,0.833 m,0.042 m,0.00008 m,A,moderate
12,Chemistry,Solutions,Calculate the molality of a solution containing 2 g of Urea (Molar mass = 60 g/mol) in 500 g of water.,0.667 m,0.00007 m,0.033 m,0.067 m,D,moderate
12,Chemistry,Solutions,Calculate the molality of a solution containing 2 g of Urea (Molar mass = 60 g/mol) in 1000 g of water.,0.033 m,0.017 m,0.333 m,0.00003 m,A,moderate
12,Chemistry,Solutions,Calculate the molality of a solution containing 4 g of Urea (Molar mass = 60 g/mol) in 50 g of water.,0.667 m,1.333 m,0.00133 m,13.333 m,B,moderate
12,Chemistry,Solutions,Calculate the molality of a solution containing 4 g of Urea (Molar mass = 60 g/mol) in 100 g of water.,6.667 m,0.333 m,0.667 m,0.00067 m,C,moderate
12,Chemistry,Solutions,Calculate the molality of a solution containing 4 g of Urea (Molar mass = 60 g/mol) in 150 g of water.,0.222 m,0.444 m,4.444 m,0.00044 m,B,moderate
12,Chemistry,Solutions,Calculate the molality of a solution containing 4 g of Urea (Molar mass = 60 g/mol) in 200 g of water.,0.00033 m,3.333 m,0.333 m,0.167 m,C,moderate
12,Chemistry,Solutions,Calculate the molality of a solution containing 4 g of Urea (Molar mass = 60 g/mol) in 250 g of water.,0.133 m,0.00027 m,0.267 m,2.667 m,C,moderate
12,Chemistry,Solutions,Calculate the molality of a solution containing 4 g of Urea (Molar mass = 60 g/mol) in 400 g of water.,0.083 m,0.00017 m,0.167 m,1.667 m,C,moderate
12,Chemistry,Solutions,Calculate the molality of a solution containing 4 g of Urea (Molar mass = 60 g/mol) in 500 g of water.,1.333 m,0.00013 m,0.133 m,0.067 m,C,moderate
12,Chemistry,Solutions,Calculate the molality of a solution containing 4 g of Urea (Molar mass = 60 g/mol) in 1000 g of water.,0.033 m,0.067 m,0.667 m,0.00007 m,B,moderate
12,Chemistry,Solutions,Calculate the molality of a solution containing 5 g of Urea (Molar mass = 60 g/mol) in 50 g of water.,0.833 m,1.667 m,16.667 m,0.00167 m,B,moderate
12,Chemistry,Solutions,Calculate the molality of a solution containing 5 g of Urea (Molar mass = 60 g/mol) in 100 g of water.,8.333 m,0.417 m,0.833 m,0.00083 m,C,moderate
12,Chemistry,Solutions,Calculate the molality of a solution containing 5 g of Urea (Molar mass = 60 g/mol) in 150 g of water.,0.00056 m,5.556 m,0.278 m,0.556 m,D,moderate
12,Chemistry,Solutions,Calculate the molality of a solution containing 5 g of Urea (Molar mass = 60 g/mol) in 200 g of water.,4.167 m,0.00042 m,0.417 m,0.208 m,C,moderate
12,Chemistry,Solutions,"A solution contains 23 g of ethanol (C2H5OH, M=46) and 18 g of water (H2O, M=18). What is the mole fraction of ethanol?",0.561,0.667,0.500,0.333,D,hard
12,Chemistry,Solutions,"A solution contains 23 g of ethanol (C2H5OH, M=46) and 36 g of water (H2O, M=18). What is the mole fraction of ethanol?",0.200,0.250,0.390,0.800,A,hard
12,Chemistry,Solutions,"A solution contains 23 g of ethanol (C2H5OH, M=46) and 54 g of water (H2O, M=18). What is the mole fraction of ethanol?",0.167,0.143,0.299,0.857,B,hard
12,Chemistry,Solutions,"A solution contains 23 g of ethanol (C2H5OH, M=46) and 72 g of water (H2O, M=18). What is the mole fraction of ethanol?",0.125,0.889,0.242,0.111,D,hard
12,Chemistry,Solutions,"A solution contains 23 g of ethanol (C2H5OH, M=46) and 90 g of water (H2O, M=18). What is the mole fraction of ethanol?",0.091,0.909,0.100,0.204,A,hard
12,Chemistry,Solutions,"A solution contains 23 g of ethanol (C2H5OH, M=46) and 108 g of water (H2O, M=18). What is the mole fraction of ethanol?",0.176,0.077,0.083,0.923,B,hard
12,Chemistry,Solutions,"A solution contains 23 g of ethanol (C2H5OH, M=46) and 126 g of water (H2O, M=18). What is the mole fraction of ethanol?",0.071,0.067,0.933,0.154,B,hard
12,Chemistry,Solutions,"A solution contains 46 g of ethanol (C2H5OH, M=46) and 18 g of water (H2O, M=18). What is the mole fraction of ethanol?",0.500,1.000,0.329,0.719,A,hard
12,Chemistry,Solutions,"A solution contains 46 g of ethanol (C2H5OH, M=46) and 36 g of water (H2O, M=18). What is the mole fraction of ethanol?",0.561,0.333,0.500,0.667,B,hard
12,Chemistry,Solutions,"A solution contains 46 g of ethanol (C2H5OH, M=46) and 54 g of water (H2O, M=18). What is the mole fraction of ethanol?",0.750,0.250,0.460,0.333,B,hard
12,Chemistry,Solutions,"A solution contains 46 g of ethanol (C2H5OH, M=46) and 72 g of water (H2O, M=18). What is the mole fraction of ethanol?",0.250,0.800,0.200,0.390,C,hard
12,Chemistry,Solutions,"A solution contains 46 g of ethanol (C2H5OH, M=46) and 90 g of water (H2O, M=18). What is the mole fraction of ethanol?",0.338,0.833,0.167,0.200,C,hard
12,Chemistry,Solutions,"A solution contains 46 g of ethanol (C2H5OH, M=46) and 108 g of water (H2O, M=18). What is the mole fraction of ethanol?",0.143,0.299,0.167,0.857,A,hard
12,Chemistry,Solutions,"A solution contains 46 g of ethanol (C2H5OH, M=46) and 126 g of water (H2O, M=18). What is the mole fraction of ethanol?",0.875,0.125,0.143,0.267,B,hard
12,Chemistry,Solutions,"A solution contains 69 g of ethanol (C2H5OH, M=46) and 18 g of water (H2O, M=18). What is the mole fraction of ethanol?",0.793,0.600,0.400,1.500,B,hard
12,Chemistry,Solutions,"A solution contains 69 g of ethanol (C2H5OH, M=46) and 36 g of water (H2O, M=18). What is the mole fraction of ethanol?",0.657,0.429,0.571,0.750,B,hard
12,Chemistry,Solutions,"A solution contains 69 g of ethanol (C2H5OH, M=46) and 54 g of water (H2O, M=18). What is the mole fraction of ethanol?",0.667,0.500,0.333,0.561,C,hard
12,Chemistry,Solutions,"A solution contains 69 g of ethanol (C2H5OH, M=46) and 72 g of water (H2O, M=18). What is the mole fraction of ethanol?",0.727,0.273,0.375,0.489,B,hard
12,Chemistry,Solutions,"A solution contains 69 g of ethanol (C2H5OH, M=46) and 90 g of water (H2O, M=18). What is the mole fraction of ethanol?",0.434,0.769,0.231,0.300,C,hard
12,Chemistry,Solutions,"A solution contains 69 g of ethanol (C2H5OH, M=46) and 108 g of water (H2O, M=18). What is the mole fraction of ethanol?",0.250,0.390,0.200,0.800,C,hard
12,Chemistry,Solutions,"A solution contains 69 g of ethanol (C2H5OH, M=46) and 126 g of water (H2O, M=18). What is the mole fraction of ethanol?",0.354,0.824,0.176,0.214,C,hard
12,Chemistry,Solutions,"A solution contains 92 g of ethanol (C2H5OH, M=46) and 18 g of water (H2O, M=18). What is the mole fraction of ethanol?",0.667,0.836,2.000,0.333,A,hard
12,Chemistry,Solutions,"A solution contains 92 g of ethanol (C2H5OH, M=46) and 36 g of water (H2O, M=18). What is the mole fraction of ethanol?",1.000,0.500,0.274,0.719,B,hard
12,Chemistry,Solutions,"A solution contains 92 g of ethanol (C2H5OH, M=46) and 54 g of water (H2O, M=18). What is the mole fraction of ethanol?",0.600,0.630,0.667,0.400,D,hard
12,Chemistry,Solutions,"A solution contains 92 g of ethanol (C2H5OH, M=46) and 72 g of water (H2O, M=18). What is the mole fraction of ethanol?",0.561,0.667,0.333,0.500,C,hard
12,Chemistry,Solutions,"A solution contains 92 g of ethanol (C2H5OH, M=46) and 90 g of water (H2O, M=18). What is the mole fraction of ethanol?",0.714,0.400,0.505,0.286,D,hard
12,Chemistry,Solutions,"A solution contains 92 g of ethanol (C2H5OH, M=46) and 108 g of water (H2O, M=18). What is the mole fraction of ethanol?",0.750,0.333,0.250,0.460,C,hard
12,Chemistry,Solutions,"A solution contains 92 g of ethanol (C2H5OH, M=46) and 126 g of water (H2O, M=18). What is the mole fraction of ethanol?",0.422,0.778,0.222,0.286,C,hard
12,Chemistry,Solutions,"A solution contains 115 g of ethanol (C2H5OH, M=46) and 18 g of water (H2O, M=18). What is the mole fraction of ethanol?",0.286,2.500,0.714,0.865,C,hard
12,Chemistry,Solutions,"A solution contains 115 g of ethanol (C2H5OH, M=46) and 36 g of water (H2O, M=18). What is the mole fraction of ethanol?",0.556,1.250,0.762,0.444,A,hard
12,Chemistry,Solutions,"A solution contains 115 g of ethanol (C2H5OH, M=46) and 54 g of water (H2O, M=18). What is the mole fraction of ethanol?",0.680,0.833,0.455,0.545,C,hard
12,Chemistry,Solutions,"A solution contains 115 g of ethanol (C2H5OH, M=46) and 72 g of water (H2O, M=18). What is the mole fraction of ethanol?",0.615,0.625,0.385,0.193,C,hard
12,Chemistry,Solutions,"A solution contains 115 g of ethanol (C2H5OH, M=46) and 90 g of water (H2O, M=18). What is the mole fraction of ethanol?",0.561,0.500,0.667,0.333,D,hard
12,Chemistry,Solutions,"A solution contains 115 g of ethanol (C2H5OH, M=46) and 108 g of water (H2O, M=18). What is the mole fraction of ethanol?",0.294,0.417,0.706,0.516,A,hard
12,Chemistry,Solutions,"A solution contains 115 g of ethanol (C2H5OH, M=46) and 126 g of water (H2O, M=18). What is the mole fraction of ethanol?",0.263,0.737,0.477,0.357,A,hard
12,Chemistry,Solutions,"Calculate the boiling point of a solution prepared by adding 5 g of NaOH (Molar mass = 40) to 100 g of water. (Kb for water = 0.52 K kg/mol, pure water BP = 100 °C)",100.650 °C,99.350 °C,0.650 °C,101.300 °C,A,hard
12,Chemistry,Solutions,"Calculate the boiling point of a solution prepared by adding 5 g of NaOH (Molar mass = 40) to 150 g of water. (Kb for water = 0.52 K kg/mol, pure water BP = 100 °C)",100.433 °C,0.433 °C,100.867 °C,99.567 °C,A,hard
12,Chemistry,Solutions,"Calculate the boiling point of a solution prepared by adding 5 g of NaOH (Molar mass = 40) to 200 g of water. (Kb for water = 0.52 K kg/mol, pure water BP = 100 °C)",100.325 °C,99.675 °C,100.650 °C,0.325 °C,A,hard
12,Chemistry,Solutions,"Calculate the boiling point of a solution prepared by adding 5 g of NaOH (Molar mass = 40) to 250 g of water. (Kb for water = 0.52 K kg/mol, pure water BP = 100 °C)",0.260 °C,100.520 °C,99.740 °C,100.260 °C,D,hard
12,Chemistry,Solutions,"Calculate the boiling point of a solution prepared by adding 5 g of NaOH (Molar mass = 40) to 500 g of water. (Kb for water = 0.52 K kg/mol, pure water BP = 100 °C)",99.870 °C,100.260 °C,100.130 °C,0.130 °C,C,hard
12,Chemistry,Solutions,"Calculate the boiling point of a solution prepared by adding 10 g of NaOH (Molar mass = 40) to 100 g of water. (Kb for water = 0.52 K kg/mol, pure water BP = 100 °C)",101.300 °C,1.300 °C,98.700 °C,102.600 °C,A,hard
12,Chemistry,Solutions,"Calculate the boiling point of a solution prepared by adding 10 g of NaOH (Molar mass = 40) to 150 g of water. (Kb for water = 0.52 K kg/mol, pure water BP = 100 °C)",101.733 °C,0.867 °C,99.133 °C,100.867 °C,D,hard
12,Chemistry,Solutions,"Calculate the boiling point of a solution prepared by adding 10 g of NaOH (Molar mass = 40) to 200 g of water. (Kb for water = 0.52 K kg/mol, pure water BP = 100 °C)",101.300 °C,100.650 °C,99.350 °C,0.650 °C,B,hard
12,Chemistry,Solutions,"Calculate the boiling point of a solution prepared by adding 10 g of NaOH (Molar mass = 40) to 250 g of water. (Kb for water = 0.52 K kg/mol, pure water BP = 100 °C)",99.480 °C,0.520 °C,101.040 °C,100.520 °C,D,hard
12,Chemistry,Solutions,"Calculate the boiling point of a solution prepared by adding 10 g of NaOH (Molar mass = 40) to 500 g of water. (Kb for water = 0.52 K kg/mol, pure water BP = 100 °C)",100.520 °C,100.260 °C,99.740 °C,0.260 °C,B,hard
12,Chemistry,Solutions,"Calculate the boiling point of a solution prepared by adding 12 g of NaOH (Molar mass = 40) to 100 g of water. (Kb for water = 0.52 K kg/mol, pure water BP = 100 °C)",103.120 °C,98.440 °C,1.560 °C,101.560 °C,D,hard
12,Chemistry,Solutions,"Calculate the boiling point of a solution prepared by adding 12 g of NaOH (Molar mass = 40) to 150 g of water. (Kb for water = 0.52 K kg/mol, pure water BP = 100 °C)",101.040 °C,102.080 °C,1.040 °C,98.960 °C,A,hard
12,Chemistry,Solutions,"Calculate the boiling point of a solution prepared by adding 12 g of NaOH (Molar mass = 40) to 200 g of water. (Kb for water = 0.52 K kg/mol, pure water BP = 100 °C)",100.780 °C,101.560 °C,0.780 °C,99.220 °C,A,hard
12,Chemistry,Solutions,"Calculate the boiling point of a solution prepared by adding 12 g of NaOH (Molar mass = 40) to 250 g of water. (Kb for water = 0.52 K kg/mol, pure water BP = 100 °C)",101.248 °C,0.624 °C,100.624 °C,99.376 °C,C,hard
12,Chemistry,Solutions,"Calculate the boiling point of a solution prepared by adding 12 g of NaOH (Molar mass = 40) to 500 g of water. (Kb for water = 0.52 K kg/mol, pure water BP = 100 °C)",0.312 °C,99.688 °C,100.312 °C,100.624 °C,C,hard
