Class,Subject,Chapter,Question,Option A,Option B,Option C,Option D,Correct Option,Difficulty
12,Physics,Electric Charges and Fields,Two point charges of +3 µC and +3 µC are separated by a distance of 0.3 m in a vacuum. What is the electrostatic force between them?,1.80 N (repulsive),0.45 N (repulsive),0.90 N (repulsive),0.90 N (attractive),C,hard
12,Physics,Electric Charges and Fields,Two point charges of +3 µC and +3 µC are separated by a distance of 0.5 m in a vacuum. What is the electrostatic force between them?,0.32 N (attractive),0.32 N (repulsive),0.65 N (repulsive),0.16 N (repulsive),B,hard
12,Physics,Electric Charges and Fields,Two point charges of +3 µC and +3 µC are separated by a distance of 1.0 m in a vacuum. What is the electrostatic force between them?,0.04 N (repulsive),0.16 N (repulsive),0.08 N (repulsive),0.08 N (attractive),C,hard
12,Physics,Electric Charges and Fields,Two point charges of +3 µC and +4 µC are separated by a distance of 0.1 m in a vacuum. What is the electrostatic force between them?,10.80 N (repulsive),5.40 N (repulsive),21.60 N (repulsive),10.80 N (attractive),A,hard
12,Physics,Electric Charges and Fields,Two point charges of +3 µC and +4 µC are separated by a distance of 0.2 m in a vacuum. What is the electrostatic force between them?,2.70 N (repulsive),1.35 N (repulsive),5.40 N (repulsive),2.70 N (attractive),A,hard
12,Physics,Electric Charges and Fields,Two point charges of +3 µC and +4 µC are separated by a distance of 0.3 m in a vacuum. What is the electrostatic force between them?,0.60 N (repulsive),1.20 N (attractive),2.40 N (repulsive),1.20 N (repulsive),D,hard
12,Physics,Electric Charges and Fields,Two point charges of +3 µC and +4 µC are separated by a distance of 0.5 m in a vacuum. What is the electrostatic force between them?,0.86 N (repulsive),0.22 N (repulsive),0.43 N (repulsive),0.43 N (attractive),C,hard
12,Physics,Electric Charges and Fields,Two point charges of +3 µC and +4 µC are separated by a distance of 1.0 m in a vacuum. What is the electrostatic force between them?,0.11 N (repulsive),0.22 N (repulsive),0.05 N (repulsive),0.11 N (attractive),A,hard
12,Physics,Electric Charges and Fields,Two point charges of +3 µC and +5 µC are separated by a distance of 0.1 m in a vacuum. What is the electrostatic force between them?,6.75 N (repulsive),13.50 N (repulsive),27.00 N (repulsive),13.50 N (attractive),B,hard
12,Physics,Electric Charges and Fields,Two point charges of +3 µC and +5 µC are separated by a distance of 0.2 m in a vacuum. What is the electrostatic force between them?,1.69 N (repulsive),3.37 N (repulsive),3.37 N (attractive),6.75 N (repulsive),B,hard
12,Physics,Electric Charges and Fields,Two point charges of +3 µC and +5 µC are separated by a distance of 0.3 m in a vacuum. What is the electrostatic force between them?,3.00 N (repulsive),1.50 N (attractive),0.75 N (repulsive),1.50 N (repulsive),D,hard
12,Physics,Electric Charges and Fields,Two point charges of +3 µC and +5 µC are separated by a distance of 0.5 m in a vacuum. What is the electrostatic force between them?,0.54 N (repulsive),0.54 N (attractive),0.27 N (repulsive),1.08 N (repulsive),A,hard
12,Physics,Electric Charges and Fields,Two point charges of +3 µC and +5 µC are separated by a distance of 1.0 m in a vacuum. What is the electrostatic force between them?,0.13 N (attractive),0.27 N (repulsive),0.07 N (repulsive),0.13 N (repulsive),D,hard
12,Physics,Electric Charges and Fields,Two point charges of +4 µC and +1 µC are separated by a distance of 0.1 m in a vacuum. What is the electrostatic force between them?,3.60 N (attractive),1.80 N (repulsive),7.20 N (repulsive),3.60 N (repulsive),D,hard
12,Physics,Electric Charges and Fields,Two point charges of +4 µC and +1 µC are separated by a distance of 0.2 m in a vacuum. What is the electrostatic force between them?,0.45 N (repulsive),0.90 N (attractive),0.90 N (repulsive),1.80 N (repulsive),C,hard
12,Physics,Electric Charges and Fields,Two point charges of +4 µC and +1 µC are separated by a distance of 0.3 m in a vacuum. What is the electrostatic force between them?,0.40 N (repulsive),0.80 N (repulsive),0.20 N (repulsive),0.40 N (attractive),A,hard
12,Physics,Electric Charges and Fields,Two point charges of +4 µC and +1 µC are separated by a distance of 0.5 m in a vacuum. What is the electrostatic force between them?,0.14 N (attractive),0.29 N (repulsive),0.14 N (repulsive),0.07 N (repulsive),C,hard
12,Physics,Electric Charges and Fields,Two point charges of +4 µC and +1 µC are separated by a distance of 1.0 m in a vacuum. What is the electrostatic force between them?,0.04 N (attractive),0.04 N (repulsive),0.02 N (repulsive),0.07 N (repulsive),B,hard
12,Physics,Electric Charges and Fields,Two point charges of +4 µC and +2 µC are separated by a distance of 0.1 m in a vacuum. What is the electrostatic force between them?,7.20 N (attractive),7.20 N (repulsive),3.60 N (repulsive),14.40 N (repulsive),B,hard
12,Physics,Electric Charges and Fields,Two point charges of +4 µC and +2 µC are separated by a distance of 0.2 m in a vacuum. What is the electrostatic force between them?,0.90 N (repulsive),1.80 N (repulsive),1.80 N (attractive),3.60 N (repulsive),B,hard
12,Physics,Electric Charges and Fields,Two point charges of +4 µC and +2 µC are separated by a distance of 0.3 m in a vacuum. What is the electrostatic force between them?,0.40 N (repulsive),0.80 N (attractive),1.60 N (repulsive),0.80 N (repulsive),D,hard
12,Physics,Electric Charges and Fields,Two point charges of +4 µC and +2 µC are separated by a distance of 0.5 m in a vacuum. What is the electrostatic force between them?,0.29 N (attractive),0.14 N (repulsive),0.58 N (repulsive),0.29 N (repulsive),D,hard
12,Physics,Electric Charges and Fields,Two point charges of +4 µC and +2 µC are separated by a distance of 1.0 m in a vacuum. What is the electrostatic force between them?,0.07 N (attractive),0.07 N (repulsive),0.04 N (repulsive),0.14 N (repulsive),B,hard
12,Physics,Electric Charges and Fields,Two point charges of +4 µC and +3 µC are separated by a distance of 0.1 m in a vacuum. What is the electrostatic force between them?,21.60 N (repulsive),10.80 N (repulsive),10.80 N (attractive),5.40 N (repulsive),B,hard
12,Physics,Electric Charges and Fields,Two point charges of +4 µC and +3 µC are separated by a distance of 0.2 m in a vacuum. What is the electrostatic force between them?,2.70 N (repulsive),2.70 N (attractive),1.35 N (repulsive),5.40 N (repulsive),A,hard
12,Physics,Electric Charges and Fields,Two point charges of +4 µC and +3 µC are separated by a distance of 0.3 m in a vacuum. What is the electrostatic force between them?,0.60 N (repulsive),2.40 N (repulsive),1.20 N (attractive),1.20 N (repulsive),D,hard
12,Physics,Electric Charges and Fields,Two point charges of +4 µC and +3 µC are separated by a distance of 0.5 m in a vacuum. What is the electrostatic force between them?,0.86 N (repulsive),0.43 N (attractive),0.43 N (repulsive),0.22 N (repulsive),C,hard
12,Physics,Electric Charges and Fields,Two point charges of +4 µC and +3 µC are separated by a distance of 1.0 m in a vacuum. What is the electrostatic force between them?,0.11 N (attractive),0.11 N (repulsive),0.05 N (repulsive),0.22 N (repulsive),B,hard
12,Physics,Electric Charges and Fields,Two point charges of +4 µC and +4 µC are separated by a distance of 0.1 m in a vacuum. What is the electrostatic force between them?,14.40 N (repulsive),7.20 N (repulsive),28.80 N (repulsive),14.40 N (attractive),A,hard
12,Physics,Electric Charges and Fields,Two point charges of +4 µC and +4 µC are separated by a distance of 0.2 m in a vacuum. What is the electrostatic force between them?,1.80 N (repulsive),3.60 N (attractive),7.20 N (repulsive),3.60 N (repulsive),D,hard
12,Physics,Electric Charges and Fields,Two point charges of +4 µC and +4 µC are separated by a distance of 0.3 m in a vacuum. What is the electrostatic force between them?,1.60 N (attractive),1.60 N (repulsive),3.20 N (repulsive),0.80 N (repulsive),B,hard
12,Physics,Electric Charges and Fields,Two point charges of +4 µC and +4 µC are separated by a distance of 0.5 m in a vacuum. What is the electrostatic force between them?,1.15 N (repulsive),0.29 N (repulsive),0.58 N (repulsive),0.58 N (attractive),C,hard
12,Physics,Electric Charges and Fields,Two point charges of +4 µC and +4 µC are separated by a distance of 1.0 m in a vacuum. What is the electrostatic force between them?,0.14 N (attractive),0.07 N (repulsive),0.14 N (repulsive),0.29 N (repulsive),C,hard
12,Physics,Electric Charges and Fields,Two point charges of +4 µC and +5 µC are separated by a distance of 0.1 m in a vacuum. What is the electrostatic force between them?,18.00 N (repulsive),9.00 N (repulsive),18.00 N (attractive),36.00 N (repulsive),A,hard
12,Physics,Electric Charges and Fields,Two point charges of +4 µC and +5 µC are separated by a distance of 0.2 m in a vacuum. What is the electrostatic force between them?,4.50 N (repulsive),9.00 N (repulsive),4.50 N (attractive),2.25 N (repulsive),A,hard
12,Physics,Electric Charges and Fields,Two point charges of +4 µC and +5 µC are separated by a distance of 0.3 m in a vacuum. What is the electrostatic force between them?,2.00 N (attractive),1.00 N (repulsive),4.00 N (repulsive),2.00 N (repulsive),D,hard
12,Physics,Electric Charges and Fields,Two point charges of +4 µC and +5 µC are separated by a distance of 0.5 m in a vacuum. What is the electrostatic force between them?,0.36 N (repulsive),0.72 N (repulsive),1.44 N (repulsive),0.72 N (attractive),B,hard
12,Physics,Electric Charges and Fields,Two point charges of +4 µC and +5 µC are separated by a distance of 1.0 m in a vacuum. What is the electrostatic force between them?,0.36 N (repulsive),0.09 N (repulsive),0.18 N (attractive),0.18 N (repulsive),D,hard
12,Physics,Electric Charges and Fields,Two point charges of +5 µC and +1 µC are separated by a distance of 0.1 m in a vacuum. What is the electrostatic force between them?,4.50 N (attractive),2.25 N (repulsive),9.00 N (repulsive),4.50 N (repulsive),D,hard
12,Physics,Electric Charges and Fields,Two point charges of +5 µC and +1 µC are separated by a distance of 0.2 m in a vacuum. What is the electrostatic force between them?,0.56 N (repulsive),1.12 N (repulsive),1.12 N (attractive),2.25 N (repulsive),B,hard
12,Physics,Electric Charges and Fields,Two point charges of +5 µC and +1 µC are separated by a distance of 0.3 m in a vacuum. What is the electrostatic force between them?,0.25 N (repulsive),1.00 N (repulsive),0.50 N (attractive),0.50 N (repulsive),D,hard
12,Physics,Electric Charges and Fields,Two point charges of +5 µC and +1 µC are separated by a distance of 0.5 m in a vacuum. What is the electrostatic force between them?,0.18 N (repulsive),0.36 N (repulsive),0.09 N (repulsive),0.18 N (attractive),A,hard
12,Physics,Electric Charges and Fields,Two point charges of +5 µC and +1 µC are separated by a distance of 1.0 m in a vacuum. What is the electrostatic force between them?,0.04 N (repulsive),0.02 N (repulsive),0.04 N (attractive),0.09 N (repulsive),A,hard
12,Physics,Electric Charges and Fields,Two point charges of +5 µC and +2 µC are separated by a distance of 0.1 m in a vacuum. What is the electrostatic force between them?,18.00 N (repulsive),9.00 N (repulsive),4.50 N (repulsive),9.00 N (attractive),B,hard
12,Physics,Electric Charges and Fields,Two point charges of +5 µC and +2 µC are separated by a distance of 0.2 m in a vacuum. What is the electrostatic force between them?,1.12 N (repulsive),4.50 N (repulsive),2.25 N (attractive),2.25 N (repulsive),D,hard
12,Physics,Electric Charges and Fields,Two point charges of +5 µC and +2 µC are separated by a distance of 0.3 m in a vacuum. What is the electrostatic force between them?,1.00 N (repulsive),1.00 N (attractive),2.00 N (repulsive),0.50 N (repulsive),A,hard
12,Physics,Electric Charges and Fields,Two point charges of +5 µC and +2 µC are separated by a distance of 0.5 m in a vacuum. What is the electrostatic force between them?,0.36 N (attractive),0.72 N (repulsive),0.36 N (repulsive),0.18 N (repulsive),C,hard
12,Physics,Electric Charges and Fields,Two point charges of +5 µC and +2 µC are separated by a distance of 1.0 m in a vacuum. What is the electrostatic force between them?,0.09 N (repulsive),0.09 N (attractive),0.18 N (repulsive),0.04 N (repulsive),A,hard
12,Physics,Electric Charges and Fields,Two point charges of +5 µC and +3 µC are separated by a distance of 0.1 m in a vacuum. What is the electrostatic force between them?,27.00 N (repulsive),13.50 N (repulsive),6.75 N (repulsive),13.50 N (attractive),B,hard
12,Physics,Electric Charges and Fields,Two point charges of +5 µC and +3 µC are separated by a distance of 0.2 m in a vacuum. What is the electrostatic force between them?,1.69 N (repulsive),3.37 N (attractive),6.75 N (repulsive),3.37 N (repulsive),D,hard
12,Physics,Electric Charges and Fields,Two point charges of +5 µC and +3 µC are separated by a distance of 0.3 m in a vacuum. What is the electrostatic force between them?,3.00 N (repulsive),1.50 N (repulsive),0.75 N (repulsive),1.50 N (attractive),B,hard
12,Physics,Electric Charges and Fields,Two point charges of +5 µC and +3 µC are separated by a distance of 0.5 m in a vacuum. What is the electrostatic force between them?,0.54 N (repulsive),0.27 N (repulsive),1.08 N (repulsive),0.54 N (attractive),A,hard
12,Physics,Electric Charges and Fields,Two point charges of +5 µC and +3 µC are separated by a distance of 1.0 m in a vacuum. What is the electrostatic force between them?,0.13 N (repulsive),0.13 N (attractive),0.07 N (repulsive),0.27 N (repulsive),A,hard
12,Physics,Electric Charges and Fields,Two point charges of +5 µC and +4 µC are separated by a distance of 0.1 m in a vacuum. What is the electrostatic force between them?,18.00 N (attractive),18.00 N (repulsive),9.00 N (repulsive),36.00 N (repulsive),B,hard
12,Physics,Electric Charges and Fields,Two point charges of +5 µC and +4 µC are separated by a distance of 0.2 m in a vacuum. What is the electrostatic force between them?,4.50 N (repulsive),9.00 N (repulsive),4.50 N (attractive),2.25 N (repulsive),A,hard
12,Physics,Electric Charges and Fields,Two point charges of +5 µC and +4 µC are separated by a distance of 0.3 m in a vacuum. What is the electrostatic force between them?,2.00 N (attractive),1.00 N (repulsive),4.00 N (repulsive),2.00 N (repulsive),D,hard
12,Physics,Electric Charges and Fields,Two point charges of +5 µC and +4 µC are separated by a distance of 0.5 m in a vacuum. What is the electrostatic force between them?,0.72 N (attractive),0.36 N (repulsive),1.44 N (repulsive),0.72 N (repulsive),D,hard
12,Physics,Electric Charges and Fields,Two point charges of +5 µC and +4 µC are separated by a distance of 1.0 m in a vacuum. What is the electrostatic force between them?,0.18 N (attractive),0.36 N (repulsive),0.09 N (repulsive),0.18 N (repulsive),D,hard
12,Physics,Electric Charges and Fields,Two point charges of +5 µC and +5 µC are separated by a distance of 0.1 m in a vacuum. What is the electrostatic force between them?,11.25 N (repulsive),45.00 N (repulsive),22.50 N (attractive),22.50 N (repulsive),D,hard
12,Physics,Electric Charges and Fields,Two point charges of +5 µC and +5 µC are separated by a distance of 0.2 m in a vacuum. What is the electrostatic force between them?,5.62 N (attractive),11.25 N (repulsive),2.81 N (repulsive),5.62 N (repulsive),D,hard
12,Physics,Electric Charges and Fields,Two point charges of +5 µC and +5 µC are separated by a distance of 0.3 m in a vacuum. What is the electrostatic force between them?,2.50 N (repulsive),5.00 N (repulsive),2.50 N (attractive),1.25 N (repulsive),A,hard
12,Physics,Electric Charges and Fields,Two point charges of +5 µC and +5 µC are separated by a distance of 0.5 m in a vacuum. What is the electrostatic force between them?,0.90 N (repulsive),0.45 N (repulsive),0.90 N (attractive),1.80 N (repulsive),A,hard
12,Physics,Electric Charges and Fields,Two point charges of +5 µC and +5 µC are separated by a distance of 1.0 m in a vacuum. What is the electrostatic force between them?,0.45 N (repulsive),0.22 N (repulsive),0.11 N (repulsive),0.22 N (attractive),B,hard
12,Physics,Electric Charges and Fields,What is the magnitude of the electric field at a distance of 0.5 m from a point charge of 2 µC?,1.44e+05 N/C,7.20e+04 N/C,3.60e+04 N/C,7.20e+05 N/C,B,moderate
12,Physics,Electric Charges and Fields,What is the magnitude of the electric field at a distance of 1.0 m from a point charge of 2 µC?,1.80e+04 N/C,1.80e+05 N/C,1.80e+04 N/C,1.80e+04 N/C,A,moderate
12,Physics,Electric Charges and Fields,What is the magnitude of the electric field at a distance of 1.5 m from a point charge of 2 µC?,8.00e+03 N/C,8.00e+04 N/C,1.20e+04 N/C,5.33e+03 N/C,A,moderate
12,Physics,Electric Charges and Fields,What is the magnitude of the electric field at a distance of 2.0 m from a point charge of 2 µC?,9.00e+03 N/C,4.50e+03 N/C,2.25e+03 N/C,4.50e+04 N/C,B,moderate
12,Physics,Electric Charges and Fields,What is the magnitude of the electric field at a distance of 3.0 m from a point charge of 2 µC?,6.00e+03 N/C,2.00e+04 N/C,2.00e+03 N/C,6.67e+02 N/C,C,moderate
12,Physics,Electric Charges and Fields,What is the magnitude of the electric field at a distance of 0.5 m from a point charge of 4 µC?,7.20e+04 N/C,2.88e+05 N/C,1.44e+05 N/C,1.44e+06 N/C,C,moderate
12,Physics,Electric Charges and Fields,What is the magnitude of the electric field at a distance of 1.0 m from a point charge of 4 µC?,3.60e+04 N/C,3.60e+04 N/C,3.60e+04 N/C,3.60e+05 N/C,A,moderate
12,Physics,Electric Charges and Fields,What is the magnitude of the electric field at a distance of 1.5 m from a point charge of 4 µC?,2.40e+04 N/C,1.60e+05 N/C,1.60e+04 N/C,1.07e+04 N/C,C,moderate
12,Physics,Electric Charges and Fields,What is the magnitude of the electric field at a distance of 2.0 m from a point charge of 4 µC?,4.50e+03 N/C,9.00e+04 N/C,1.80e+04 N/C,9.00e+03 N/C,D,moderate
12,Physics,Electric Charges and Fields,What is the magnitude of the electric field at a distance of 3.0 m from a point charge of 4 µC?,1.33e+03 N/C,1.20e+04 N/C,4.00e+03 N/C,4.00e+04 N/C,C,moderate
12,Physics,Electric Charges and Fields,What is the magnitude of the electric field at a distance of 0.5 m from a point charge of 6 µC?,4.32e+05 N/C,2.16e+06 N/C,2.16e+05 N/C,1.08e+05 N/C,C,moderate
12,Physics,Electric Charges and Fields,What is the magnitude of the electric field at a distance of 1.0 m from a point charge of 6 µC?,5.40e+05 N/C,5.40e+04 N/C,5.40e+04 N/C,5.40e+04 N/C,B,moderate
12,Physics,Electric Charges and Fields,What is the magnitude of the electric field at a distance of 1.5 m from a point charge of 6 µC?,3.60e+04 N/C,2.40e+04 N/C,2.40e+05 N/C,1.60e+04 N/C,B,moderate
12,Physics,Electric Charges and Fields,What is the magnitude of the electric field at a distance of 2.0 m from a point charge of 6 µC?,1.35e+05 N/C,1.35e+04 N/C,6.75e+03 N/C,2.70e+04 N/C,B,moderate
12,Physics,Electric Charges and Fields,What is the magnitude of the electric field at a distance of 3.0 m from a point charge of 6 µC?,2.00e+03 N/C,1.80e+04 N/C,6.00e+04 N/C,6.00e+03 N/C,D,moderate
12,Physics,Electric Charges and Fields,What is the magnitude of the electric field at a distance of 0.5 m from a point charge of 8 µC?,5.76e+05 N/C,2.88e+05 N/C,2.88e+06 N/C,1.44e+05 N/C,B,moderate
12,Physics,Electric Charges and Fields,What is the magnitude of the electric field at a distance of 1.0 m from a point charge of 8 µC?,7.20e+04 N/C,7.20e+04 N/C,7.20e+05 N/C,7.20e+04 N/C,A,moderate
12,Physics,Electric Charges and Fields,What is the magnitude of the electric field at a distance of 1.5 m from a point charge of 8 µC?,4.80e+04 N/C,3.20e+04 N/C,2.13e+04 N/C,3.20e+05 N/C,B,moderate
12,Physics,Electric Charges and Fields,What is the magnitude of the electric field at a distance of 2.0 m from a point charge of 8 µC?,3.60e+04 N/C,1.80e+04 N/C,1.80e+05 N/C,9.00e+03 N/C,B,moderate
12,Physics,Electric Charges and Fields,What is the magnitude of the electric field at a distance of 3.0 m from a point charge of 8 µC?,8.00e+04 N/C,2.40e+04 N/C,8.00e+03 N/C,2.67e+03 N/C,C,moderate
12,Physics,Electric Charges and Fields,What is the magnitude of the electric field at a distance of 0.5 m from a point charge of 10 µC?,1.80e+05 N/C,3.60e+06 N/C,3.60e+05 N/C,7.20e+05 N/C,C,moderate
12,Physics,Electric Charges and Fields,What is the magnitude of the electric field at a distance of 1.0 m from a point charge of 10 µC?,9.00e+05 N/C,9.00e+04 N/C,9.00e+04 N/C,9.00e+04 N/C,B,moderate
12,Physics,Electric Charges and Fields,What is the magnitude of the electric field at a distance of 1.5 m from a point charge of 10 µC?,6.00e+04 N/C,4.00e+04 N/C,2.67e+04 N/C,4.00e+05 N/C,B,moderate
12,Physics,Electric Charges and Fields,What is the magnitude of the electric field at a distance of 2.0 m from a point charge of 10 µC?,2.25e+05 N/C,1.12e+04 N/C,4.50e+04 N/C,2.25e+04 N/C,D,moderate
12,Physics,Electric Charges and Fields,What is the magnitude of the electric field at a distance of 3.0 m from a point charge of 10 µC?,3.33e+03 N/C,3.00e+04 N/C,1.00e+04 N/C,1.00e+05 N/C,C,moderate
12,Physics,Electric Charges and Fields,What is the magnitude of the electric field at a distance of 0.5 m from a point charge of 12 µC?,4.32e+06 N/C,2.16e+05 N/C,4.32e+05 N/C,8.64e+05 N/C,C,moderate
12,Physics,Electric Charges and Fields,What is the magnitude of the electric field at a distance of 1.0 m from a point charge of 12 µC?,1.08e+05 N/C,1.08e+06 N/C,1.08e+05 N/C,1.08e+05 N/C,A,moderate
12,Physics,Electric Charges and Fields,What is the magnitude of the electric field at a distance of 1.5 m from a point charge of 12 µC?,4.80e+04 N/C,7.20e+04 N/C,4.80e+05 N/C,3.20e+04 N/C,A,moderate
12,Physics,Electric Charges and Fields,What is the magnitude of the electric field at a distance of 2.0 m from a point charge of 12 µC?,1.35e+04 N/C,2.70e+05 N/C,2.70e+04 N/C,5.40e+04 N/C,C,moderate
12,Physics,Electric Charges and Fields,What is the magnitude of the electric field at a distance of 3.0 m from a point charge of 12 µC?,4.00e+03 N/C,1.20e+05 N/C,3.60e+04 N/C,1.20e+04 N/C,D,moderate
12,Physics,Electric Charges and Fields,What is the magnitude of the electric field at a distance of 0.5 m from a point charge of 14 µC?,5.04e+06 N/C,1.01e+06 N/C,5.04e+05 N/C,2.52e+05 N/C,C,moderate
12,Physics,Electric Charges and Fields,What is the magnitude of the electric field at a distance of 1.0 m from a point charge of 14 µC?,1.26e+05 N/C,1.26e+05 N/C,1.26e+06 N/C,1.26e+05 N/C,A,moderate
12,Physics,Electric Charges and Fields,What is the magnitude of the electric field at a distance of 1.5 m from a point charge of 14 µC?,5.60e+04 N/C,5.60e+05 N/C,8.40e+04 N/C,3.73e+04 N/C,A,moderate
12,Physics,Electric Charges and Fields,What is the magnitude of the electric field at a distance of 2.0 m from a point charge of 14 µC?,3.15e+05 N/C,3.15e+04 N/C,1.58e+04 N/C,6.30e+04 N/C,B,moderate
12,Physics,Electric Charges and Fields,What is the magnitude of the electric field at a distance of 3.0 m from a point charge of 14 µC?,4.20e+04 N/C,4.67e+03 N/C,1.40e+04 N/C,1.40e+05 N/C,C,moderate
12,Physics,Electric Charges and Fields,What is the magnitude of the electric field at a distance of 0.5 m from a point charge of 16 µC?,1.15e+06 N/C,5.76e+05 N/C,2.88e+05 N/C,5.76e+06 N/C,B,moderate
12,Physics,Electric Charges and Fields,What is the magnitude of the electric field at a distance of 1.0 m from a point charge of 16 µC?,1.44e+05 N/C,1.44e+05 N/C,1.44e+05 N/C,1.44e+06 N/C,A,moderate
12,Physics,Electric Charges and Fields,What is the magnitude of the electric field at a distance of 1.5 m from a point charge of 16 µC?,4.27e+04 N/C,6.40e+05 N/C,6.40e+04 N/C,9.60e+04 N/C,C,moderate
12,Physics,Electric Charges and Fields,What is the magnitude of the electric field at a distance of 2.0 m from a point charge of 16 µC?,1.80e+04 N/C,7.20e+04 N/C,3.60e+05 N/C,3.60e+04 N/C,D,moderate
12,Physics,Electric Charges and Fields,What is the magnitude of the electric field at a distance of 3.0 m from a point charge of 16 µC?,4.80e+04 N/C,1.60e+05 N/C,1.60e+04 N/C,5.33e+03 N/C,C,moderate
12,Physics,Electric Charges and Fields,What is the magnitude of the electric field at a distance of 0.5 m from a point charge of 18 µC?,3.24e+05 N/C,6.48e+06 N/C,6.48e+05 N/C,1.30e+06 N/C,C,moderate
12,Physics,Electric Charges and Fields,What is the magnitude of the electric field at a distance of 1.0 m from a point charge of 18 µC?,1.62e+05 N/C,1.62e+05 N/C,1.62e+05 N/C,1.62e+06 N/C,A,moderate
12,Physics,Electric Charges and Fields,What is the magnitude of the electric field at a distance of 1.5 m from a point charge of 18 µC?,7.20e+04 N/C,1.08e+05 N/C,7.20e+05 N/C,4.80e+04 N/C,A,moderate
12,Physics,Electric Charges and Fields,What is the magnitude of the electric field at a distance of 2.0 m from a point charge of 18 µC?,2.02e+04 N/C,4.05e+04 N/C,8.10e+04 N/C,4.05e+05 N/C,B,moderate
12,Physics,Electric Charges and Fields,What is the magnitude of the electric field at a distance of 3.0 m from a point charge of 18 µC?,5.40e+04 N/C,6.00e+03 N/C,1.80e+04 N/C,1.80e+05 N/C,C,moderate
12,Physics,Electric Charges and Fields,What is the magnitude of the electric field at a distance of 0.5 m from a point charge of 20 µC?,1.44e+06 N/C,3.60e+05 N/C,7.20e+06 N/C,7.20e+05 N/C,D,moderate
12,Physics,Electric Charges and Fields,What is the magnitude of the electric field at a distance of 1.0 m from a point charge of 20 µC?,1.80e+06 N/C,1.80e+05 N/C,1.80e+05 N/C,1.80e+05 N/C,B,moderate
12,Physics,Electric Charges and Fields,What is the magnitude of the electric field at a distance of 1.5 m from a point charge of 20 µC?,1.20e+05 N/C,5.33e+04 N/C,8.00e+05 N/C,8.00e+04 N/C,D,moderate
12,Physics,Electric Charges and Fields,What is the magnitude of the electric field at a distance of 2.0 m from a point charge of 20 µC?,2.25e+04 N/C,4.50e+05 N/C,4.50e+04 N/C,9.00e+04 N/C,C,moderate
12,Physics,Electric Charges and Fields,What is the magnitude of the electric field at a distance of 3.0 m from a point charge of 20 µC?,2.00e+05 N/C,6.67e+03 N/C,6.00e+04 N/C,2.00e+04 N/C,D,moderate
12,Physics,Electric Charges and Fields,An electric field of 1e+03 N/C passes through a planar area of 0.1 m^2. The angle between the electric field and the normal to the area is 0 degrees. Calculate the electric flux.,100.00 N m^2/C,26.42 N m^2/C,0.00 N m^2/C,84.92 N m^2/C,A,hard
12,Physics,Electric Charges and Fields,An electric field of 1e+03 N/C passes through a planar area of 0.1 m^2. The angle between the electric field and the normal to the area is 30 degrees. Calculate the electric flux.,86.60 N m^2/C,100.00 N m^2/C,50.00 N m^2/C,0.00 N m^2/C,A,hard
12,Physics,Electric Charges and Fields,An electric field of 1e+03 N/C passes through a planar area of 0.1 m^2. The angle between the electric field and the normal to the area is 45 degrees. Calculate the electric flux.,70.71 N m^2/C,100.00 N m^2/C,16.90 N m^2/C,0.00 N m^2/C,A,hard
12,Physics,Electric Charges and Fields,An electric field of 1e+03 N/C passes through a planar area of 0.1 m^2. The angle between the electric field and the normal to the area is 60 degrees. Calculate the electric flux.,0.00 N m^2/C,86.60 N m^2/C,100.00 N m^2/C,50.00 N m^2/C,D,hard
12,Physics,Electric Charges and Fields,An electric field of 1e+03 N/C passes through a planar area of 0.1 m^2. The angle between the electric field and the normal to the area is 90 degrees. Calculate the electric flux.,0.00 N m^2/C,78.47 N m^2/C,65.66 N m^2/C,100.00 N m^2/C,A,hard
12,Physics,Electric Charges and Fields,An electric field of 1e+03 N/C passes through a planar area of 0.2 m^2. The angle between the electric field and the normal to the area is 0 degrees. Calculate the electric flux.,200.00 N m^2/C,47.90 N m^2/C,74.47 N m^2/C,0.00 N m^2/C,A,hard
12,Physics,Electric Charges and Fields,An electric field of 1e+03 N/C passes through a planar area of 0.2 m^2. The angle between the electric field and the normal to the area is 30 degrees. Calculate the electric flux.,100.00 N m^2/C,0.00 N m^2/C,200.00 N m^2/C,173.21 N m^2/C,D,hard
12,Physics,Electric Charges and Fields,An electric field of 1e+03 N/C passes through a planar area of 0.2 m^2. The angle between the electric field and the normal to the area is 45 degrees. Calculate the electric flux.,99.35 N m^2/C,0.00 N m^2/C,200.00 N m^2/C,141.42 N m^2/C,D,hard
12,Physics,Electric Charges and Fields,An electric field of 1e+03 N/C passes through a planar area of 0.2 m^2. The angle between the electric field and the normal to the area is 60 degrees. Calculate the electric flux.,200.00 N m^2/C,173.21 N m^2/C,100.00 N m^2/C,0.00 N m^2/C,C,hard
12,Physics,Electric Charges and Fields,An electric field of 1e+03 N/C passes through a planar area of 0.2 m^2. The angle between the electric field and the normal to the area is 90 degrees. Calculate the electric flux.,50.41 N m^2/C,71.88 N m^2/C,200.00 N m^2/C,0.00 N m^2/C,D,hard
12,Physics,Electric Charges and Fields,An electric field of 1e+03 N/C passes through a planar area of 0.5 m^2. The angle between the electric field and the normal to the area is 0 degrees. Calculate the electric flux.,83.75 N m^2/C,85.58 N m^2/C,500.00 N m^2/C,0.00 N m^2/C,C,hard
