Class,Subject,Chapter,Question,Option A,Option B,Option C,Option D,Correct Option,Difficulty
12,Biology,Sexual Reproduction in Flowering Plants,Fill in the blank: Water Lily exhibits a specific type of pollination known as ________.,Hydrophily,Ornithophily,Entomophily,Chiropterophily,C,neet
12,Biology,Sexual Reproduction in Flowering Plants,Which agent is primarily responsible for pollination in Yucca?,Water,Bats,Ants,Insects,D,hard
12,Biology,Sexual Reproduction in Flowering Plants,Fill in the blank: Yucca exhibits a specific type of pollination known as ________.,Myrmecophily,Anemophily,Entomophily,Chiropterophily,C,neet
12,Biology,Sexual Reproduction in Flowering Plants,Which agent is primarily responsible for pollination in Amorphophallus?,Ants,Insects,Birds,Bats,B,hard
12,Biology,Sexual Reproduction in Flowering Plants,Fill in the blank: Amorphophallus exhibits a specific type of pollination known as ________.,Myrmecophily,Anemophily,Hydrophily,Entomophily,D,neet
12,Biology,Sexual Reproduction in Flowering Plants,The technical term for pollination by birds is:,Anemophily,Entomophily,Hydrophily,Ornithophily,D,moderate
12,Biology,Sexual Reproduction in Flowering Plants,Which agent is primarily responsible for pollination in Bignonia?,Insects,Water,Birds,Bats,C,hard
12,Biology,Sexual Reproduction in Flowering Plants,Fill in the blank: Bignonia exhibits a specific type of pollination known as ________.,Malacophily,Hydrophily,Chiropterophily,Ornithophily,D,neet
12,Biology,Sexual Reproduction in Flowering Plants,Which agent is primarily responsible for pollination in Callistemon (Bottle brush)?,Bats,Ants,Wind,Birds,D,hard
12,Biology,Sexual Reproduction in Flowering Plants,Fill in the blank: Callistemon (Bottle brush) exhibits a specific type of pollination known as ________.,Ornithophily,Hydrophily,Chiropterophily,Anemophily,A,neet
12,Biology,Sexual Reproduction in Flowering Plants,Which agent is primarily responsible for pollination in Bombax?,Wind,Insects,Bats,Birds,D,hard
12,Biology,Sexual Reproduction in Flowering Plants,Fill in the blank: Bombax exhibits a specific type of pollination known as ________.,Hydrophily,Ornithophily,Chiropterophily,Anemophily,B,neet
12,Biology,Sexual Reproduction in Flowering Plants,The technical term for pollination by bats is:,Entomophily,Ornithophily,Malacophily,Chiropterophily,D,moderate
12,Biology,Sexual Reproduction in Flowering Plants,Which agent is primarily responsible for pollination in Adansonia?,Ants,Water,Bats,Wind,C,hard
12,Biology,Sexual Reproduction in Flowering Plants,Fill in the blank: Adansonia exhibits a specific type of pollination known as ________.,Myrmecophily,Chiropterophily,Anemophily,Malacophily,B,neet
12,Biology,Sexual Reproduction in Flowering Plants,Which agent is primarily responsible for pollination in Anthocephalus?,Bats,Ants,Insects,Wind,A,hard
12,Biology,Sexual Reproduction in Flowering Plants,Fill in the blank: Anthocephalus exhibits a specific type of pollination known as ________.,Chiropterophily,Ornithophily,Entomophily,Anemophily,A,neet
12,Biology,Sexual Reproduction in Flowering Plants,Which agent is primarily responsible for pollination in Kigelia?,Bats,Snails,Insects,Birds,A,hard
12,Biology,Sexual Reproduction in Flowering Plants,Fill in the blank: Kigelia exhibits a specific type of pollination known as ________.,Chiropterophily,Anemophily,Entomophily,Myrmecophily,A,neet
12,Biology,Sexual Reproduction in Flowering Plants,The technical term for pollination by snails is:,Entomophily,Malacophily,Anemophily,Chiropterophily,B,moderate
12,Biology,Sexual Reproduction in Flowering Plants,Which agent is primarily responsible for pollination in Lemna?,Birds,Ants,Wind,Snails,D,hard
12,Biology,Sexual Reproduction in Flowering Plants,Fill in the blank: Lemna exhibits a specific type of pollination known as ________.,Ornithophily,Malacophily,Myrmecophily,Chiropterophily,B,neet
12,Biology,Sexual Reproduction in Flowering Plants,Which agent is primarily responsible for pollination in Arisaema (Cobra plant)?,Insects,Wind,Snails,Birds,C,hard
12,Biology,Sexual Reproduction in Flowering Plants,Fill in the blank: Arisaema (Cobra plant) exhibits a specific type of pollination known as ________.,Malacophily,Entomophily,Ornithophily,Hydrophily,A,neet
12,Biology,Sexual Reproduction in Flowering Plants,The technical term for pollination by ants is:,Entomophily,Myrmecophily,Ornithophily,Malacophily,B,moderate
12,Biology,Sexual Reproduction in Flowering Plants,Which agent is primarily responsible for pollination in Mango?,Birds,Ants,Insects,Snails,B,hard
12,Biology,Sexual Reproduction in Flowering Plants,Fill in the blank: Mango exhibits a specific type of pollination known as ________.,Anemophily,Ornithophily,Myrmecophily,Hydrophily,C,neet
12,Biology,Sexual Reproduction in Flowering Plants,Which agent is primarily responsible for pollination in Litchi?,Insects,Wind,Birds,Ants,D,hard
12,Biology,Sexual Reproduction in Flowering Plants,Fill in the blank: Litchi exhibits a specific type of pollination known as ________.,Myrmecophily,Malacophily,Anemophily,Chiropterophily,A,neet
12,Biology,Sexual Reproduction in Flowering Plants,Which type of seed is found in Wheat?,Albuminous (Endospermic),Non-albuminous (Exalbuminous),Perispermic,Parthenocarpic,A,moderate
12,Biology,Sexual Reproduction in Flowering Plants,Which of the following is a classic example of a Albuminous (Endospermic) seed?,Pea,Wheat,Beet,Groundnut,B,hard
12,Biology,Sexual Reproduction in Flowering Plants,Which type of seed is found in Maize?,Non-albuminous (Exalbuminous),Perispermic,Albuminous (Endospermic),Parthenocarpic,C,moderate
12,Biology,Sexual Reproduction in Flowering Plants,Which type of seed is found in Barley?,Non-albuminous (Exalbuminous),Parthenocarpic,Perispermic,Albuminous (Endospermic),D,moderate
12,Biology,Sexual Reproduction in Flowering Plants,Which type of seed is found in Castor?,Perispermic,Albuminous (Endospermic),Parthenocarpic,Non-albuminous (Exalbuminous),B,moderate
12,Biology,Sexual Reproduction in Flowering Plants,Which type of seed is found in Coconut?,Perispermic,Albuminous (Endospermic),Parthenocarpic,Non-albuminous (Exalbuminous),B,moderate
12,Biology,Sexual Reproduction in Flowering Plants,Which type of seed is found in Sunflower?,Parthenocarpic,Albuminous (Endospermic),Non-albuminous (Exalbuminous),Perispermic,B,moderate
12,Biology,Sexual Reproduction in Flowering Plants,Which type of seed is found in Pea?,Perispermic,Albuminous (Endospermic),Parthenocarpic,Non-albuminous (Exalbuminous),D,moderate
12,Biology,Sexual Reproduction in Flowering Plants,Which of the following is a classic example of a Non-albuminous (Exalbuminous) seed?,Sunflower,Maize,Barley,Pea,D,hard
12,Biology,Sexual Reproduction in Flowering Plants,Which type of seed is found in Groundnut?,Parthenocarpic,Perispermic,Non-albuminous (Exalbuminous),Albuminous (Endospermic),C,moderate
12,Biology,Sexual Reproduction in Flowering Plants,Which type of seed is found in Beans?,Non-albuminous (Exalbuminous),Albuminous (Endospermic),Parthenocarpic,Perispermic,A,moderate
12,Biology,Sexual Reproduction in Flowering Plants,Which type of seed is found in Gram?,Perispermic,Parthenocarpic,Non-albuminous (Exalbuminous),Albuminous (Endospermic),C,moderate
12,Biology,Sexual Reproduction in Flowering Plants,Which type of seed is found in Black pepper?,Albuminous (Endospermic),Parthenocarpic,Non-albuminous (Exalbuminous),Perispermic,D,moderate
12,Biology,Sexual Reproduction in Flowering Plants,Which of the following is a classic example of a Perispermic seed?,Black pepper,Coconut,Barley,Gram,A,hard
12,Biology,Sexual Reproduction in Flowering Plants,Which type of seed is found in Beet?,Parthenocarpic,Albuminous (Endospermic),Non-albuminous (Exalbuminous),Perispermic,D,moderate
12,Biology,Sexual Reproduction in Flowering Plants,Fill in the blank: The ________ is the male reproductive organ of a flower.,Sepal,Pistil,Stamen,Carpel,C,easy
12,Biology,Sexual Reproduction in Flowering Plants,Which of the following terms correctly completes this statement: 'The ________ is the male reproductive organ of a flower.'?,Carpel,Pistil,Stamen,Sepal,C,moderate
12,Biology,Sexual Reproduction in Flowering Plants,Fill in the blank: The ________ is the female reproductive organ of a flower.,Anther,Corolla,Stamen,Pistil,D,easy
12,Biology,Sexual Reproduction in Flowering Plants,Which of the following terms correctly completes this statement: 'The ________ is the female reproductive organ of a flower.'?,Corolla,Anther,Stamen,Pistil,D,moderate
12,Biology,Sexual Reproduction in Flowering Plants,Fill in the blank: A typical microsporangium appears nearly ________ in outline.,Circular,Triangular,Square,Oval,A,easy
12,Biology,Sexual Reproduction in Flowering Plants,Which of the following terms correctly completes this statement: 'A typical microsporangium appears nearly ________ in outline.'?,Circular,Triangular,Square,Oval,A,moderate
12,Biology,Sexual Reproduction in Flowering Plants,"Fill in the blank: The microsporangium is surrounded by four wall layers: epidermis, endothecium, middle layers, and ________.",Intine,Sporogenous tissue,Tapetum,Exine,C,easy
12,Biology,Sexual Reproduction in Flowering Plants,"Which of the following terms correctly completes this statement: 'The microsporangium is surrounded by four wall layers: epidermis, endothecium, middle layers, and ________.'?",Intine,Exine,Sporogenous tissue,Tapetum,D,moderate
12,Biology,Sexual Reproduction in Flowering Plants,"Fill in the blank: As the anther develops, the cells of the sporogenous tissue undergo meiotic divisions to form microspore ________.",Tetrads,Octads,Diads,Monads,A,easy
12,Biology,Sexual Reproduction in Flowering Plants,"Which of the following terms correctly completes this statement: 'As the anther develops, the cells of the sporogenous tissue undergo meiotic divisions to form microspore ________.'?",Tetrads,Octads,Diads,Monads,A,moderate
12,Biology,Sexual Reproduction in Flowering Plants,Fill in the blank: The process of formation of microspores from a pollen mother cell is called ________.,Embryogenesis,Parthenogenesis,Microsporogenesis,Megasporogenesis,C,easy
12,Biology,Sexual Reproduction in Flowering Plants,Which of the following terms correctly completes this statement: 'The process of formation of microspores from a pollen mother cell is called ________.'?,Megasporogenesis,Microsporogenesis,Embryogenesis,Parthenogenesis,B,moderate
12,Biology,Sexual Reproduction in Flowering Plants,Fill in the blank: Pollen grains are generally spherical measuring about ________ micrometers in diameter.,50-100,25-50,100-200,10-20,B,easy
12,Biology,Sexual Reproduction in Flowering Plants,Which of the following terms correctly completes this statement: 'Pollen grains are generally spherical measuring about ________ micrometers in diameter.'?,10-20,50-100,100-200,25-50,D,moderate
12,Biology,Sexual Reproduction in Flowering Plants,Fill in the blank: The exine exhibits a fascinating array of ________ and designs.,Shapes,Chemicals,Patterns,Colors,C,easy
12,Biology,Sexual Reproduction in Flowering Plants,Which of the following terms correctly completes this statement: 'The exine exhibits a fascinating array of ________ and designs.'?,Patterns,Shapes,Chemicals,Colors,A,moderate
12,Biology,Sexual Reproduction in Flowering Plants,Fill in the blank: Pollen grains of many species cause severe allergies leading to chronic respiratory disorders like ________.,Typhoid,Diabetes,Cholera,Asthma,D,easy
12,Biology,Sexual Reproduction in Flowering Plants,Which of the following terms correctly completes this statement: 'Pollen grains of many species cause severe allergies leading to chronic respiratory disorders like ________.'?,Asthma,Diabetes,Typhoid,Cholera,A,moderate
12,Biology,Sexual Reproduction in Flowering Plants,"Fill in the blank: The inner wall of the pollen grain is thin and continuous, made of cellulose and ________.",Suberin,Chitin,Pectin,Lignin,C,easy
12,Biology,Sexual Reproduction in Flowering Plants,"Which of the following terms correctly completes this statement: 'The inner wall of the pollen grain is thin and continuous, made of cellulose and ________.'?",Lignin,Chitin,Pectin,Suberin,C,moderate
12,Biology,Sexual Reproduction in Flowering Plants,Fill in the blank: The generative cell is small and floats in the cytoplasm of the ________ cell.,Epidermal,Tapetal,Synergid,Vegetative,D,easy
12,Biology,Sexual Reproduction in Flowering Plants,Which of the following terms correctly completes this statement: 'The generative cell is small and floats in the cytoplasm of the ________ cell.'?,Vegetative,Tapetal,Synergid,Epidermal,A,moderate
12,Biology,Sexual Reproduction in Flowering Plants,"Fill in the blank: In some cereals like rice and wheat, pollen grains lose viability within ________ minutes of their release.",30,120,90,60,A,easy
12,Biology,Sexual Reproduction in Flowering Plants,"Which of the following terms correctly completes this statement: 'In some cereals like rice and wheat, pollen grains lose viability within ________ minutes of their release.'?",30,60,120,90,A,moderate
12,Biology,Sexual Reproduction in Flowering Plants,"Fill in the blank: Pollen grains of members of Rosaceae, Leguminosae and Solanaceae maintain viability for ________.",Months,Hours,Minutes,Years,A,easy
12,Biology,Sexual Reproduction in Flowering Plants,"Which of the following terms correctly completes this statement: 'Pollen grains of members of Rosaceae, Leguminosae and Solanaceae maintain viability for ________.'?",Minutes,Hours,Months,Years,C,moderate
12,Biology,Sexual Reproduction in Flowering Plants,Fill in the blank: The stigma serves as a landing platform for ________.,Dust,Pollen grains,Water droplets,Insects,B,easy
12,Biology,Sexual Reproduction in Flowering Plants,Which of the following terms correctly completes this statement: 'The stigma serves as a landing platform for ________.'?,Dust,Insects,Pollen grains,Water droplets,C,moderate
12,Biology,Sexual Reproduction in Flowering Plants,Fill in the blank: The ________ is the elongated slender part beneath the stigma.,Ovary,Style,Filament,Thalamus,B,easy
12,Biology,Sexual Reproduction in Flowering Plants,Which of the following terms correctly completes this statement: 'The ________ is the elongated slender part beneath the stigma.'?,Ovary,Filament,Style,Thalamus,C,moderate
12,Biology,Sexual Reproduction in Flowering Plants,Fill in the blank: Inside the ovarian cavity is the ________ (placenta).,Embryo sac,Micropyle,Nucellus,Locule,D,easy
12,Biology,Sexual Reproduction in Flowering Plants,Which of the following terms correctly completes this statement: 'Inside the ovarian cavity is the ________ (placenta).'?,Micropyle,Locule,Embryo sac,Nucellus,B,moderate
12,Biology,Sexual Reproduction in Flowering Plants,"Fill in the blank: Arising from the placenta are the megasporangia, commonly called ________.",Ovules,Petals,Pollen sacs,Stamens,A,easy
12,Biology,Sexual Reproduction in Flowering Plants,"Which of the following terms correctly completes this statement: 'Arising from the placenta are the megasporangia, commonly called ________.'?",Pollen sacs,Petals,Stamens,Ovules,D,moderate
12,Biology,Sexual Reproduction in Flowering Plants,Fill in the blank: Each ovule has one or two protective envelopes called ________.,Seed coats,Integuments,Intines,Exines,B,easy
12,Biology,Sexual Reproduction in Flowering Plants,Which of the following terms correctly completes this statement: 'Each ovule has one or two protective envelopes called ________.'?,Integuments,Exines,Seed coats,Intines,A,moderate
12,Biology,Sexual Reproduction in Flowering Plants,Fill in the blank: Integuments encircle the nucellus except at the tip where a small opening called the ________ is organized.,Funicle,Micropyle,Hilum,Chalaza,B,easy
12,Biology,Sexual Reproduction in Flowering Plants,Which of the following terms correctly completes this statement: 'Integuments encircle the nucellus except at the tip where a small opening called the ________ is organized.'?,Funicle,Micropyle,Chalaza,Hilum,B,moderate
12,Biology,Sexual Reproduction in Flowering Plants,"Fill in the blank: Opposite the micropylar end, is the ________, representing the basal part of the ovule.",Chalaza,Hilum,Placenta,Stigma,A,easy
12,Biology,Sexual Reproduction in Flowering Plants,"Which of the following terms correctly completes this statement: 'Opposite the micropylar end, is the ________, representing the basal part of the ovule.'?",Hilum,Placenta,Chalaza,Stigma,C,moderate
12,Biology,Sexual Reproduction in Flowering Plants,Fill in the blank: The functional megaspore enlarges and its nucleus undergoes a mitotic division to form ________ nuclei.,Two,Four,Sixteen,Eight,A,easy
12,Biology,Sexual Reproduction in Flowering Plants,Which of the following terms correctly completes this statement: 'The functional megaspore enlarges and its nucleus undergoes a mitotic division to form ________ nuclei.'?,Sixteen,Eight,Two,Four,C,moderate
12,Biology,Sexual Reproduction in Flowering Plants,Fill in the blank: Meiotic divisions in the megaspore mother cell results in the production of ________ megaspores.,Eight,Six,Four,Two,C,easy
12,Biology,Sexual Reproduction in Flowering Plants,Which of the following terms correctly completes this statement: 'Meiotic divisions in the megaspore mother cell results in the production of ________ megaspores.'?,Six,Two,Eight,Four,D,moderate
12,Biology,Sexual Reproduction in Flowering Plants,Fill in the blank: The central cell after triple fusion becomes the ________.,Seed,Zygote,Embryo,Primary endosperm cell (PEC),D,easy
12,Biology,Sexual Reproduction in Flowering Plants,Which of the following terms correctly completes this statement: 'The central cell after triple fusion becomes the ________.'?,Zygote,Seed,Primary endosperm cell (PEC),Embryo,C,moderate
12,Biology,Sexual Reproduction in Flowering Plants,Fill in the blank: The ________ guides the pollen tube into the synergid.,Filiform apparatus,Antipodals,Obturator,Central cell,A,easy
12,Biology,Sexual Reproduction in Flowering Plants,Which of the following terms correctly completes this statement: 'The ________ guides the pollen tube into the synergid.'?,Central cell,Obturator,Antipodals,Filiform apparatus,D,moderate
12,Biology,Sexual Reproduction in Flowering Plants,Fill in the blank: Pollination by wind is more common amongst ________ pollinations.,Zoophilous,Biotic,Entomophilous,Abiotic,D,easy
12,Biology,Sexual Reproduction in Flowering Plants,Which of the following terms correctly completes this statement: 'Pollination by wind is more common amongst ________ pollinations.'?,Zoophilous,Abiotic,Entomophilous,Biotic,B,moderate
12,Biology,Sexual Reproduction in Flowering Plants,Fill in the blank: Wind pollination requires that the pollen grains are light and ________.,Spiky,Non-sticky,Heavy,Sticky,B,easy
12,Biology,Sexual Reproduction in Flowering Plants,Which of the following terms correctly completes this statement: 'Wind pollination requires that the pollen grains are light and ________.'?,Heavy,Non-sticky,Spiky,Sticky,B,moderate
12,Biology,Sexual Reproduction in Flowering Plants,Fill in the blank: Water pollinated plants produce pollen grains protected by a ________ covering.,Calcareous,Chitinous,Mucilaginous,Siliceous,C,easy
12,Biology,Sexual Reproduction in Flowering Plants,Which of the following terms correctly completes this statement: 'Water pollinated plants produce pollen grains protected by a ________ covering.'?,Siliceous,Calcareous,Mucilaginous,Chitinous,C,moderate
12,Biology,Sexual Reproduction in Flowering Plants,Fill in the blank: Nectar and pollen grains are the usual ________ rewards.,Stem,Root,Floral,Foliar,C,easy
12,Biology,Sexual Reproduction in Flowering Plants,Which of the following terms correctly completes this statement: 'Nectar and pollen grains are the usual ________ rewards.'?,Root,Floral,Foliar,Stem,B,moderate
12,Biology,Sexual Reproduction in Flowering Plants,Fill in the blank: Inbreeding depression is the result of continuous ________.,Tissue culture,Cross-pollination,Self-pollination,Vegetative propagation,C,easy
12,Biology,Sexual Reproduction in Flowering Plants,Which of the following terms correctly completes this statement: 'Inbreeding depression is the result of continuous ________.'?,Vegetative propagation,Tissue culture,Self-pollination,Cross-pollination,C,moderate
12,Biology,Sexual Reproduction in Flowering Plants,Fill in the blank: Emasculation and ________ are standard practices in artificial hybridization.,Reaping,Bagging,Sowing,Tagging,B,easy
12,Biology,Sexual Reproduction in Flowering Plants,Which of the following terms correctly completes this statement: 'Emasculation and ________ are standard practices in artificial hybridization.'?,Reaping,Bagging,Tagging,Sowing,B,moderate
12,Biology,Sexual Reproduction in Flowering Plants,"Fill in the blank: If the female parent produces unisexual flowers, there is no need for ________.",Emasculation,Bagging,Fertilization,Pollination,A,easy
12,Biology,Sexual Reproduction in Flowering Plants,"Which of the following terms correctly completes this statement: 'If the female parent produces unisexual flowers, there is no need for ________.'?",Fertilization,Pollination,Bagging,Emasculation,D,moderate
12,Biology,Sexual Reproduction in Flowering Plants,Fill in the blank: The events from pollen deposition on the stigma until pollen tubes enter the ovule are together referred to as ________.,Pollen-pistil interaction,Double fertilization,Syngamy,Triple fusion,A,easy
12,Biology,Sexual Reproduction in Flowering Plants,Which of the following terms correctly completes this statement: 'The events from pollen deposition on the stigma until pollen tubes enter the ovule are together referred to as ________.'?,Triple fusion,Syngamy,Pollen-pistil interaction,Double fertilization,C,moderate
12,Biology,Sexual Reproduction in Flowering Plants,Fill in the blank: The primary endosperm nucleus (PEN) is formed by the fusion of ________ polar nuclei and one male gamete.,Two,One,Four,Three,A,easy
12,Biology,Sexual Reproduction in Flowering Plants,Which of the following terms correctly completes this statement: 'The primary endosperm nucleus (PEN) is formed by the fusion of ________ polar nuclei and one male gamete.'?,Three,Two,One,Four,B,moderate
12,Biology,Sexual Reproduction in Flowering Plants,Fill in the blank: The zygote develops into an ________.,Seed,Embryo,Fruit,Endosperm,B,easy
12,Biology,Sexual Reproduction in Flowering Plants,Which of the following terms correctly completes this statement: 'The zygote develops into an ________.'?,Fruit,Endosperm,Seed,Embryo,D,moderate
12,Biology,Sexual Reproduction in Flowering Plants,Fill in the blank: Most zygotes divide only after a certain amount of ________ is formed.,Nucellus,Endosperm,Integument,Perisperm,B,easy
12,Biology,Sexual Reproduction in Flowering Plants,Which of the following terms correctly completes this statement: 'Most zygotes divide only after a certain amount of ________ is formed.'?,Perisperm,Nucellus,Integument,Endosperm,D,moderate
12,Biology,Sexual Reproduction in Flowering Plants,Fill in the blank: The ________ is located at the lower end of the embryonal axis in a dicot seed.,Radicle,Plumule,Epicotyl,Hypocotyl,A,easy
12,Biology,Sexual Reproduction in Flowering Plants,Which of the following terms correctly completes this statement: 'The ________ is located at the lower end of the embryonal axis in a dicot seed.'?,Radicle,Hypocotyl,Plumule,Epicotyl,A,moderate
12,Biology,Sexual Reproduction in Flowering Plants,Fill in the blank: The ________ is a leaf-like structure present in grass embryos.,Epiblast,Coleoptile,Scutellum,Coleorhiza,C,easy
12,Biology,Sexual Reproduction in Flowering Plants,Which of the following terms correctly completes this statement: 'The ________ is a leaf-like structure present in grass embryos.'?,Epiblast,Scutellum,Coleorhiza,Coleoptile,B,moderate
12,Biology,Sexual Reproduction in Flowering Plants,Fill in the blank: The portion of the embryonal axis above the level of attachment of scutellum is the ________.,Radicle,Epicotyl,Root cap,Hypocotyl,B,easy
12,Biology,Sexual Reproduction in Flowering Plants,Which of the following terms correctly completes this statement: 'The portion of the embryonal axis above the level of attachment of scutellum is the ________.'?,Radicle,Epicotyl,Hypocotyl,Root cap,B,moderate
12,Biology,Sexual Reproduction in Flowering Plants,"Fill in the blank: The epicotyl has a shoot apex and a few leaf primordia enclosed in a hollow foliar structure, the ________.",Scutellum,Epiblast,Coleoptile,Coleorhiza,C,easy
12,Biology,Sexual Reproduction in Flowering Plants,"Which of the following terms correctly completes this statement: 'The epicotyl has a shoot apex and a few leaf primordia enclosed in a hollow foliar structure, the ________.'?",Coleoptile,Scutellum,Epiblast,Coleorhiza,A,moderate
12,Biology,Sexual Reproduction in Flowering Plants,"Fill in the blank: As the seed matures, its water content is reduced and seeds become relatively ________.",Moist,Dry,Swollen,Fleshy,B,easy
12,Biology,Sexual Reproduction in Flowering Plants,"Which of the following terms correctly completes this statement: 'As the seed matures, its water content is reduced and seeds become relatively ________.'?",Fleshy,Swollen,Moist,Dry,D,moderate
12,Biology,Sexual Reproduction in Flowering Plants,Fill in the blank: The general metabolic activity of the embryo ________ down during dormancy.,Slows,Shuts,Breaks,Speeds,A,easy
12,Biology,Sexual Reproduction in Flowering Plants,Which of the following terms correctly completes this statement: 'The general metabolic activity of the embryo ________ down during dormancy.'?,Breaks,Speeds,Slows,Shuts,C,moderate
12,Biology,Sexual Reproduction in Flowering Plants,Fill in the blank: The ovary wall develops into the fruit wall called ________.,Pericarp,Endocarp,Epicarp,Mesocarp,A,easy
12,Biology,Sexual Reproduction in Flowering Plants,Which of the following terms correctly completes this statement: 'The ovary wall develops into the fruit wall called ________.'?,Pericarp,Mesocarp,Epicarp,Endocarp,A,moderate
12,Biology,Sexual Reproduction in Flowering Plants,Fill in the blank: Fruits which develop without fertilization are known as ________ fruits.,True,Apomictic,Parthenocarpic,False,C,easy
12,Biology,Sexual Reproduction in Flowering Plants,Which of the following terms correctly completes this statement: 'Fruits which develop without fertilization are known as ________ fruits.'?,False,Apomictic,True,Parthenocarpic,D,moderate
12,Biology,Sexual Reproduction in Flowering Plants,Fill in the blank: Parthenocarpy can be induced through the application of growth ________.,Hormones,Vitamins,Inhibitors,Enzymes,A,easy
12,Biology,Sexual Reproduction in Flowering Plants,Which of the following terms correctly completes this statement: 'Parthenocarpy can be induced through the application of growth ________.'?,Hormones,Enzymes,Inhibitors,Vitamins,A,moderate
12,Biology,Sexual Reproduction in Flowering Plants,Fill in the blank: Seed formation is more dependable because reproductive processes like pollination and fertilization are independent of ________.,Water,Temperature,Wind,Insects,A,easy
12,Biology,Sexual Reproduction in Flowering Plants,Which of the following terms correctly completes this statement: 'Seed formation is more dependable because reproductive processes like pollination and fertilization are independent of ________.'?,Insects,Water,Wind,Temperature,B,moderate
12,Biology,Sexual Reproduction in Flowering Plants,Fill in the blank: The seeds of Lupinus arcticus were excavated from the ________ Tundra.,Himalayan,Antarctic,Arctic,Alpine,C,easy
12,Biology,Sexual Reproduction in Flowering Plants,Which of the following terms correctly completes this statement: 'The seeds of Lupinus arcticus were excavated from the ________ Tundra.'?,Arctic,Himalayan,Alpine,Antarctic,A,moderate
12,Biology,Sexual Reproduction in Flowering Plants,Fill in the blank: Apomixis is a form of ________ reproduction that mimics sexual reproduction.,Vegetative,Sexual,Asexual,Parthenogenetic,C,easy
12,Biology,Sexual Reproduction in Flowering Plants,Which of the following terms correctly completes this statement: 'Apomixis is a form of ________ reproduction that mimics sexual reproduction.'?,Asexual,Sexual,Vegetative,Parthenogenetic,A,moderate
12,Biology,Sexual Reproduction in Flowering Plants,Fill in the blank: The occurrence of more than one embryo in a seed is termed as ________.,Polyembryony,Amphimixis,Apomixis,Parthenocarpy,A,easy
12,Biology,Sexual Reproduction in Flowering Plants,Which of the following terms correctly completes this statement: 'The occurrence of more than one embryo in a seed is termed as ________.'?,Polyembryony,Amphimixis,Parthenocarpy,Apomixis,A,moderate
12,Biology,Sexual Reproduction in Flowering Plants,Consider the statement: 'Autogamy requires synchrony in pollen release and stigma receptivity.'. Which of the following is correct?,The statement is partially incorrect.,Data insufficient to determine.,The statement is entirely incorrect.,The statement is entirely correct.,D,neet
12,Biology,Sexual Reproduction in Flowering Plants,Consider the statement: 'Geitonogamy is functionally cross-pollination involving a pollinating agent.'. Which of the following is correct?,The statement is entirely incorrect.,Data insufficient to determine.,The statement is entirely correct.,The statement is partially incorrect.,C,neet
12,Biology,Sexual Reproduction in Flowering Plants,Consider the statement: 'Xenogamy brings genetically similar types of pollen grains to the stigma.'. Which of the following is correct?,Data insufficient to determine.,The statement is entirely correct.,The statement is partially correct.,The statement is entirely incorrect.,D,neet
12,Biology,Sexual Reproduction in Flowering Plants,"Consider the statement: 'Water pollination is limited to about 30 genera, mostly monocotyledons.'. Which of the following is correct?",The statement is entirely incorrect.,Data insufficient to determine.,The statement is entirely correct.,The statement is partially incorrect.,C,neet
12,Biology,Sexual Reproduction in Flowering Plants,Consider the statement: 'All aquatic plants use water for pollination.'. Which of the following is correct?,Data insufficient to determine.,The statement is partially correct.,The statement is entirely correct.,The statement is entirely incorrect.,D,neet
12,Biology,Sexual Reproduction in Flowering Plants,Consider the statement: 'Pollen grains of water pollinated plants are wet and sticky.'. Which of the following is correct?,The statement is entirely incorrect.,The statement is entirely correct.,Data insufficient to determine.,The statement is partially correct.,A,neet
12,Biology,Sexual Reproduction in Flowering Plants,"Consider the statement: 'Insect pollinated flowers are large, colourful, fragrant and rich in nectar.'. Which of the following is correct?",The statement is entirely correct.,Data insufficient to determine.,The statement is entirely incorrect.,The statement is partially incorrect.,A,neet
12,Biology,Sexual Reproduction in Flowering Plants,Consider the statement: 'Self-incompatibility is a genetic mechanism.'. Which of the following is correct?,The statement is entirely incorrect.,The statement is partially incorrect.,The statement is entirely correct.,Data insufficient to determine.,C,neet
12,Biology,Sexual Reproduction in Flowering Plants,Consider the statement: 'Dioecy prevents both autogamy and geitonogamy.'. Which of the following is correct?,The statement is entirely incorrect.,Data insufficient to determine.,The statement is entirely correct.,The statement is partially incorrect.,C,neet
12,Biology,Sexual Reproduction in Flowering Plants,"Consider the statement: 'In Castor, both autogamy and geitonogamy are prevented.'. Which of the following is correct?",Data insufficient to determine.,The statement is partially correct.,The statement is entirely correct.,The statement is entirely incorrect.,D,neet
12,Biology,Sexual Reproduction in Flowering Plants,Consider the statement: 'Pollen-pistil interaction is a dynamic process involving pollen recognition.'. Which of the following is correct?,The statement is entirely incorrect.,The statement is partially incorrect.,Data insufficient to determine.,The statement is entirely correct.,D,neet
12,Biology,Sexual Reproduction in Flowering Plants,Consider the statement: 'Emasculation is the removal of the stigma from a bisexual flower.'. Which of the following is correct?,The statement is partially correct.,The statement is entirely incorrect.,Data insufficient to determine.,The statement is entirely correct.,B,neet
12,Biology,Sexual Reproduction in Flowering Plants,Consider the statement: 'Syngamy involves fusion of one male gamete with two polar nuclei.'. Which of the following is correct?,The statement is entirely incorrect.,The statement is partially correct.,The statement is entirely correct.,Data insufficient to determine.,A,neet
