Class,Subject,Chapter,Question,Option A,Option B,Option C,Option D,Correct Option,Difficulty
12,Physics,Electrostatic Potential and Capacitance,Find the electrostatic potential energy of a system of two point charges +1 µC and +1 µC separated by a distance of 0.6 m.,0.0090 J,0.0300 J,0.0250 J,0.0150 J,D,hard
12,Physics,Electrostatic Potential and Capacitance,Find the electrostatic potential energy of a system of two point charges +1 µC and +1 µC separated by a distance of 0.8 m.,0.0141 J,0.0112 J,0.0090 J,0.0225 J,B,hard
12,Physics,Electrostatic Potential and Capacitance,Find the electrostatic potential energy of a system of two point charges +1 µC and +1 µC separated by a distance of 1.0 m.,0.4248 J,0.0291 J,0.0180 J,0.0090 J,D,hard
12,Physics,Electrostatic Potential and Capacitance,Find the electrostatic potential energy of a system of two point charges +1 µC and +1 µC separated by a distance of 1.5 m.,0.0120 J,0.0090 J,0.0040 J,0.0060 J,D,hard
12,Physics,Electrostatic Potential and Capacitance,Find the electrostatic potential energy of a system of two point charges +1 µC and +1 µC separated by a distance of 2.0 m.,0.9643 J,0.0022 J,0.0045 J,0.0090 J,C,hard
12,Physics,Electrostatic Potential and Capacitance,Find the electrostatic potential energy of a system of two point charges +1 µC and +2 µC separated by a distance of 0.1 m.,1.8000 J,0.1800 J,0.3600 J,0.0180 J,B,hard
12,Physics,Electrostatic Potential and Capacitance,Find the electrostatic potential energy of a system of two point charges +1 µC and +2 µC separated by a distance of 0.2 m.,0.0900 J,0.1800 J,0.0180 J,0.4500 J,A,hard
12,Physics,Electrostatic Potential and Capacitance,Find the electrostatic potential energy of a system of two point charges +1 µC and +2 µC separated by a distance of 0.3 m.,0.0600 J,0.1200 J,0.0180 J,0.2000 J,A,hard
12,Physics,Electrostatic Potential and Capacitance,Find the electrostatic potential energy of a system of two point charges +1 µC and +2 µC separated by a distance of 0.4 m.,0.0180 J,0.0900 J,0.1125 J,0.0450 J,D,hard
12,Physics,Electrostatic Potential and Capacitance,Find the electrostatic potential energy of a system of two point charges +1 µC and +2 µC separated by a distance of 0.5 m.,0.0600 J,0.0180 J,0.0720 J,0.0360 J,D,hard
12,Physics,Electrostatic Potential and Capacitance,Find the electrostatic potential energy of a system of two point charges +1 µC and +2 µC separated by a distance of 0.6 m.,0.0180 J,0.0500 J,0.0300 J,0.0600 J,C,hard
12,Physics,Electrostatic Potential and Capacitance,Find the electrostatic potential energy of a system of two point charges +1 µC and +2 µC separated by a distance of 0.8 m.,0.0225 J,0.0450 J,0.0180 J,0.0281 J,A,hard
12,Physics,Electrostatic Potential and Capacitance,Find the electrostatic potential energy of a system of two point charges +1 µC and +2 µC separated by a distance of 1.0 m.,0.7366 J,0.0360 J,0.0180 J,0.0195 J,C,hard
12,Physics,Electrostatic Potential and Capacitance,Find the electrostatic potential energy of a system of two point charges +1 µC and +2 µC separated by a distance of 1.5 m.,0.0080 J,0.0120 J,0.0240 J,0.0180 J,B,hard
12,Physics,Electrostatic Potential and Capacitance,Find the electrostatic potential energy of a system of two point charges +1 µC and +2 µC separated by a distance of 2.0 m.,0.0045 J,0.0090 J,0.3176 J,0.0180 J,B,hard
12,Physics,Electrostatic Potential and Capacitance,Find the electrostatic potential energy of a system of two point charges +1 µC and +3 µC separated by a distance of 0.1 m.,0.0270 J,2.7000 J,0.5400 J,0.2700 J,D,hard
12,Physics,Electrostatic Potential and Capacitance,Find the electrostatic potential energy of a system of two point charges +1 µC and +3 µC separated by a distance of 0.2 m.,0.6750 J,0.0270 J,0.1350 J,0.2700 J,C,hard
12,Physics,Electrostatic Potential and Capacitance,Find the electrostatic potential energy of a system of two point charges +1 µC and +3 µC separated by a distance of 0.3 m.,0.0270 J,0.0900 J,0.1800 J,0.3000 J,B,hard
12,Physics,Electrostatic Potential and Capacitance,Find the electrostatic potential energy of a system of two point charges +1 µC and +3 µC separated by a distance of 0.4 m.,0.0675 J,0.1350 J,0.1687 J,0.0270 J,A,hard
12,Physics,Electrostatic Potential and Capacitance,Find the electrostatic potential energy of a system of two point charges +1 µC and +3 µC separated by a distance of 0.5 m.,0.0270 J,0.5910 J,0.0540 J,0.1080 J,C,hard
12,Physics,Electrostatic Potential and Capacitance,Find the electrostatic potential energy of a system of two point charges +1 µC and +3 µC separated by a distance of 0.6 m.,0.0450 J,0.0270 J,0.0900 J,0.0750 J,A,hard
12,Physics,Electrostatic Potential and Capacitance,Find the electrostatic potential energy of a system of two point charges +1 µC and +3 µC separated by a distance of 0.8 m.,0.0675 J,0.0337 J,0.0270 J,0.0422 J,B,hard
12,Physics,Electrostatic Potential and Capacitance,Find the electrostatic potential energy of a system of two point charges +1 µC and +3 µC separated by a distance of 1.0 m.,0.8540 J,0.0540 J,0.0270 J,0.2329 J,C,hard
12,Physics,Electrostatic Potential and Capacitance,Find the electrostatic potential energy of a system of two point charges +1 µC and +3 µC separated by a distance of 1.5 m.,0.0270 J,0.0120 J,0.0360 J,0.0180 J,D,hard
12,Physics,Electrostatic Potential and Capacitance,Find the electrostatic potential energy of a system of two point charges +1 µC and +3 µC separated by a distance of 2.0 m.,0.5858 J,0.0067 J,0.0270 J,0.0135 J,D,hard
12,Physics,Electrostatic Potential and Capacitance,Find the electrostatic potential energy of a system of two point charges +1 µC and +4 µC separated by a distance of 0.1 m.,0.3600 J,3.6000 J,0.0360 J,0.7200 J,A,hard
12,Physics,Electrostatic Potential and Capacitance,Find the electrostatic potential energy of a system of two point charges +1 µC and +4 µC separated by a distance of 0.2 m.,0.0360 J,0.9000 J,0.1800 J,0.3600 J,C,hard
12,Physics,Electrostatic Potential and Capacitance,Find the electrostatic potential energy of a system of two point charges +1 µC and +4 µC separated by a distance of 0.3 m.,0.2400 J,0.4000 J,0.0360 J,0.1200 J,D,hard
12,Physics,Electrostatic Potential and Capacitance,Find the electrostatic potential energy of a system of two point charges +1 µC and +4 µC separated by a distance of 0.4 m.,0.1800 J,0.0360 J,0.2250 J,0.0900 J,D,hard
12,Physics,Electrostatic Potential and Capacitance,Find the electrostatic potential energy of a system of two point charges +1 µC and +4 µC separated by a distance of 0.5 m.,0.4298 J,0.0360 J,0.0720 J,0.1440 J,C,hard
12,Physics,Electrostatic Potential and Capacitance,Find the electrostatic potential energy of a system of two point charges +1 µC and +4 µC separated by a distance of 0.6 m.,0.0600 J,0.1200 J,0.1000 J,0.0360 J,A,hard
12,Physics,Electrostatic Potential and Capacitance,Find the electrostatic potential energy of a system of two point charges +1 µC and +4 µC separated by a distance of 0.8 m.,0.0450 J,0.0562 J,0.0360 J,0.0900 J,A,hard
12,Physics,Electrostatic Potential and Capacitance,Find the electrostatic potential energy of a system of two point charges +1 µC and +4 µC separated by a distance of 1.0 m.,0.0360 J,0.8407 J,0.0720 J,0.0317 J,A,hard
12,Physics,Electrostatic Potential and Capacitance,Find the electrostatic potential energy of a system of two point charges +1 µC and +4 µC separated by a distance of 1.5 m.,0.0240 J,0.0480 J,0.0360 J,0.0160 J,A,hard
12,Physics,Electrostatic Potential and Capacitance,Find the electrostatic potential energy of a system of two point charges +1 µC and +4 µC separated by a distance of 2.0 m.,0.0180 J,0.7914 J,0.0360 J,0.0090 J,A,hard
12,Physics,Electrostatic Potential and Capacitance,Find the electrostatic potential energy of a system of two point charges +1 µC and +5 µC separated by a distance of 0.1 m.,0.9000 J,0.4500 J,4.5000 J,0.0450 J,B,hard
12,Physics,Electrostatic Potential and Capacitance,Find the electrostatic potential energy of a system of two point charges +1 µC and +5 µC separated by a distance of 0.2 m.,0.2250 J,1.1250 J,0.4500 J,0.0450 J,A,hard
12,Physics,Electrostatic Potential and Capacitance,Find the electrostatic potential energy of a system of two point charges +1 µC and +5 µC separated by a distance of 0.3 m.,0.3000 J,0.1500 J,0.5000 J,0.0450 J,B,hard
12,Physics,Electrostatic Potential and Capacitance,Find the electrostatic potential energy of a system of two point charges +1 µC and +5 µC separated by a distance of 0.4 m.,0.2250 J,0.2812 J,0.1125 J,0.0450 J,C,hard
12,Physics,Electrostatic Potential and Capacitance,Find the electrostatic potential energy of a system of two point charges +1 µC and +5 µC separated by a distance of 0.5 m.,0.0900 J,0.0450 J,0.5799 J,0.1800 J,A,hard
12,Physics,Electrostatic Potential and Capacitance,Find the electrostatic potential energy of a system of two point charges +1 µC and +5 µC separated by a distance of 0.6 m.,0.0750 J,0.1500 J,0.0450 J,0.1250 J,A,hard
12,Physics,Electrostatic Potential and Capacitance,Find the electrostatic potential energy of a system of two point charges +1 µC and +5 µC separated by a distance of 0.8 m.,0.1125 J,0.0450 J,0.0562 J,0.0703 J,C,hard
12,Physics,Electrostatic Potential and Capacitance,Find the electrostatic potential energy of a system of two point charges +1 µC and +5 µC separated by a distance of 1.0 m.,0.0450 J,0.2540 J,0.3274 J,0.0900 J,A,hard
12,Physics,Electrostatic Potential and Capacitance,Find the electrostatic potential energy of a system of two point charges +1 µC and +5 µC separated by a distance of 1.5 m.,0.0450 J,0.0300 J,0.0200 J,0.0600 J,B,hard
12,Physics,Electrostatic Potential and Capacitance,Find the electrostatic potential energy of a system of two point charges +1 µC and +5 µC separated by a distance of 2.0 m.,0.5001 J,0.0112 J,0.0450 J,0.0225 J,D,hard
12,Physics,Electrostatic Potential and Capacitance,Find the electrostatic potential energy of a system of two point charges +2 µC and +1 µC separated by a distance of 0.1 m.,1.8000 J,0.1800 J,0.3600 J,0.0180 J,B,hard
12,Physics,Electrostatic Potential and Capacitance,Find the electrostatic potential energy of a system of two point charges +2 µC and +1 µC separated by a distance of 0.2 m.,0.0180 J,0.0900 J,0.4500 J,0.1800 J,B,hard
12,Physics,Electrostatic Potential and Capacitance,Find the electrostatic potential energy of a system of two point charges +2 µC and +1 µC separated by a distance of 0.3 m.,0.0600 J,0.0180 J,0.1200 J,0.2000 J,A,hard
12,Physics,Electrostatic Potential and Capacitance,Find the electrostatic potential energy of a system of two point charges +2 µC and +1 µC separated by a distance of 0.4 m.,0.0900 J,0.0180 J,0.0450 J,0.1125 J,C,hard
12,Physics,Electrostatic Potential and Capacitance,Find the electrostatic potential energy of a system of two point charges +2 µC and +1 µC separated by a distance of 0.5 m.,0.7956 J,0.0720 J,0.0360 J,0.0180 J,C,hard
12,Physics,Electrostatic Potential and Capacitance,Find the electrostatic potential energy of a system of two point charges +2 µC and +1 µC separated by a distance of 0.6 m.,0.0180 J,0.0300 J,0.0500 J,0.0600 J,B,hard
12,Physics,Electrostatic Potential and Capacitance,Find the electrostatic potential energy of a system of two point charges +2 µC and +1 µC separated by a distance of 0.8 m.,0.0281 J,0.0180 J,0.0450 J,0.0225 J,D,hard
12,Physics,Electrostatic Potential and Capacitance,Find the electrostatic potential energy of a system of two point charges +2 µC and +1 µC separated by a distance of 1.0 m.,0.7176 J,0.2074 J,0.0360 J,0.0180 J,D,hard
12,Physics,Electrostatic Potential and Capacitance,Find the electrostatic potential energy of a system of two point charges +2 µC and +1 µC separated by a distance of 1.5 m.,0.0120 J,0.0080 J,0.0240 J,0.0180 J,A,hard
12,Physics,Electrostatic Potential and Capacitance,Find the electrostatic potential energy of a system of two point charges +2 µC and +1 µC separated by a distance of 2.0 m.,0.0045 J,0.0090 J,0.0180 J,0.6847 J,B,hard
12,Physics,Electrostatic Potential and Capacitance,Find the electrostatic potential energy of a system of two point charges +2 µC and +2 µC separated by a distance of 0.1 m.,0.7200 J,3.6000 J,0.0360 J,0.3600 J,D,hard
12,Physics,Electrostatic Potential and Capacitance,Find the electrostatic potential energy of a system of two point charges +2 µC and +2 µC separated by a distance of 0.2 m.,0.0360 J,0.3600 J,0.1800 J,0.9000 J,C,hard
12,Physics,Electrostatic Potential and Capacitance,Find the electrostatic potential energy of a system of two point charges +2 µC and +2 µC separated by a distance of 0.3 m.,0.2400 J,0.0360 J,0.1200 J,0.4000 J,C,hard
12,Physics,Electrostatic Potential and Capacitance,Find the electrostatic potential energy of a system of two point charges +2 µC and +2 µC separated by a distance of 0.4 m.,0.1800 J,0.2250 J,0.0360 J,0.0900 J,D,hard
12,Physics,Electrostatic Potential and Capacitance,Find the electrostatic potential energy of a system of two point charges +2 µC and +2 µC separated by a distance of 0.5 m.,0.1440 J,0.0360 J,0.1391 J,0.0720 J,D,hard
12,Physics,Electrostatic Potential and Capacitance,Find the electrostatic potential energy of a system of two point charges +2 µC and +2 µC separated by a distance of 0.6 m.,0.1200 J,0.0360 J,0.1000 J,0.0600 J,D,hard
12,Physics,Electrostatic Potential and Capacitance,Find the electrostatic potential energy of a system of two point charges +2 µC and +2 µC separated by a distance of 0.8 m.,0.0562 J,0.0450 J,0.0900 J,0.0360 J,B,hard
12,Physics,Electrostatic Potential and Capacitance,Find the electrostatic potential energy of a system of two point charges +2 µC and +2 µC separated by a distance of 1.0 m.,0.0360 J,0.0720 J,0.5161 J,0.6711 J,A,hard
12,Physics,Electrostatic Potential and Capacitance,Find the electrostatic potential energy of a system of two point charges +2 µC and +2 µC separated by a distance of 1.5 m.,0.0160 J,0.0240 J,0.0480 J,0.0360 J,B,hard
12,Physics,Electrostatic Potential and Capacitance,Find the electrostatic potential energy of a system of two point charges +2 µC and +2 µC separated by a distance of 2.0 m.,0.0360 J,0.0180 J,0.7770 J,0.0090 J,B,hard
12,Physics,Electrostatic Potential and Capacitance,Find the electrostatic potential energy of a system of two point charges +2 µC and +3 µC separated by a distance of 0.1 m.,0.0540 J,5.4000 J,1.0800 J,0.5400 J,D,hard
12,Physics,Electrostatic Potential and Capacitance,Find the electrostatic potential energy of a system of two point charges +2 µC and +3 µC separated by a distance of 0.2 m.,1.3500 J,0.2700 J,0.0540 J,0.5400 J,B,hard
12,Physics,Electrostatic Potential and Capacitance,Find the electrostatic potential energy of a system of two point charges +2 µC and +3 µC separated by a distance of 0.3 m.,0.1800 J,0.3600 J,0.6000 J,0.0540 J,A,hard
12,Physics,Electrostatic Potential and Capacitance,Find the electrostatic potential energy of a system of two point charges +2 µC and +3 µC separated by a distance of 0.4 m.,0.3375 J,0.1350 J,0.2700 J,0.0540 J,B,hard
12,Physics,Electrostatic Potential and Capacitance,Find the electrostatic potential energy of a system of two point charges +2 µC and +3 µC separated by a distance of 0.5 m.,0.0540 J,0.1080 J,0.2160 J,0.5978 J,B,hard
12,Physics,Electrostatic Potential and Capacitance,Find the electrostatic potential energy of a system of two point charges +2 µC and +3 µC separated by a distance of 0.6 m.,0.1500 J,0.1800 J,0.0540 J,0.0900 J,D,hard
12,Physics,Electrostatic Potential and Capacitance,Find the electrostatic potential energy of a system of two point charges +2 µC and +3 µC separated by a distance of 0.8 m.,0.0844 J,0.0675 J,0.1350 J,0.0540 J,B,hard
12,Physics,Electrostatic Potential and Capacitance,Find the electrostatic potential energy of a system of two point charges +2 µC and +3 µC separated by a distance of 1.0 m.,0.1210 J,0.0540 J,0.1080 J,0.2630 J,B,hard
12,Physics,Electrostatic Potential and Capacitance,Find the electrostatic potential energy of a system of two point charges +2 µC and +3 µC separated by a distance of 1.5 m.,0.0720 J,0.0360 J,0.0540 J,0.0240 J,B,hard
12,Physics,Electrostatic Potential and Capacitance,Find the electrostatic potential energy of a system of two point charges +2 µC and +3 µC separated by a distance of 2.0 m.,0.6596 J,0.0270 J,0.0135 J,0.0540 J,B,hard
12,Physics,Electrostatic Potential and Capacitance,Find the electrostatic potential energy of a system of two point charges +2 µC and +4 µC separated by a distance of 0.1 m.,7.2000 J,0.0720 J,0.7200 J,1.4400 J,C,hard
12,Physics,Electrostatic Potential and Capacitance,Find the electrostatic potential energy of a system of two point charges +2 µC and +4 µC separated by a distance of 0.2 m.,0.7200 J,0.0720 J,0.3600 J,1.8000 J,C,hard
12,Physics,Electrostatic Potential and Capacitance,Find the electrostatic potential energy of a system of two point charges +2 µC and +4 µC separated by a distance of 0.3 m.,0.2400 J,0.0720 J,0.4800 J,0.8000 J,A,hard
12,Physics,Electrostatic Potential and Capacitance,Find the electrostatic potential energy of a system of two point charges +2 µC and +4 µC separated by a distance of 0.4 m.,0.1800 J,0.0720 J,0.4500 J,0.3600 J,A,hard
12,Physics,Electrostatic Potential and Capacitance,Find the electrostatic potential energy of a system of two point charges +2 µC and +4 µC separated by a distance of 0.5 m.,0.1440 J,0.7249 J,0.2880 J,0.0720 J,A,hard
12,Physics,Electrostatic Potential and Capacitance,Find the electrostatic potential energy of a system of two point charges +2 µC and +4 µC separated by a distance of 0.6 m.,0.1200 J,0.2400 J,0.0720 J,0.2000 J,A,hard
12,Physics,Electrostatic Potential and Capacitance,Find the electrostatic potential energy of a system of two point charges +2 µC and +4 µC separated by a distance of 0.8 m.,0.0720 J,0.0900 J,0.1800 J,0.1125 J,B,hard
12,Physics,Electrostatic Potential and Capacitance,Find the electrostatic potential energy of a system of two point charges +2 µC and +4 µC separated by a distance of 1.0 m.,0.1440 J,0.0720 J,0.3744 J,0.1133 J,B,hard
12,Physics,Electrostatic Potential and Capacitance,Find the electrostatic potential energy of a system of two point charges +2 µC and +4 µC separated by a distance of 1.5 m.,0.0960 J,0.0720 J,0.0480 J,0.0320 J,C,hard
12,Physics,Electrostatic Potential and Capacitance,Find the electrostatic potential energy of a system of two point charges +2 µC and +4 µC separated by a distance of 2.0 m.,0.0525 J,0.0180 J,0.0360 J,0.0720 J,C,hard
12,Physics,Electrostatic Potential and Capacitance,Find the electrostatic potential energy of a system of two point charges +2 µC and +5 µC separated by a distance of 0.1 m.,9.0000 J,0.9000 J,1.8000 J,0.0900 J,B,hard
12,Physics,Electrostatic Potential and Capacitance,Find the electrostatic potential energy of a system of two point charges +2 µC and +5 µC separated by a distance of 0.2 m.,0.0900 J,0.4500 J,2.2500 J,0.9000 J,B,hard
12,Physics,Electrostatic Potential and Capacitance,Find the electrostatic potential energy of a system of two point charges +2 µC and +5 µC separated by a distance of 0.3 m.,0.3000 J,0.6000 J,0.0900 J,1.0000 J,A,hard
12,Physics,Electrostatic Potential and Capacitance,Find the electrostatic potential energy of a system of two point charges +2 µC and +5 µC separated by a distance of 0.4 m.,0.4500 J,0.2250 J,0.5625 J,0.0900 J,B,hard
12,Physics,Electrostatic Potential and Capacitance,Find the electrostatic potential energy of a system of two point charges +2 µC and +5 µC separated by a distance of 0.5 m.,0.0900 J,0.1800 J,0.1117 J,0.3600 J,B,hard
12,Physics,Electrostatic Potential and Capacitance,Find the electrostatic potential energy of a system of two point charges +2 µC and +5 µC separated by a distance of 0.6 m.,0.2500 J,0.3000 J,0.0900 J,0.1500 J,D,hard
12,Physics,Electrostatic Potential and Capacitance,Find the electrostatic potential energy of a system of two point charges +2 µC and +5 µC separated by a distance of 0.8 m.,0.2250 J,0.0900 J,0.1125 J,0.1406 J,C,hard
12,Physics,Electrostatic Potential and Capacitance,Find the electrostatic potential energy of a system of two point charges +2 µC and +5 µC separated by a distance of 1.0 m.,0.0288 J,0.1800 J,0.9525 J,0.0900 J,D,hard
12,Physics,Electrostatic Potential and Capacitance,Find the electrostatic potential energy of a system of two point charges +2 µC and +5 µC separated by a distance of 1.5 m.,0.0600 J,0.0900 J,0.0400 J,0.1200 J,A,hard
12,Physics,Electrostatic Potential and Capacitance,Find the electrostatic potential energy of a system of two point charges +2 µC and +5 µC separated by a distance of 2.0 m.,0.8541 J,0.0900 J,0.0225 J,0.0450 J,D,hard
12,Physics,Electrostatic Potential and Capacitance,A capacitor of capacitance 1 µF is charged to a potential difference of 5 V. What is the charge stored on its plates?,5.0 µC,0.2 µC,2.5 µC,808.0 µC,A,moderate
12,Physics,Electrostatic Potential and Capacitance,A capacitor of capacitance 1 µF is charged to a potential difference of 10 V. What is the charge stored on its plates?,5.0 µC,0.1 µC,10.0 µC,196.1 µC,C,moderate
12,Physics,Electrostatic Potential and Capacitance,A capacitor of capacitance 1 µF is charged to a potential difference of 12 V. What is the charge stored on its plates?,12.0 µC,0.1 µC,6.0 µC,483.2 µC,A,moderate
12,Physics,Electrostatic Potential and Capacitance,A capacitor of capacitance 1 µF is charged to a potential difference of 24 V. What is the charge stored on its plates?,0.0 µC,24.0 µC,12.0 µC,336.4 µC,B,moderate
12,Physics,Electrostatic Potential and Capacitance,A capacitor of capacitance 1 µF is charged to a potential difference of 50 V. What is the charge stored on its plates?,0.0 µC,50.0 µC,25.0 µC,579.8 µC,B,moderate
12,Physics,Electrostatic Potential and Capacitance,A capacitor of capacitance 1 µF is charged to a potential difference of 100 V. What is the charge stored on its plates?,271.7 µC,100.0 µC,0.0 µC,50.0 µC,B,moderate
12,Physics,Electrostatic Potential and Capacitance,A capacitor of capacitance 1 µF is charged to a potential difference of 200 V. What is the charge stored on its plates?,200.0 µC,100.0 µC,305.2 µC,0.0 µC,A,moderate
12,Physics,Electrostatic Potential and Capacitance,A capacitor of capacitance 1 µF is charged to a potential difference of 250 V. What is the charge stored on its plates?,557.5 µC,125.0 µC,250.0 µC,0.0 µC,C,moderate
12,Physics,Electrostatic Potential and Capacitance,A capacitor of capacitance 1 µF is charged to a potential difference of 500 V. What is the charge stored on its plates?,947.6 µC,500.0 µC,250.0 µC,0.0 µC,B,moderate
12,Physics,Electrostatic Potential and Capacitance,A capacitor of capacitance 2 µF is charged to a potential difference of 5 V. What is the charge stored on its plates?,2.5 µC,5.0 µC,10.0 µC,0.4 µC,C,moderate
12,Physics,Electrostatic Potential and Capacitance,A capacitor of capacitance 2 µF is charged to a potential difference of 10 V. What is the charge stored on its plates?,0.2 µC,5.0 µC,20.0 µC,10.0 µC,C,moderate
12,Physics,Electrostatic Potential and Capacitance,A capacitor of capacitance 2 µF is charged to a potential difference of 12 V. What is the charge stored on its plates?,24.0 µC,12.0 µC,0.2 µC,6.0 µC,A,moderate
12,Physics,Electrostatic Potential and Capacitance,A capacitor of capacitance 2 µF is charged to a potential difference of 24 V. What is the charge stored on its plates?,0.1 µC,48.0 µC,24.0 µC,12.0 µC,B,moderate
12,Physics,Electrostatic Potential and Capacitance,A capacitor of capacitance 2 µF is charged to a potential difference of 50 V. What is the charge stored on its plates?,25.0 µC,0.0 µC,100.0 µC,50.0 µC,C,moderate
12,Physics,Electrostatic Potential and Capacitance,A capacitor of capacitance 2 µF is charged to a potential difference of 100 V. What is the charge stored on its plates?,0.0 µC,50.0 µC,200.0 µC,100.0 µC,C,moderate
12,Physics,Electrostatic Potential and Capacitance,A capacitor of capacitance 2 µF is charged to a potential difference of 200 V. What is the charge stored on its plates?,0.0 µC,400.0 µC,200.0 µC,100.0 µC,B,moderate
12,Physics,Electrostatic Potential and Capacitance,A capacitor of capacitance 2 µF is charged to a potential difference of 250 V. What is the charge stored on its plates?,500.0 µC,250.0 µC,125.0 µC,0.0 µC,A,moderate
12,Physics,Electrostatic Potential and Capacitance,A capacitor of capacitance 2 µF is charged to a potential difference of 500 V. What is the charge stored on its plates?,1000.0 µC,500.0 µC,0.0 µC,250.0 µC,A,moderate
12,Physics,Electrostatic Potential and Capacitance,A capacitor of capacitance 3 µF is charged to a potential difference of 5 V. What is the charge stored on its plates?,7.5 µC,0.6 µC,1.7 µC,15.0 µC,D,moderate
12,Physics,Electrostatic Potential and Capacitance,A capacitor of capacitance 3 µF is charged to a potential difference of 10 V. What is the charge stored on its plates?,3.3 µC,15.0 µC,30.0 µC,0.3 µC,C,moderate
12,Physics,Electrostatic Potential and Capacitance,A capacitor of capacitance 3 µF is charged to a potential difference of 12 V. What is the charge stored on its plates?,18.0 µC,4.0 µC,0.2 µC,36.0 µC,D,moderate
12,Physics,Electrostatic Potential and Capacitance,A capacitor of capacitance 3 µF is charged to a potential difference of 24 V. What is the charge stored on its plates?,8.0 µC,72.0 µC,0.1 µC,36.0 µC,B,moderate
12,Physics,Electrostatic Potential and Capacitance,A capacitor of capacitance 3 µF is charged to a potential difference of 50 V. What is the charge stored on its plates?,0.1 µC,16.7 µC,150.0 µC,75.0 µC,C,moderate
12,Physics,Electrostatic Potential and Capacitance,A capacitor of capacitance 3 µF is charged to a potential difference of 100 V. What is the charge stored on its plates?,0.0 µC,150.0 µC,33.3 µC,300.0 µC,D,moderate
12,Physics,Electrostatic Potential and Capacitance,A capacitor of capacitance 3 µF is charged to a potential difference of 200 V. What is the charge stored on its plates?,0.0 µC,66.7 µC,300.0 µC,600.0 µC,D,moderate
12,Physics,Electrostatic Potential and Capacitance,A capacitor of capacitance 3 µF is charged to a potential difference of 250 V. What is the charge stored on its plates?,0.0 µC,83.3 µC,750.0 µC,375.0 µC,C,moderate
12,Physics,Electrostatic Potential and Capacitance,A capacitor of capacitance 3 µF is charged to a potential difference of 500 V. What is the charge stored on its plates?,166.7 µC,1500.0 µC,750.0 µC,0.0 µC,B,moderate
12,Physics,Electrostatic Potential and Capacitance,A capacitor of capacitance 4 µF is charged to a potential difference of 5 V. What is the charge stored on its plates?,20.0 µC,0.8 µC,1.2 µC,10.0 µC,A,moderate
12,Physics,Electrostatic Potential and Capacitance,A capacitor of capacitance 4 µF is charged to a potential difference of 10 V. What is the charge stored on its plates?,0.4 µC,40.0 µC,20.0 µC,2.5 µC,B,moderate
12,Physics,Electrostatic Potential and Capacitance,A capacitor of capacitance 4 µF is charged to a potential difference of 12 V. What is the charge stored on its plates?,48.0 µC,24.0 µC,3.0 µC,0.3 µC,A,moderate
12,Physics,Electrostatic Potential and Capacitance,A capacitor of capacitance 4 µF is charged to a potential difference of 24 V. What is the charge stored on its plates?,96.0 µC,48.0 µC,6.0 µC,0.2 µC,A,moderate
12,Physics,Electrostatic Potential and Capacitance,A capacitor of capacitance 4 µF is charged to a potential difference of 50 V. What is the charge stored on its plates?,100.0 µC,200.0 µC,0.1 µC,12.5 µC,B,moderate
12,Physics,Electrostatic Potential and Capacitance,A capacitor of capacitance 4 µF is charged to a potential difference of 100 V. What is the charge stored on its plates?,200.0 µC,400.0 µC,25.0 µC,0.0 µC,B,moderate
12,Physics,Electrostatic Potential and Capacitance,A capacitor of capacitance 4 µF is charged to a potential difference of 200 V. What is the charge stored on its plates?,800.0 µC,400.0 µC,50.0 µC,0.0 µC,A,moderate
12,Physics,Electrostatic Potential and Capacitance,A capacitor of capacitance 4 µF is charged to a potential difference of 250 V. What is the charge stored on its plates?,500.0 µC,62.5 µC,0.0 µC,1000.0 µC,D,moderate
12,Physics,Electrostatic Potential and Capacitance,A capacitor of capacitance 4 µF is charged to a potential difference of 500 V. What is the charge stored on its plates?,0.0 µC,2000.0 µC,125.0 µC,1000.0 µC,B,moderate
12,Physics,Electrostatic Potential and Capacitance,A capacitor of capacitance 5 µF is charged to a potential difference of 5 V. What is the charge stored on its plates?,1.0 µC,25.0 µC,12.5 µC,458.7 µC,B,moderate
12,Physics,Electrostatic Potential and Capacitance,A capacitor of capacitance 5 µF is charged to a potential difference of 10 V. What is the charge stored on its plates?,50.0 µC,25.0 µC,0.5 µC,2.0 µC,A,moderate
12,Physics,Electrostatic Potential and Capacitance,A capacitor of capacitance 5 µF is charged to a potential difference of 12 V. What is the charge stored on its plates?,60.0 µC,2.4 µC,30.0 µC,0.4 µC,A,moderate
12,Physics,Electrostatic Potential and Capacitance,A capacitor of capacitance 5 µF is charged to a potential difference of 24 V. What is the charge stored on its plates?,60.0 µC,120.0 µC,4.8 µC,0.2 µC,B,moderate
12,Physics,Electrostatic Potential and Capacitance,A capacitor of capacitance 5 µF is charged to a potential difference of 50 V. What is the charge stored on its plates?,250.0 µC,125.0 µC,10.0 µC,0.1 µC,A,moderate
12,Physics,Electrostatic Potential and Capacitance,A capacitor of capacitance 5 µF is charged to a potential difference of 100 V. What is the charge stored on its plates?,250.0 µC,20.0 µC,500.0 µC,0.1 µC,C,moderate
12,Physics,Electrostatic Potential and Capacitance,A capacitor of capacitance 5 µF is charged to a potential difference of 200 V. What is the charge stored on its plates?,0.0 µC,40.0 µC,500.0 µC,1000.0 µC,D,moderate
