Class,Subject,Chapter,Question,Option A,Option B,Option C,Option D,Correct Option,Difficulty
12,Chemistry,Electrochemistry,"Calculate the standard cell potential (E°cell) for a galvanic cell composed of Pb2+/Pb and Mg2+/Mg half-cells acting as anode and cathode respectively. (E° Mg2+/Mg = -2.37 V, E° Pb2+/Pb = -0.13 V)",-2.24 V,2.50 V,-2.50 V,2.24 V,A,moderate
12,Chemistry,Electrochemistry,"Calculate the standard cell potential (E°cell) for a galvanic cell composed of Pb2+/Pb and Al3+/Al half-cells acting as anode and cathode respectively. (E° Al3+/Al = -1.66 V, E° Pb2+/Pb = -0.13 V)",1.79 V,1.53 V,-1.79 V,-1.53 V,D,moderate
12,Chemistry,Electrochemistry,"Calculate the standard cell potential (E°cell) for a galvanic cell composed of Cr3+/Cr and Zn2+/Zn half-cells acting as anode and cathode respectively. (E° Zn2+/Zn = -0.76 V, E° Cr3+/Cr = -0.74 V)",0.02 V,-1.50 V,1.50 V,-0.02 V,D,moderate
12,Chemistry,Electrochemistry,"Calculate the standard cell potential (E°cell) for a galvanic cell composed of Cr3+/Cr and Cu2+/Cu half-cells acting as anode and cathode respectively. (E° Cu2+/Cu = 0.34 V, E° Cr3+/Cr = -0.74 V)",1.08 V,-0.40 V,0.40 V,-1.08 V,A,moderate
12,Chemistry,Electrochemistry,"Calculate the standard cell potential (E°cell) for a galvanic cell composed of Cr3+/Cr and Ag+/Ag half-cells acting as anode and cathode respectively. (E° Ag+/Ag = 0.8 V, E° Cr3+/Cr = -0.74 V)",1.54 V,0.06 V,-1.54 V,0.05 V,A,moderate
12,Chemistry,Electrochemistry,"Calculate the standard cell potential (E°cell) for a galvanic cell composed of Cr3+/Cr and Ni2+/Ni half-cells acting as anode and cathode respectively. (E° Ni2+/Ni = -0.25 V, E° Cr3+/Cr = -0.74 V)",-0.99 V,0.49 V,-0.49 V,0.99 V,B,moderate
12,Chemistry,Electrochemistry,"Calculate the standard cell potential (E°cell) for a galvanic cell composed of Cr3+/Cr and Fe2+/Fe half-cells acting as anode and cathode respectively. (E° Fe2+/Fe = -0.44 V, E° Cr3+/Cr = -0.74 V)",-1.18 V,-0.30 V,1.18 V,0.30 V,D,moderate
12,Chemistry,Electrochemistry,"Calculate the standard cell potential (E°cell) for a galvanic cell composed of Cr3+/Cr and Sn2+/Sn half-cells acting as anode and cathode respectively. (E° Sn2+/Sn = -0.14 V, E° Cr3+/Cr = -0.74 V)",-0.88 V,0.88 V,-0.60 V,0.60 V,D,moderate
12,Chemistry,Electrochemistry,"Calculate the standard cell potential (E°cell) for a galvanic cell composed of Cr3+/Cr and Pb2+/Pb half-cells acting as anode and cathode respectively. (E° Pb2+/Pb = -0.13 V, E° Cr3+/Cr = -0.74 V)",0.61 V,0.87 V,-0.61 V,-0.87 V,A,moderate
12,Chemistry,Electrochemistry,"Calculate the standard cell potential (E°cell) for a galvanic cell composed of Cr3+/Cr and Mg2+/Mg half-cells acting as anode and cathode respectively. (E° Mg2+/Mg = -2.37 V, E° Cr3+/Cr = -0.74 V)",1.63 V,3.11 V,-1.63 V,-3.11 V,C,moderate
12,Chemistry,Electrochemistry,"Calculate the standard cell potential (E°cell) for a galvanic cell composed of Cr3+/Cr and Al3+/Al half-cells acting as anode and cathode respectively. (E° Al3+/Al = -1.66 V, E° Cr3+/Cr = -0.74 V)",-0.92 V,2.40 V,0.92 V,-2.40 V,A,moderate
12,Chemistry,Electrochemistry,"Calculate the standard cell potential (E°cell) for a galvanic cell composed of Mg2+/Mg and Zn2+/Zn half-cells acting as anode and cathode respectively. (E° Zn2+/Zn = -0.76 V, E° Mg2+/Mg = -2.37 V)",1.61 V,-1.61 V,3.13 V,-3.13 V,A,moderate
12,Chemistry,Electrochemistry,"Calculate the standard cell potential (E°cell) for a galvanic cell composed of Mg2+/Mg and Cu2+/Cu half-cells acting as anode and cathode respectively. (E° Cu2+/Cu = 0.34 V, E° Mg2+/Mg = -2.37 V)",-2.71 V,2.71 V,2.03 V,-2.03 V,B,moderate
12,Chemistry,Electrochemistry,"Calculate the standard cell potential (E°cell) for a galvanic cell composed of Mg2+/Mg and Ag+/Ag half-cells acting as anode and cathode respectively. (E° Ag+/Ag = 0.8 V, E° Mg2+/Mg = -2.37 V)",3.17 V,-1.57 V,-3.17 V,1.57 V,A,moderate
12,Chemistry,Electrochemistry,"Calculate the standard cell potential (E°cell) for a galvanic cell composed of Mg2+/Mg and Ni2+/Ni half-cells acting as anode and cathode respectively. (E° Ni2+/Ni = -0.25 V, E° Mg2+/Mg = -2.37 V)",2.62 V,-2.12 V,2.12 V,-2.62 V,C,moderate
12,Chemistry,Electrochemistry,"Calculate the standard cell potential (E°cell) for a galvanic cell composed of Mg2+/Mg and Fe2+/Fe half-cells acting as anode and cathode respectively. (E° Fe2+/Fe = -0.44 V, E° Mg2+/Mg = -2.37 V)",-1.93 V,2.81 V,1.93 V,-2.81 V,C,moderate
12,Chemistry,Electrochemistry,Calculate the standard Gibbs free energy change (Delta G°) for a cell reaction where n = 1 and the standard cell potential E°cell = 0.1 V. (F = 96487 C/mol),-19.3 kJ/mol,-9.6 kJ/mol,9.6 kJ/mol,171.2 kJ/mol,B,hard
12,Chemistry,Electrochemistry,Calculate the standard Gibbs free energy change (Delta G°) for a cell reaction where n = 2 and the standard cell potential E°cell = 0.1 V. (F = 96487 C/mol),-38.6 kJ/mol,-19.3 kJ/mol,-9.6 kJ/mol,19.3 kJ/mol,B,hard
12,Chemistry,Electrochemistry,Calculate the standard Gibbs free energy change (Delta G°) for a cell reaction where n = 3 and the standard cell potential E°cell = 0.1 V. (F = 96487 C/mol),-57.9 kJ/mol,-9.6 kJ/mol,28.9 kJ/mol,-28.9 kJ/mol,D,hard
12,Chemistry,Electrochemistry,Calculate the standard Gibbs free energy change (Delta G°) for a cell reaction where n = 4 and the standard cell potential E°cell = 0.1 V. (F = 96487 C/mol),-77.2 kJ/mol,-38.6 kJ/mol,38.6 kJ/mol,-9.6 kJ/mol,B,hard
12,Chemistry,Electrochemistry,Calculate the standard Gibbs free energy change (Delta G°) for a cell reaction where n = 6 and the standard cell potential E°cell = 0.1 V. (F = 96487 C/mol),-115.8 kJ/mol,57.9 kJ/mol,-57.9 kJ/mol,-9.6 kJ/mol,C,hard
12,Chemistry,Electrochemistry,Calculate the standard Gibbs free energy change (Delta G°) for a cell reaction where n = 1 and the standard cell potential E°cell = 0.25 V. (F = 96487 C/mol),24.1 kJ/mol,-48.2 kJ/mol,-24.1 kJ/mol,174.9 kJ/mol,C,hard
12,Chemistry,Electrochemistry,Calculate the standard Gibbs free energy change (Delta G°) for a cell reaction where n = 2 and the standard cell potential E°cell = 0.25 V. (F = 96487 C/mol),48.2 kJ/mol,-96.5 kJ/mol,-48.2 kJ/mol,-24.1 kJ/mol,C,hard
12,Chemistry,Electrochemistry,Calculate the standard Gibbs free energy change (Delta G°) for a cell reaction where n = 3 and the standard cell potential E°cell = 0.25 V. (F = 96487 C/mol),-144.7 kJ/mol,-24.1 kJ/mol,72.4 kJ/mol,-72.4 kJ/mol,D,hard
12,Chemistry,Electrochemistry,Calculate the standard Gibbs free energy change (Delta G°) for a cell reaction where n = 4 and the standard cell potential E°cell = 0.25 V. (F = 96487 C/mol),96.5 kJ/mol,-193.0 kJ/mol,-96.5 kJ/mol,-24.1 kJ/mol,C,hard
12,Chemistry,Electrochemistry,Calculate the standard Gibbs free energy change (Delta G°) for a cell reaction where n = 6 and the standard cell potential E°cell = 0.25 V. (F = 96487 C/mol),-289.5 kJ/mol,144.7 kJ/mol,-144.7 kJ/mol,-24.1 kJ/mol,C,hard
12,Chemistry,Electrochemistry,Calculate the standard Gibbs free energy change (Delta G°) for a cell reaction where n = 1 and the standard cell potential E°cell = 0.5 V. (F = 96487 C/mol),45.0 kJ/mol,-96.5 kJ/mol,-48.2 kJ/mol,48.2 kJ/mol,C,hard
12,Chemistry,Electrochemistry,Calculate the standard Gibbs free energy change (Delta G°) for a cell reaction where n = 2 and the standard cell potential E°cell = 0.5 V. (F = 96487 C/mol),-193.0 kJ/mol,-48.2 kJ/mol,-96.5 kJ/mol,96.5 kJ/mol,C,hard
12,Chemistry,Electrochemistry,Calculate the standard Gibbs free energy change (Delta G°) for a cell reaction where n = 3 and the standard cell potential E°cell = 0.5 V. (F = 96487 C/mol),-289.5 kJ/mol,-48.2 kJ/mol,-144.7 kJ/mol,144.7 kJ/mol,C,hard
12,Chemistry,Electrochemistry,Calculate the standard Gibbs free energy change (Delta G°) for a cell reaction where n = 4 and the standard cell potential E°cell = 0.5 V. (F = 96487 C/mol),-193.0 kJ/mol,-48.2 kJ/mol,-385.9 kJ/mol,193.0 kJ/mol,A,hard
12,Chemistry,Electrochemistry,Calculate the standard Gibbs free energy change (Delta G°) for a cell reaction where n = 6 and the standard cell potential E°cell = 0.5 V. (F = 96487 C/mol),-578.9 kJ/mol,289.5 kJ/mol,-289.5 kJ/mol,-48.2 kJ/mol,C,hard
12,Chemistry,Electrochemistry,Calculate the standard Gibbs free energy change (Delta G°) for a cell reaction where n = 1 and the standard cell potential E°cell = 0.76 V. (F = 96487 C/mol),-146.7 kJ/mol,92.4 kJ/mol,73.3 kJ/mol,-73.3 kJ/mol,D,hard
12,Chemistry,Electrochemistry,Calculate the standard Gibbs free energy change (Delta G°) for a cell reaction where n = 2 and the standard cell potential E°cell = 0.76 V. (F = 96487 C/mol),-146.7 kJ/mol,-73.3 kJ/mol,-293.3 kJ/mol,146.7 kJ/mol,A,hard
12,Chemistry,Electrochemistry,Calculate the standard Gibbs free energy change (Delta G°) for a cell reaction where n = 3 and the standard cell potential E°cell = 0.76 V. (F = 96487 C/mol),-220.0 kJ/mol,220.0 kJ/mol,-440.0 kJ/mol,-73.3 kJ/mol,A,hard
12,Chemistry,Electrochemistry,Calculate the standard Gibbs free energy change (Delta G°) for a cell reaction where n = 4 and the standard cell potential E°cell = 0.76 V. (F = 96487 C/mol),-586.6 kJ/mol,-73.3 kJ/mol,-293.3 kJ/mol,293.3 kJ/mol,C,hard
12,Chemistry,Electrochemistry,Calculate the standard Gibbs free energy change (Delta G°) for a cell reaction where n = 6 and the standard cell potential E°cell = 0.76 V. (F = 96487 C/mol),-73.3 kJ/mol,-440.0 kJ/mol,-880.0 kJ/mol,440.0 kJ/mol,B,hard
12,Chemistry,Electrochemistry,Calculate the standard Gibbs free energy change (Delta G°) for a cell reaction where n = 1 and the standard cell potential E°cell = 1.1 V. (F = 96487 C/mol),-425.9 kJ/mol,-106.1 kJ/mol,106.1 kJ/mol,-212.3 kJ/mol,B,hard
12,Chemistry,Electrochemistry,Calculate the standard Gibbs free energy change (Delta G°) for a cell reaction where n = 2 and the standard cell potential E°cell = 1.1 V. (F = 96487 C/mol),-424.5 kJ/mol,-106.1 kJ/mol,-212.3 kJ/mol,212.3 kJ/mol,C,hard
12,Chemistry,Electrochemistry,Calculate the standard Gibbs free energy change (Delta G°) for a cell reaction where n = 3 and the standard cell potential E°cell = 1.1 V. (F = 96487 C/mol),-636.8 kJ/mol,-106.1 kJ/mol,-318.4 kJ/mol,318.4 kJ/mol,C,hard
12,Chemistry,Electrochemistry,Calculate the standard Gibbs free energy change (Delta G°) for a cell reaction where n = 4 and the standard cell potential E°cell = 1.1 V. (F = 96487 C/mol),-106.1 kJ/mol,424.5 kJ/mol,-849.1 kJ/mol,-424.5 kJ/mol,D,hard
12,Chemistry,Electrochemistry,Calculate the standard Gibbs free energy change (Delta G°) for a cell reaction where n = 6 and the standard cell potential E°cell = 1.1 V. (F = 96487 C/mol),636.8 kJ/mol,-636.8 kJ/mol,-106.1 kJ/mol,-1273.6 kJ/mol,B,hard
12,Chemistry,Electrochemistry,Calculate the standard Gibbs free energy change (Delta G°) for a cell reaction where n = 1 and the standard cell potential E°cell = 1.5 V. (F = 96487 C/mol),-289.5 kJ/mol,144.7 kJ/mol,-144.7 kJ/mol,292.2 kJ/mol,C,hard
12,Chemistry,Electrochemistry,Calculate the standard Gibbs free energy change (Delta G°) for a cell reaction where n = 2 and the standard cell potential E°cell = 1.5 V. (F = 96487 C/mol),-144.7 kJ/mol,-578.9 kJ/mol,-289.5 kJ/mol,289.5 kJ/mol,C,hard
12,Chemistry,Electrochemistry,Calculate the standard Gibbs free energy change (Delta G°) for a cell reaction where n = 3 and the standard cell potential E°cell = 1.5 V. (F = 96487 C/mol),434.2 kJ/mol,-434.2 kJ/mol,-144.7 kJ/mol,-868.4 kJ/mol,B,hard
12,Chemistry,Electrochemistry,Calculate the standard Gibbs free energy change (Delta G°) for a cell reaction where n = 4 and the standard cell potential E°cell = 1.5 V. (F = 96487 C/mol),-144.7 kJ/mol,-578.9 kJ/mol,578.9 kJ/mol,-1157.8 kJ/mol,B,hard
12,Chemistry,Electrochemistry,Calculate the standard Gibbs free energy change (Delta G°) for a cell reaction where n = 6 and the standard cell potential E°cell = 1.5 V. (F = 96487 C/mol),868.4 kJ/mol,-868.4 kJ/mol,-144.7 kJ/mol,-1736.8 kJ/mol,B,hard
12,Chemistry,Electrochemistry,Calculate the standard Gibbs free energy change (Delta G°) for a cell reaction where n = 1 and the standard cell potential E°cell = 2.0 V. (F = 96487 C/mol),193.0 kJ/mol,-385.9 kJ/mol,-193.0 kJ/mol,450.7 kJ/mol,C,hard
12,Chemistry,Electrochemistry,Calculate the standard Gibbs free energy change (Delta G°) for a cell reaction where n = 2 and the standard cell potential E°cell = 2.0 V. (F = 96487 C/mol),-771.9 kJ/mol,385.9 kJ/mol,-193.0 kJ/mol,-385.9 kJ/mol,D,hard
12,Chemistry,Electrochemistry,Calculate the standard Gibbs free energy change (Delta G°) for a cell reaction where n = 3 and the standard cell potential E°cell = 2.0 V. (F = 96487 C/mol),-193.0 kJ/mol,-1157.8 kJ/mol,-578.9 kJ/mol,578.9 kJ/mol,C,hard
12,Chemistry,Electrochemistry,Calculate the standard Gibbs free energy change (Delta G°) for a cell reaction where n = 4 and the standard cell potential E°cell = 2.0 V. (F = 96487 C/mol),-193.0 kJ/mol,-771.9 kJ/mol,-1543.8 kJ/mol,771.9 kJ/mol,B,hard
12,Chemistry,Electrochemistry,Calculate the standard Gibbs free energy change (Delta G°) for a cell reaction where n = 6 and the standard cell potential E°cell = 2.0 V. (F = 96487 C/mol),-2315.7 kJ/mol,-193.0 kJ/mol,1157.8 kJ/mol,-1157.8 kJ/mol,D,hard
12,Chemistry,Electrochemistry,Calculate the standard Gibbs free energy change (Delta G°) for a cell reaction where n = 1 and the standard cell potential E°cell = 2.5 V. (F = 96487 C/mol),-482.4 kJ/mol,-241.2 kJ/mol,39.7 kJ/mol,241.2 kJ/mol,B,hard
12,Chemistry,Electrochemistry,Calculate the standard Gibbs free energy change (Delta G°) for a cell reaction where n = 2 and the standard cell potential E°cell = 2.5 V. (F = 96487 C/mol),-964.9 kJ/mol,-482.4 kJ/mol,-241.2 kJ/mol,482.4 kJ/mol,B,hard
12,Chemistry,Electrochemistry,Calculate the standard Gibbs free energy change (Delta G°) for a cell reaction where n = 3 and the standard cell potential E°cell = 2.5 V. (F = 96487 C/mol),-723.7 kJ/mol,-241.2 kJ/mol,-1447.3 kJ/mol,723.7 kJ/mol,A,hard
12,Chemistry,Electrochemistry,Calculate the standard Gibbs free energy change (Delta G°) for a cell reaction where n = 4 and the standard cell potential E°cell = 2.5 V. (F = 96487 C/mol),-1929.7 kJ/mol,-241.2 kJ/mol,-964.9 kJ/mol,964.9 kJ/mol,C,hard
12,Chemistry,Electrochemistry,Calculate the standard Gibbs free energy change (Delta G°) for a cell reaction where n = 6 and the standard cell potential E°cell = 2.5 V. (F = 96487 C/mol),-2894.6 kJ/mol,-1447.3 kJ/mol,-241.2 kJ/mol,1447.3 kJ/mol,B,hard
12,Chemistry,Electrochemistry,The specific conductivity of a 0.001 M solution of an electrolyte is 0.01 S cm^-1. Calculate its molar conductivity.,0.0 S cm^2 mol^-1,10000.0 S cm^2 mol^-1,1000.0 S cm^2 mol^-1,10.0000 S cm^2 mol^-1,B,moderate
12,Chemistry,Electrochemistry,The specific conductivity of a 0.01 M solution of an electrolyte is 0.01 S cm^-1. Calculate its molar conductivity.,0.1 S cm^2 mol^-1,1000.0 S cm^2 mol^-1,1.0000 S cm^2 mol^-1,100.0 S cm^2 mol^-1,B,moderate
12,Chemistry,Electrochemistry,The specific conductivity of a 0.05 M solution of an electrolyte is 0.01 S cm^-1. Calculate its molar conductivity.,200.0 S cm^2 mol^-1,0.5 S cm^2 mol^-1,20.0 S cm^2 mol^-1,0.2000 S cm^2 mol^-1,A,moderate
12,Chemistry,Electrochemistry,The specific conductivity of a 0.1 M solution of an electrolyte is 0.01 S cm^-1. Calculate its molar conductivity.,1.0 S cm^2 mol^-1,0.1000 S cm^2 mol^-1,100.0 S cm^2 mol^-1,10.0 S cm^2 mol^-1,C,moderate
12,Chemistry,Electrochemistry,The specific conductivity of a 0.2 M solution of an electrolyte is 0.01 S cm^-1. Calculate its molar conductivity.,0.0500 S cm^2 mol^-1,2.0 S cm^2 mol^-1,50.0 S cm^2 mol^-1,5.0 S cm^2 mol^-1,C,moderate
12,Chemistry,Electrochemistry,The specific conductivity of a 0.5 M solution of an electrolyte is 0.01 S cm^-1. Calculate its molar conductivity.,0.0200 S cm^2 mol^-1,20.0 S cm^2 mol^-1,5.0 S cm^2 mol^-1,2.0 S cm^2 mol^-1,B,moderate
12,Chemistry,Electrochemistry,The specific conductivity of a 1.0 M solution of an electrolyte is 0.01 S cm^-1. Calculate its molar conductivity.,10.0 S cm^2 mol^-1,2280.2 S cm^2 mol^-1,0.0100 S cm^2 mol^-1,1.0 S cm^2 mol^-1,A,moderate
12,Chemistry,Electrochemistry,The specific conductivity of a 0.001 M solution of an electrolyte is 0.02 S cm^-1. Calculate its molar conductivity.,2000.0 S cm^2 mol^-1,0.0 S cm^2 mol^-1,20.0000 S cm^2 mol^-1,20000.0 S cm^2 mol^-1,D,moderate
12,Chemistry,Electrochemistry,The specific conductivity of a 0.01 M solution of an electrolyte is 0.02 S cm^-1. Calculate its molar conductivity.,2000.0 S cm^2 mol^-1,0.2 S cm^2 mol^-1,200.0 S cm^2 mol^-1,2.0000 S cm^2 mol^-1,A,moderate
12,Chemistry,Electrochemistry,The specific conductivity of a 0.05 M solution of an electrolyte is 0.02 S cm^-1. Calculate its molar conductivity.,0.4000 S cm^2 mol^-1,40.0 S cm^2 mol^-1,400.0 S cm^2 mol^-1,1.0 S cm^2 mol^-1,C,moderate
12,Chemistry,Electrochemistry,The specific conductivity of a 0.1 M solution of an electrolyte is 0.02 S cm^-1. Calculate its molar conductivity.,200.0 S cm^2 mol^-1,0.2000 S cm^2 mol^-1,20.0 S cm^2 mol^-1,2.0 S cm^2 mol^-1,A,moderate
12,Chemistry,Electrochemistry,The specific conductivity of a 0.2 M solution of an electrolyte is 0.02 S cm^-1. Calculate its molar conductivity.,0.1000 S cm^2 mol^-1,4.0 S cm^2 mol^-1,10.0 S cm^2 mol^-1,100.0 S cm^2 mol^-1,D,moderate
12,Chemistry,Electrochemistry,The specific conductivity of a 0.5 M solution of an electrolyte is 0.02 S cm^-1. Calculate its molar conductivity.,10.0 S cm^2 mol^-1,40.0 S cm^2 mol^-1,4.0 S cm^2 mol^-1,0.0400 S cm^2 mol^-1,B,moderate
12,Chemistry,Electrochemistry,The specific conductivity of a 1.0 M solution of an electrolyte is 0.02 S cm^-1. Calculate its molar conductivity.,2.0 S cm^2 mol^-1,0.0200 S cm^2 mol^-1,20.0 S cm^2 mol^-1,4790.4 S cm^2 mol^-1,C,moderate
12,Chemistry,Electrochemistry,The specific conductivity of a 0.001 M solution of an electrolyte is 0.05 S cm^-1. Calculate its molar conductivity.,0.1 S cm^2 mol^-1,50000.0 S cm^2 mol^-1,5000.0 S cm^2 mol^-1,50.0000 S cm^2 mol^-1,B,moderate
12,Chemistry,Electrochemistry,The specific conductivity of a 0.01 M solution of an electrolyte is 0.05 S cm^-1. Calculate its molar conductivity.,5.0000 S cm^2 mol^-1,500.0 S cm^2 mol^-1,5000.0 S cm^2 mol^-1,0.5 S cm^2 mol^-1,C,moderate
12,Chemistry,Electrochemistry,The specific conductivity of a 0.05 M solution of an electrolyte is 0.05 S cm^-1. Calculate its molar conductivity.,1.0000 S cm^2 mol^-1,1000.0 S cm^2 mol^-1,100.0 S cm^2 mol^-1,2.5 S cm^2 mol^-1,B,moderate
12,Chemistry,Electrochemistry,The specific conductivity of a 0.1 M solution of an electrolyte is 0.05 S cm^-1. Calculate its molar conductivity.,50.0 S cm^2 mol^-1,5.0 S cm^2 mol^-1,500.0 S cm^2 mol^-1,0.5000 S cm^2 mol^-1,C,moderate
12,Chemistry,Electrochemistry,The specific conductivity of a 0.2 M solution of an electrolyte is 0.05 S cm^-1. Calculate its molar conductivity.,250.0 S cm^2 mol^-1,0.2500 S cm^2 mol^-1,25.0 S cm^2 mol^-1,10.0 S cm^2 mol^-1,A,moderate
12,Chemistry,Electrochemistry,The specific conductivity of a 0.5 M solution of an electrolyte is 0.05 S cm^-1. Calculate its molar conductivity.,10.0 S cm^2 mol^-1,100.0 S cm^2 mol^-1,25.0 S cm^2 mol^-1,0.1000 S cm^2 mol^-1,B,moderate
12,Chemistry,Electrochemistry,The specific conductivity of a 1.0 M solution of an electrolyte is 0.05 S cm^-1. Calculate its molar conductivity.,5.0 S cm^2 mol^-1,4876.2 S cm^2 mol^-1,0.0500 S cm^2 mol^-1,50.0 S cm^2 mol^-1,D,moderate
12,Chemistry,Electrochemistry,The specific conductivity of a 0.001 M solution of an electrolyte is 0.1 S cm^-1. Calculate its molar conductivity.,0.1 S cm^2 mol^-1,10000.0 S cm^2 mol^-1,100000.0 S cm^2 mol^-1,100.0000 S cm^2 mol^-1,C,moderate
12,Chemistry,Electrochemistry,The specific conductivity of a 0.01 M solution of an electrolyte is 0.1 S cm^-1. Calculate its molar conductivity.,1000.0 S cm^2 mol^-1,1.0 S cm^2 mol^-1,10.0000 S cm^2 mol^-1,10000.0 S cm^2 mol^-1,D,moderate
12,Chemistry,Electrochemistry,The specific conductivity of a 0.05 M solution of an electrolyte is 0.1 S cm^-1. Calculate its molar conductivity.,5.0 S cm^2 mol^-1,200.0 S cm^2 mol^-1,2.0000 S cm^2 mol^-1,2000.0 S cm^2 mol^-1,D,moderate
12,Chemistry,Electrochemistry,The specific conductivity of a 0.1 M solution of an electrolyte is 0.1 S cm^-1. Calculate its molar conductivity.,1000.0 S cm^2 mol^-1,100.0 S cm^2 mol^-1,1.0000 S cm^2 mol^-1,10.0 S cm^2 mol^-1,A,moderate
12,Chemistry,Electrochemistry,The specific conductivity of a 0.2 M solution of an electrolyte is 0.1 S cm^-1. Calculate its molar conductivity.,500.0 S cm^2 mol^-1,50.0 S cm^2 mol^-1,20.0 S cm^2 mol^-1,0.5000 S cm^2 mol^-1,A,moderate
12,Chemistry,Electrochemistry,The specific conductivity of a 0.5 M solution of an electrolyte is 0.1 S cm^-1. Calculate its molar conductivity.,0.2000 S cm^2 mol^-1,20.0 S cm^2 mol^-1,50.0 S cm^2 mol^-1,200.0 S cm^2 mol^-1,D,moderate
12,Chemistry,Electrochemistry,The specific conductivity of a 1.0 M solution of an electrolyte is 0.1 S cm^-1. Calculate its molar conductivity.,100.0 S cm^2 mol^-1,0.1000 S cm^2 mol^-1,2273.0 S cm^2 mol^-1,10.0 S cm^2 mol^-1,A,moderate
12,Chemistry,Electrochemistry,The specific conductivity of a 0.001 M solution of an electrolyte is 0.15 S cm^-1. Calculate its molar conductivity.,150.0000 S cm^2 mol^-1,150000.0 S cm^2 mol^-1,15000.0 S cm^2 mol^-1,0.1 S cm^2 mol^-1,B,moderate
12,Chemistry,Electrochemistry,The specific conductivity of a 0.01 M solution of an electrolyte is 0.15 S cm^-1. Calculate its molar conductivity.,15000.0 S cm^2 mol^-1,1.5 S cm^2 mol^-1,1500.0 S cm^2 mol^-1,15.0000 S cm^2 mol^-1,A,moderate
12,Chemistry,Electrochemistry,The specific conductivity of a 0.05 M solution of an electrolyte is 0.15 S cm^-1. Calculate its molar conductivity.,300.0 S cm^2 mol^-1,3.0000 S cm^2 mol^-1,7.5 S cm^2 mol^-1,3000.0 S cm^2 mol^-1,D,moderate
12,Chemistry,Electrochemistry,The specific conductivity of a 0.1 M solution of an electrolyte is 0.15 S cm^-1. Calculate its molar conductivity.,15.0 S cm^2 mol^-1,1.5000 S cm^2 mol^-1,1500.0 S cm^2 mol^-1,150.0 S cm^2 mol^-1,C,moderate
12,Chemistry,Electrochemistry,The specific conductivity of a 0.2 M solution of an electrolyte is 0.15 S cm^-1. Calculate its molar conductivity.,750.0 S cm^2 mol^-1,75.0 S cm^2 mol^-1,0.7500 S cm^2 mol^-1,30.0 S cm^2 mol^-1,A,moderate
12,Chemistry,Electrochemistry,The specific conductivity of a 0.5 M solution of an electrolyte is 0.15 S cm^-1. Calculate its molar conductivity.,30.0 S cm^2 mol^-1,0.3000 S cm^2 mol^-1,75.0 S cm^2 mol^-1,300.0 S cm^2 mol^-1,D,moderate
12,Chemistry,Electrochemistry,The specific conductivity of a 1.0 M solution of an electrolyte is 0.15 S cm^-1. Calculate its molar conductivity.,0.1500 S cm^2 mol^-1,983.9 S cm^2 mol^-1,150.0 S cm^2 mol^-1,15.0 S cm^2 mol^-1,C,moderate
12,Chemistry,Electrochemistry,The specific conductivity of a 0.001 M solution of an electrolyte is 0.2 S cm^-1. Calculate its molar conductivity.,0.2 S cm^2 mol^-1,200.0000 S cm^2 mol^-1,200000.0 S cm^2 mol^-1,20000.0 S cm^2 mol^-1,C,moderate
12,Chemistry,Electrochemistry,The specific conductivity of a 0.01 M solution of an electrolyte is 0.2 S cm^-1. Calculate its molar conductivity.,20.0000 S cm^2 mol^-1,2.0 S cm^2 mol^-1,20000.0 S cm^2 mol^-1,2000.0 S cm^2 mol^-1,C,moderate
12,Chemistry,Electrochemistry,The specific conductivity of a 0.05 M solution of an electrolyte is 0.2 S cm^-1. Calculate its molar conductivity.,10.0 S cm^2 mol^-1,400.0 S cm^2 mol^-1,4.0000 S cm^2 mol^-1,4000.0 S cm^2 mol^-1,D,moderate
12,Chemistry,Electrochemistry,The specific conductivity of a 0.1 M solution of an electrolyte is 0.2 S cm^-1. Calculate its molar conductivity.,2.0000 S cm^2 mol^-1,2000.0 S cm^2 mol^-1,200.0 S cm^2 mol^-1,20.0 S cm^2 mol^-1,B,moderate
12,Chemistry,Electrochemistry,The specific conductivity of a 0.2 M solution of an electrolyte is 0.2 S cm^-1. Calculate its molar conductivity.,1.0000 S cm^2 mol^-1,40.0 S cm^2 mol^-1,100.0 S cm^2 mol^-1,1000.0 S cm^2 mol^-1,D,moderate
12,Chemistry,Electrochemistry,The specific conductivity of a 0.5 M solution of an electrolyte is 0.2 S cm^-1. Calculate its molar conductivity.,400.0 S cm^2 mol^-1,40.0 S cm^2 mol^-1,0.4000 S cm^2 mol^-1,100.0 S cm^2 mol^-1,A,moderate
12,Chemistry,Electrochemistry,The specific conductivity of a 1.0 M solution of an electrolyte is 0.2 S cm^-1. Calculate its molar conductivity.,200.0 S cm^2 mol^-1,20.0 S cm^2 mol^-1,0.2000 S cm^2 mol^-1,2286.3 S cm^2 mol^-1,A,moderate
12,Chemistry,Electrochemistry,The specific conductivity of a 0.001 M solution of an electrolyte is 0.5 S cm^-1. Calculate its molar conductivity.,0.5 S cm^2 mol^-1,500000.0 S cm^2 mol^-1,50000.0 S cm^2 mol^-1,500.0000 S cm^2 mol^-1,B,moderate
12,Chemistry,Electrochemistry,The specific conductivity of a 0.01 M solution of an electrolyte is 0.5 S cm^-1. Calculate its molar conductivity.,5.0 S cm^2 mol^-1,5000.0 S cm^2 mol^-1,50.0000 S cm^2 mol^-1,50000.0 S cm^2 mol^-1,D,moderate
